ID,Title,Summary,Body,Cover_image,Category,Child_age,Child_gender,Parent_gender,Keywords,Related_articles,Australian_article,Mandatory_content,References_and_comments,Translation_language,Moderation_state
3186,Подробнее о росте 10 - 12 месяцев - умеренная задержка роста,"<p>Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения динамики дальнейшего наблюдения за ростом ребенка.</p>","<p>Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения динамики дальнейшего наблюдения за ростом ребенка.</p>",6446,5,48,59,60,,"3411, 3356, 3346",0,1,,tj-ru,published
3191,Подробнее о росте 13 - 24 месяцев - умеренная задержка роста,"<p>Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения дальнейшего наблюдения за динамикой роста.</p>","<p>Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения дальнейшего наблюдения за динамикой роста.</p>",6446,5,"49,50",59,60,,"3391, 3386, 3361",0,1,,tj-ru,published
3196,Подробнее о росте 25-60 месяцев - умеренная задержка роста,"<p> Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения дальнейшего наблюдения за динамикой роста.</p>","<p> Внимание! Рост вашего ребенка в длину происходит медленно и в настоящее время наблюдается умеренная задержка. Подумайте, не способствовала ли этому какая-либо из возможных долгосрочных причин: хроническое недоедание, хроническое заболевание, эндокринное нарушение и тд. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения дополнительных рекомендаций и определения дальнейшего наблюдения за динамикой роста.</p>",6446,5,"51,52,57,58",59,60,,"3396, 5891, 3366",0,1,,tj-ru,published
3201,Подробнее о росте в первые 6 месяцев - сильная задержка роста,"<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой  роста!</p>","<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой  роста!</p>",6446,5,"43,44,45,46",59,60,,"3401, 3341, 3346",0,1,,tj-ru,published
3206,Подробнее о росте 7-9 месяцев - сильная задержка роста,"<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой роста!</p>","<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой роста!</p>",6446,5,47,59,60,,"3406, 3351, 3346",0,1,,tj-ru,published
3211,Подробнее о росте 10 - 12 месяцев - сильная задержка роста,"<p>Срочно! Рост длины тела / роста вашего ребенка сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой  роста!</p>","<p>Срочно! Рост длины тела / роста вашего ребенка сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой  роста!</p>",6446,5,48,59,60,,"3411, 3356, 3346",0,1,,tj-ru,published
3216,Подробнее о росте 13 - 24 месяца - сильная задержка роста,"<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой роста!</p>","<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой роста!</p>",6446,5,"49,50",59,60,,"3391, 3386, 3361",0,1,,tj-ru,published
3221,Подробнее о росте 25-60 месяцев - сильная задержка роста,"<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой роста!</p>","<p>Срочно! Рост вашего ребенка в длину сильно задерживается. Срочно записывайтесь на прием к педиатру для дообследования, получения соответствующего лечения и определения дальнейшего наблюдения за динамикой роста!</p>",6446,5,"51,52,57,58",59,60,,"3396, 5891, 3366",0,1,,tj-ru,published
3226,Подробнее о росте в первые 6 месяцев - длина тела / рост выше среднего,"<p>Ваш ребенок вырос и длина тела / рост, значительно превышает нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать принятым рекомендациям и регулярно следите за ростом вашего ребенка.</p>","<p>Ваш ребенок вырос и длина тела / рост, значительно превышает нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать принятым рекомендациям и регулярно следите за ростом вашего ребенка.</p>",6446,5,"43,44,45,46",59,60,,"3401, 3341, 3346",0,1,,tj-ru,published
3231,Подробнее о росте 7 - 9 месяцев -  длина тела/рост для возраста выше среднего,"<p>Ваш ребенок вырос  и его рост  значительно выше нормального диапазона  по своему возрасту и полу.  Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка через регулярные промежутки времени.</p>","<p>Ваш ребенок вырос  и его рост  значительно выше нормального диапазона  по своему возрасту и полу.  Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка через регулярные промежутки времени.</p>",6446,5,47,59,60,,"3406, 3351, 3346",0,1,,tj-ru,published
3236,Подробнее о росте от 10 до 12 месяцев - длина тела / рост выше среднего для возраста,"<p>Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.</p>","<p>Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.</p>",6446,5,48,59,60,,"3411, 3356, 3346",0,1,,tj-ru,published
3241,Подробнее о росте от 13 до 24 месяцев - длина тела / рост выше среднего для возраста,"<p>Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.</p>","<p>Ваш ребенок вырос до роста, значительно превышающего нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.</p>",6446,5,"49,50",59,60,,"3391, 3386, 3361",0,1,,tj-ru,published
3246,Подробнее о росте от 25 до 60 месяцев - длина тела / рост для возраста выше среднего,"<p>Ваш ребенок вырос и длина тела/роста значительно превышает нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.</p>","<p>Ваш ребенок вырос и длина тела/роста значительно превышает нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но все же поговорите об этом с педиатром. Продолжайте следовать рекомендациям и регулярно следите за ростом вашего ребенка.</p>",6446,5,"51,52,57,58",59,60,,"3396, 5891, 3366",0,1,,tj-ru,published
3376,Общие рекомендации для детей с избыточным весом и ожирением,"<p>Ребенок может набрать лишний вес в результате переедания и/или недостатка физической активности. Это может быть обусловлено изменением условий жизни ребенка и ухода за ним, а также возможными генетическими нарушениями. Избыточная масса тела может привести к многочисленным проблемам со здоровьем в детстве, но также и в более позднем возрасте — деформации костей и суставов, болезни сердца и кровеносных сосудов, диабету; психическим проблемам (депрессия и низкая самооценка).</p>

<p>Если вы видите, что ваш ребенок начал набирать вес, отведите его к педиатру для осмотра.</p>","<p>Ребенок может набрать лишний вес в результате переедания и/или недостатка физической активности. Это может быть обусловлено изменением условий жизни ребенка и ухода за ним, а также возможными генетическими нарушениями. Избыточная масса тела может привести к многочисленным проблемам со здоровьем в детстве, но также и в более позднем возрасте — деформации костей и суставов, болезни сердца и кровеносных сосудов, диабету; психическим проблемам (депрессия и низкая самооценка).</p>

<p>Если вы видите, что ваш ребенок начал набирать вес, отведите его к педиатру для осмотра.</p>

<p><strong>Рекомендации для младенцев</strong></p>

<p>Лучшая еда для младенца — грудное молоко, которое содержит все необходимые питательные вещества в сбалансированном соотношении, поэтому и рекомендуется в качестве оптимального питания в первые 6 месяцев и в дальнейшем при введении немолочных продуктов.</p>

<p><strong>Рекомендации для детей старше 6 месяцев</strong></p>

<p>Следите за тем, что что ваш ребенок получал получал прикорм в количестве и кратности, соответствующим его возрасту и рекомендациям по оптимальному питанию. Если это не так, внесите необходимые изменения. Следуйте рекомендациям не подслащивать еду для ребенка, и ограничьте объем натуральных соков, которые вы даете ребенку старше 6 месяцев, 90 мл. Максимум — 120 мл. При приготовлении еды для ребенка не добавляйте соль.</p>

<p>Обратите внимание на то, как вы кормите ребенка. Не заставляйте его съедать все, учитывайте его чувство сытости. Поощряйте его к тому, чтобы он ел самостоятельно, тогда он будет лучше понимать, что наелся. Поощряйте физическую активность вашего ребенка и сделайте так, что у него была возможность как минимум 30 минут проводить в активных играх в различных положениях на полу. Чтобы малыш высыпался за ночь, длительность сна должна составлять от 12 до 17 часов, в зависимости от его возраста и потребностей. Соблюдение рекомендаций по правильному питанию и физической активности ребенка с самого раннего возраста увеличивает вероятность здоровой и успешной жизни.</p>",5421,1,"47,48",59,60,,,0,1,"<p><a href=""https://ihcw.aap.org/Documents/Childhood%20Obesity%20in%20Primary%20Care%20Modules/COPC%20Module%201%202018.pdf#search=obesity%20in%20childhood"">https://ihcw.aap.org/Documents/Childhood%20Obesity%20in%20Primary%20Care%20Modules/COPC%20Module%201%202018.pdf#search=obesity%20in%20childhood</a></p>

<p><a href=""https://www.webmd.com/children/guide/obesity-children#1"">https://www.webmd.com/children/guide/obesity-children#1</a></p>

<p><a href=""https://www.who.int/dietphysicalactivity/childhood_what_can_be_done/en/"">https://www.who.int/dietphysicalactivity/childhood_what_can_be_done/en/</a></p>",tj-ru,published
3381,Общие рекомендации для детей второго года жизни с избыточным весом и ожирением,"<p>Избыточная масса тела чаще всего возникает вследствие чрезмерного приема пищи или недостаточной физической активности. Избыточный вес приводит к многочисленным проблемам со здоровьем на протяжении всей жизни, и его следует своевременно обнаружить и устранить.</p>","<p>Избыточная масса тела чаще всего возникает в результате переедания или недостаточной физической активности, редко — генетических нарушений. Изменения в условиях жизни ребенка и уходе за ним также могут повлиять на массу тела, и на это тоже необходимо обращать внимание. Избыточный вес приводит к многочисленным проблемам со здоровьем: деформации костей и суставов, заболеваниям сердца и сосудов, эндокринным заболеваниям, депрессии, низкой самооценке и более низкой успеваемости в более позднем возрасте, и важно вовремя обнаружить превышение нормальных значений веса и принять меры.</p>

<p>Если вы видите, что ваш ребенок начал набирать лишний вес, вы можете отвести его к педиатру для осмотра, возможно, для более подробного обследования.</p>

<p><strong>Рекомендации ребенку:</strong></p>

<ul>
	<li>Следите, чтобы в режиме вашего ребенка было достаточное количество приемов пищи, а рацион по количеству и содержанию соответствовал рекомендациям по оптимальному питанию в соответствии с возрастом;</li>
	<li>Предлагайте ребенку больше ярких овощей (особенно темно-зеленых, красных и оранжевых) и разнообразных свежих фруктов;</li>
	<li>Натуральный фруктовый сок можно давать только во время еды, и в количестве, не превышающем 120-180 мл;</li>
	<li>Предлагайте ребенку питьевую воду, когда он хочет пить, вместо подслащенных жидкостей (сладких чаев, газированных напитков, соков промышленного производства);</li>
	<li>Выбирайте хлеб, макаронные изделия и хлопья из цельного зерна;</li>
	<li>Выбирайте полезные белковые продукты: курицу, бобовые, нежирные сыры и т. д ;</li>
	<li>Можно давать цельно жирное пастеризованное молоко детям 1-2 лет и молоко пониженной жирности детям старше 2 лет;</li>
	<li>Рацион ребенка должен быть разнообразным и сбалансированным, с минимальным количество полуфабрикатов;</li>
	<li>Не давайте ребенку высококалорийную и соленую пищу (жирную выпечку, закуски, чипсы) —  такая еда создает ощущение сытости и снижает аппетит к более питательной пище;</li>
	<li>Не предлагайте ребенку сладкое: кондитерские изделия, печенье, шоколад, шоколадное молоко;</li>
	<li>Разговаривайте со своим ребенком, чтобы он понимал, что вы его поддерживаете;</li>
	<li>Чтобы ребенок не чувствовал себя белой вороной, займитесь тем, чтобы изменить режим физической активности питания для всей семьи;</li>
	<li>Подавайте своему ребенку положительный пример;</li>
	<li>Установите правильный режим питания, активности и сна, давайте ребенку высыпаться;</li>
	<li>Ограничьте время перед экраном (планшет, телевизор, телефон), чтобы это было не более 1 часа в день;</li>
	<li>Если ребенку больше 2 лет, вовлекайте его в физическую активность средней и высокой интенсивности, но делайте так, чтобы периоды активности были непродолжительными — это должно быть в удовольствие и ребенку, и всей семье, и не утомительно (быстрая ходьба, плавание, прыжки, игры с мячом, езда на велосипеде). Суммарно не менее 60-90 минут в день.</li>
</ul>

<p><strong>Поддерживайте изменения и новые привычки, которые сделают всю семью активной и здоровой!</strong></p>",1621,1,"51,52,57,58",59,60,"571, 5571, 851",,0,1,"<p><a href=""https://ihcw.aap.org/Documents/Childhood%20Obesity%20in%20Primary%20Care%20Modules/COPC%20Module%201%202018.pdf#search=obesity%20in%20childhood"">https://ihcw.aap.org/Documents/Childhood%20Obesity%20in%20Primary%20Care%20Modules/COPC%20Module%201%202018.pdf#search=obesity%20in%20childhood</a></p>

<p><a href=""https://www.webmd.com/children/guide/obesity-children#1"">https://www.webmd.com/children/guide/obesity-children#1</a></p>

<p><a href=""https://www.who.int/dietphysicalactivity/childhood_what_can_be_done/en/"">https://www.who.int/dietphysicalactivity/childhood_what_can_be_done/en/</a></p>",tj-ru,published
3446,Детский массаж: в картинках,<p>Начало работы с детским массажем. Массаж верхней части тела младенцев Массаж лица и спины младенцев.</p>,"<h3>Начало работы с детским массажем</h3>

<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""9fef235f-1a0e-4fe6-890f-80aa301fb9aa"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-1.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Массаж успокаивает малыша. Убедитесь, что в комнате тепло, ваш ребенок спокоен, хорошо отдохнул и бодр, а вы расслаблены. Попробуйте массаж после сна, когда переодеваете малыша, в кроватке или после ванны. Массаж можно делать в течение 10-30 минут.</figcaption>
</figure>


<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""0c1f935a-99e2-494f-8ce7-ce6a52d842d3"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-2.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Нанесите несколько капель детского массажного масла или крема на теплые руки и помассируйте ступни малыша. Совершайте глубокие, медленные движения от пятки к пальцам ног. Всегда придерживайте малыша одной рукой. Если вы видите признаки аллергической реакции на используемое масло, вытрите его и обратитесь к терапевту.</figcaption>
</figure>


<p> </p>

<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""6396d3ee-db08-495e-b653-ae3b040c6f13"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-3.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Делайте долгие плавные движения по ножке малыша. Массаж от щиколотки до бедра и по бедру. Помассируйте обе ноги одновременно или поочередно. Избегайте области половых органов. Удерживая ножку ребенка под колено, осторожно прижмите ее к животику, чтобы выпустить воздух.</figcaption>
</figure>


<h3>Массаж верхней части тела младенцев</h3>

<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""3f75c4c7-c418-4e02-9b8e-6b2a4dcb6bad"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-4.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Начните массаж верхней части тела, положив руки на плечи малыша. Совершайте легкое поглаживание по направлению к груди.</figcaption>
</figure>


<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""7f46c453-fcf4-4938-ab04-5360937e4f7c"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-5.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Помассируйте руки малыша, поглаживая его от плеч вниз к запястьям. Старайтесь не допускать попадания масла на руки ребенка. Если это все же случилось, вытрите ему пальцы, прежде чем он поднесет их ко рту.</figcaption>
</figure>


<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""210c8866-a109-4146-a931-6fbc7b2da8a2"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-6.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Если животик малыша мягкий, массируйте его круговыми движениями по часовой стрелке. Если он беспокоен, переходите к следующему шагу. Избегайте области пупка, если пуповина ребенка пока еще не зажила. Не давите на область между грудной клеткой и животиком малыша.</figcaption>
</figure>


<h3>Массаж лица и спины младенцев</h3>

<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""096c9b5b-535b-435a-a0e2-9691dcbcf2e0"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-7.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Помассируйте лицо ребенка подушечками пальцев. Поглаживайте от середины лба, вниз по внешней стороне к щекам. Небольшими круговыми движениями рук помассируйте кожу его головы.</figcaption>
</figure>


<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""db94442a-d8b2-4695-983b-1cf6ca9a55ed"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-9.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Используйте успокаивающее прикосновение. Прекратите массаж, если вашему ребенку неудобно. Избегайте массажа, если вы очень напряжены или если ваш ребенок расстроен. Убедитесь, что ваши ногти короткие.</figcaption>
</figure>


<p> </p>

<figure role=""group"" class=""caption caption-drupal-entity"">
<div alt=""Baby massage: in pictures"" data-embed-button=""media_browser"" data-entity-embed-display=""media_image"" data-entity-type=""media"" data-entity-uuid=""30f08d77-8901-4507-baf9-5b984c3bf436"" data-langcode=""en"" title=""© raisingchildren.net"" class=""embedded-entity"">  <img src=""/sites/default/files/2020-06/Baby-massage-PIP-8.gif"" alt=""Baby massage: in pictures"" title=""© raisingchildren.net"" typeof=""foaf:Image"" />

</div>

<figcaption>Если малыш все еще расслаблен, когда вы закончили массировать переднюю часть тела, вы можете перевернуть его на живот и совершать глубокие плавные движения начиная с головы и до пяток.</figcaption>
</figure>


<p> </p>",2321,2,"43,44,45,46,47,48,49",59,60,"131, 546, 1406",,1,0,"<p><a href=""https://raisingchildren.net.au/newborns/health-daily-care/massage/baby-massage"">https://raisingchildren.net.au/newborns/health-daily-care/massage/baby-massage</a></p>",tj-ru,published
