ID,ID_C,Title,Body,Moderation_state
3096,23015,Подробнее о физическом развитии в 25–60 месяцев — резко выраженный дефицит массы тела,"Внимание! У вашего ребенка существенный недостаток веса относительно его роста. Эта ситуация могла сформироваться в последние несколько недель. Постарайтесь выяснить ее возможные причины: перенесенное инфекционное заболевание или продолжительная диарея, другие хронические метаболические болезни, недостаточное или несбалансированное питание, изменение условий ухода, ближайшего окружения (воздействие внешних факторов) и т. д. Срочно проконсультируйтесь с педиатром, чтобы определить точную причину и принять соответствующие меры — остановить и компенсировать потерю веса.",archive
3101,23016,Подробнее о физическом развитии в первые 6 месяцев — избыток массы тела,"Внимание! У вашего ребенка умеренный избыток массы тела относительно его длины/роста. Лишний вес может отрицательно влиять на здоровье малыша. Постарайтесь выяснить, что этому могло способствовать: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой пищи, снижение физической активности или изменение условий ухода за ребенком, его непосредственного окружения и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику дальнейшего наблюдения за общим и физическим развитием вашего ребенка.",archive
3106,23017,Подробнее о физическом развитии в 7–9 месяцев — избыток массы тела,"Внимание! У вашего ребенка умеренный избыток массы тела относительно его длины/роста. Лишний вес может отрицательно влиять на здоровье малыша. Постарайтесь выяснить, что этому могло способствовать: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного у экрана, или изменение условий ухода за ребенком, его непосредственного окружения и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику дальнейшего наблюдения за общим и физическим развитием вашего ребенка.",archive
3111,23018,Подробнее о физическом развитии в 10–12 месяцев — избыток массы тела,"Внимание! У вашего ребенка умеренный избыток массы тела относительно его длины/роста. Лишний вес может отрицательно влиять на здоровье малыша. Постарайтесь выяснить, что могло способствовать его возникновению: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного у экрана, или изменение условий ухода за ребенком, его непосредственного окружения и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику дальнейшего наблюдения за общим и физическим развитием вашего ребенка.",archive
3116,23019,Подробнее о физическом развитии в 13–24 месяца — избыток массы тела,"Внимание! У вашего ребенка умеренный избыток массы тела относительно его длины/роста. Лишний вес может отрицательно влиять на здоровье малыша. Постарайтесь выяснить, что могло способствовать его возникновению: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного ребенком у экрана, или изменение внешних условий, непосредственного окружения малыша и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить план по наблюдению за общим и физическим развитием вашего ребенка.",archive
3121,23020,Подробнее о физическом развитии в 25–60 месяцев — избыток массы тела,"Внимание! У вашего ребенка умеренный избыток массы тела относительно его роста. Лишний вес может отрицательно влиять на здоровье. Постарайтесь выяснить, что могло способствовать его появлению: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного ребенком у экрана, или изменение внешних условий, непосредственного окружения и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить план по наблюдению за общим и физическим развитием вашего ребенка.",archive
3126,23021,Подробнее о физическом развитии в первые 6 месяцев — ожирение,"Для ребенка в возрасте 0–6 месяцев, находящегося на исключительно грудном вскармливании, риск избыточного веса отсутствует. Доказано и научно подтверждено, что грудное вскармливание, особенно продолжительное (не менее 12 месяцев), защищает ребенка от ожирения и других метаболических нарушений в последующем и во взрослом возрасте.

Для малышей, находящихся на искусственном вскармливании, всегда существует опасность развития ожирения. При избыточной массе тела или ожирении у малыша требуется консультация педиатра. Никогда не отказывайте ребенку в еде с целью снижения его веса. Чтобы расти и развиваться должным образом, малышу необходимо здоровое питание — исключительно грудное вскармливание в течение первых шести месяцев жизни. Если младенец получает искусственное питание, важно следовать инструкциям по приготовлению смеси (точное количество воды и заменителя грудного молока), а также указаниям по кратности кормлений.",archive
3131,23022,Подробнее о физическом развитии в 7–9 месяцев — ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть у него отмечается значительный избыток массы тела относительно его длины/роста. Это может серьезно навредить здоровью. Постарайтесь определить, что могло способствовать развитию ожирения: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного у экрана, или изменение условий ухода за ребенком, его непосредственного окружения и т. д. Обязательно запланируйте посещение педиатра для осмотра ребенка и дополнительного обследования при необходимости, а также для определения плана дальнейшего мониторинга его общего и физического развития!",archive
3136,23023,Подробнее о физическом развитии в 10–12 месяцев — ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть у него отмечается значительный избыток массы тела относительно его длины/роста. Этот может серьезно навредить здоровью. Постарайтесь определить, что могло способствовать развитию ожирения: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного у экрана, или изменение условий ухода за ребенком, его непосредственного окружения и т. д. Обязательно запланируйте посещение педиатра для осмотра ребенка и дополнительного обследования при необходимости, а также для определения плана мониторинга его общего и физического развития!",archive
3141,23024,Подробнее о физическом развитии в 13–24 месяца — ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть у него отмечается значительный избыток массы тела относительно его длины/роста. Это может серьезно навредить здоровью. Постарайтесь определить, что могло способствовать развитию ожирения: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного у экрана, или изменение условий ухода за ребенком, его непосредственного окружения и т. д. Обязательно запланируйте посещение педиатра для осмотра ребенка и дополнительного обследования при необходимости, а также для определения плана мониторинга его общего и физического развития!",archive
3146,23025,Подробнее о физическом развитии в 25–60 месяцев — ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть у него отмечается значительный избыток массы тела относительно его роста. Это может серьезно навредить здоровью. Постарайтесь определить, что могло способствовать развитию ожирения: чрезмерное употребление высококалорийной пищи (например, сладких и жирных продуктов), присутствие в рационе нездоровой еды, снижение физической активности, увеличение времени, проведенного у экрана, или изменение условий ухода за ребенком, его непосредственного окружения и т. д. Обязательно запланируйте посещение педиатра для осмотра ребенка и дополнительного обследования при необходимости, а также для определения плана мониторинга его общего и физического развития!",archive
3151,23026,Подробнее о физическом развитии в первые 6 месяцев — нормальная длина тела/рост относительно возраста,"Прекрасно! Темпы роста вашего ребенка соответствуют стандартным для данного возраста и пола значениям либо незначительно превышают их. Продолжайте следовать рекомендациям надлежащей практики в области питания, физической активности и сна. Следите за тем, как растет и развивается ваш ребенок.",archive
3156,23027,Подробнее о физическом развитии в 7–9 месяцев — нормальная длина тела/рост относительно возраста,"Прекрасно! Темпы роста вашего ребенка соответствуют стандартным для данного возраста и пола значениям либо незначительно превышают их. Продолжайте следовать рекомендациям надлежащей практики в области питания, физической активности и сна. Следите за тем, как растет и развивается ваш ребенок.",archive
3161,23028,Подробнее о физическом развитии в 10–12 месяцев — нормальная длина тела/рост относительно возраста,"Прекрасно! Темпы роста вашего ребенка соответствуют стандартным для данного возраста и пола значениям либо незначительно превышают их. Продолжайте следовать рекомендациям надлежащей практики в области питания, физической активности и сна. Следите за тем, как растет и развивается ваш ребенок.",archive
3166,23029,Подробнее о физическом развитии в 13–24 месяца — нормальная длина тела/рост относительно возраста,"Прекрасно! Темпы роста вашего ребенка соответствуют стандартным для данного возраста и пола значениям либо незначительно превышают их. Продолжайте следовать рекомендациям надлежащей практики в области питания, физической активности и сна. Следите за тем, как растет и развивается ваш ребенок.",archive
3171,23030,Подробнее о физическом развитии в 25–72 месяца — нормальный рост относительно возраста,"Прекрасно! Темпы роста вашего ребенка соответствуют стандартным для данного возраста и пола значениям либо незначительно превышают их. Продолжайте следовать рекомендациям надлежащей практики в области питания, физической активности и сна. Следите за тем, как растет и развивается ваш ребенок.",archive
3176,23031,Подробнее о физическом развитии в первые 6 месяцев — умеренная задержка роста,"Обратите внимание! Ваш ребенок медленно прибавляет в длине тела/росте, отмечается умеренная его задержка. Подумайте, что могло этому способствовать: регулярное недоедание, перенесенное или хроническое заболевание, например эндокринное и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования и определения плана дальнейшего наблюдения за динамикой роста и развития вашего ребенка, а также для уточнения дополнительных рекомендаций.",archive
3181,23032,Подробнее о физическом развитии в 7–9 месяцев — умеренная задержка роста,"Обратите внимание! Ваш ребенок медленно прибавляет в длине тела/росте, отмечается умеренная его задержка. Подумайте, что могло этому способствовать: регулярное недоедание, перенесенное или хроническое заболевание, например эндокринное и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования и определения плана дальнейшего наблюдения за динамикой роста и развития вашего ребенка, а также для уточнения дополнительных рекомендаций.",archive
3186,23033,Подробнее о физическом развитии в 10–12 месяцев — умеренная задержка роста,"Обратите внимание! Ваш ребенок медленно прибавляет в длине тела/росте, отмечается умеренная его задержка. Подумайте, что могло этому способствовать: регулярное недоедание, перенесенное или хроническое заболевание, например эндокринное и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования и определения плана дальнейшего наблюдения за динамикой роста и развитием вашего ребенка, а также для уточнения дополнительных рекомендаций.",archive
3191,23034,Подробнее о физическом развитии в 13–24 месяца — умеренная задержка роста,"Обратите внимание! Ваш ребенок медленно прибавляет в длине тела/росте, отмечается умеренная его задержка. Подумайте, что могло этому способствовать: регулярное недоедание, хроническое или перенесенное заболевание, например эндокринное и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования и определения плана дальнейшего наблюдения за динамикой роста и развитием вашего ребенка, а также для уточнения дополнительных рекомендаций.",archive
3196,23035,Подробнее о физическом развитии в 25–60 месяцев — умеренная задержка роста,"Обратите внимание! Ваш ребенок медленно прибавляет в росте, отмечается умеренная его задержка. Подумайте, что могло этому способствовать: регулярное недоедание, перенесенное или хроническое заболевание, например эндокринное и т. д. Обязательно запишитесь на прием к педиатру  для дополнительного обследования и определения плана дальнейшего наблюдения за динамикой роста и развитием вашего ребенка, а также для уточнения дополнительных рекомендаций.

 ",archive
3201,23036,Подробнее о физическом развитии в первые 6 месяцев — значительная задержка роста,"Важно! У вашего ребенка отмечается существенное отставание по длине тела/росту. Срочно запишитесь на прием к педиатру для дополнительного обследования и назначения соответствующего лечения, а также для определения плана по дальнейшему наблюдению за динамикой роста и развитием вашего ребенка!",archive
3206,23037,Подробнее о физическом развитии в 7–9 месяцев — значительная задержка роста,"Важно! У вашего ребенка отмечается существенное отставание по длине тела/росту. Срочно запишитесь на прием к педиатру для дополнительного обследования и назначения соответствующего лечения, а также для определения плана по дальнейшему наблюдению за динамикой роста и развитием вашего ребенка!

 ",archive
3211,23038,Подробнее о физическом развитии в 10–12 месяцев — значительная задержка роста,"Важно! У вашего ребенка отмечается существенное отставание по длине тела/росту. Срочно запишитесь на прием к педиатру для дополнительного обследования и назначения соответствующего лечения, а также для определения плана по дальнейшему наблюдению за динамикой роста и развитием вашего ребенка!",archive
3216,23039,Подробнее о физическом развитии в 13–24 месяца — значительная задержка роста,"Важно! У вашего ребенка отмечается существенное отставание по длине тела/росту. Срочно запишитесь на прием к педиатру для дополнительного обследования и назначения соответствующего лечения, а также для определения плана по дальнейшему наблюдению за динамикой роста и развитием вашего ребенка!",archive
3221,23040,Подробнее о физическом развитии в 25–60 месяцев — значительная задержка роста,"Важно! У вашего ребенка отмечается существенное отставание в росте. Срочно запишитесь на прием к педиатру для дополнительного обследования и назначения соответствующего лечения, а также для определения плана по дальнейшему наблюдению за динамикой роста и развитием вашего ребенка!",archive
3226,23041,Подробнее о физическом развитии в первые 6 месяцев — длина тела/рост выше среднего относительно возраста,"Ваш ребенок вырос, длина его тела/рост значительно превышает стандартные для этого возраста и пола значения. Вероятно, это обусловлено генетически, но все же стоит обратиться за консультацией к педиатру. Продолжайте следовать рекомендациям и контролируйте рост и развитие вашего ребенка.

 ",archive
3231,23042,Подробнее о физическом развитии в 7–9 месяцев — длина тела/рост выше среднего относительно возраста,"Ваш ребенок вырос, длина его тела/рост значительно превышает стандартные для этого возраста и пола значения. Вероятно, это обусловлено генетически, но все же стоит обратиться за консультацией к педиатру. Продолжайте следовать рекомендациям и контролируйте рост и развитие вашего ребенка.",archive
3236,23043,Подробнее о физическом развитии в 10–12 месяцев — длина тела/рост выше среднего относительно возраста,"Ваш ребенок вырос, длина его тела/рост значительно превышает стандартные для этого возраста и пола значения. Вероятно, это обусловлено генетически, но все же стоит обратиться за консультацией к педиатру. Продолжайте следовать рекомендациям и контролируйте рост и развитие вашего ребенка.

 ",archive
3241,23044,Подробнее о физическом развитии в 13–24 месяца — длина тела/рост выше среднего относительно возраста,"Ваш ребенок вырос, длина его тела/рост значительно превышает стандартные для этого возраста и пола значения. Вероятно, это обусловлено генетически, но все же стоит обратиться за консультацией к педиатру. Продолжайте следовать рекомендациям и контролируйте рост и развитие вашего ребенка.",archive
3246,23045,Подробнее о физическом развитии в 25–60 месяцев — рост выше среднего относительно возраста,"Рост вашего ребенка значительно превышает стандартные для этого возраста и пола значения. Вероятно, это обусловлено генетически, но все же стоит обратиться за консультацией к педиатру. Продолжайте следовать рекомендациям и контролируйте рост и развитие вашего ребенка.",archive
