ID,Title,Summary,Body,Cover_image,Category,Child_age,Child_gender,Parent_gender,Season,Keywords,Related_articles,Australian_article,Mandatory_content,References_and_comments,Translation_language,Moderation_state
3076,"Më shumë rreth rritjes në 6 muajt e parë - kequshqyerje e rëndë","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>",6446,5,46,,,,4751,"3401, 3341, 3346",0,1,,xk-sq,draft
3081,"Më shumë rreth rritjes 7 - 9 muaj - kequshqyerje e rëndë","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>",6446,5,47,,,,,"3406, 3351, 3346",0,1,,xk-sq,draft
3086,"Më shumë rreth rritjes 10 -12 muaj - kequshqyerje e rëndë","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>",6446,5,48,,,,,"3411, 3356, 3346",0,1,,xk-sq,draft
3091,"Më shumë rreth rritjes 13 - 24 muaj - kequshqyerje e rëndë","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>",6446,5,50,,,,,"3391, 3386, 3361",0,1,,xk-sq,draft
3096,"Më shumë rreth rritjes 25 - 60 muaj - kequshqyerje e rëndë","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>","<p>Vëmendje! Fëmija juaj ka një mungesë serioze në normën e peshës krahasuar me gjatësinë e tij/saj. Kjo gjendje mund të ketë ndodhur me kalimin e kohës, prandaj merrni parasysh që të eksploroni disa shkaqe që mund të kenë ndikuar. Disa shkaqe mund të jenë: sëmundje të kohëve të fundit, sëmundje metabolike dhe kronike, dietë të pamjaftueshme dhe të çekuilibruar, ndryshime të menjëhershme në mjedis, etj. Konsultohuni urgjentisht me një pediatër për të zbuluar shkakun dhe për të përcaktuar sesi mund ta ndihmoni fëmijën në peshë.</p>",6446,5,58,,,,,"3396, 5891, 3366",0,1,,xk-sq,draft
3101,"Më shumë rreth rritjes në 6 muajt e parë - mbipeshë","<p>Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>","<p>Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>",6446,5,46,,,,,"3401, 3341, 3346, 3376",0,1,,xk-sq,draft
3106,"Më shumë rreth rritjes 7 - 9 muaj - mbipeshë","<p>Vëmendje urgjente! Fëmija juaj mund të jetë mbipeshë në nivel të moderuar, në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj.</p>","<p>Vëmendje urgjente! Fëmija juaj mund të jetë mbipeshë në nivel të moderuar, në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>",6446,5,47,,,,,"3406, 3351, 3346, 3376",0,1,,xk-sq,draft
3111,"Më shumë rreth rritjes 10 -12 muaj - mbipeshë","<p>Vëmendje! Fëmija juaj është mesatarisht mbipeshë në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj.</p>","<p>Vëmendje! Fëmija juaj është mesatarisht mbipeshë në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>",6446,5,48,,,,,"3411, 3356, 3346, 3376",0,1,,xk-sq,draft
3116,"Më shumë rreth rritjes 13 -24 muaj - mbipeshë","<p>Vëmendje! Fëmija juaj mund të jetë në nivel të moderuar më i/e shëndoshë, në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj.</p>","<p>Vëmendje! Fëmija juaj mund të jetë në nivel të moderuar më i/e shëndoshë, në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>",6446,5,50,,,,,"3391, 3386, 3361, 3381",0,1,,xk-sq,draft
3121,"Më shumë rreth rritjes 25 - 60 muaj - mbipeshë","<p>Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>","<p>Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>",6446,5,58,,,,,"3396, 5891, 3366, 3381",0,1,,xk-sq,draft
3126,"Më shumë rreth rritjes në 6 muajt e parë - mbipeshë","<p>Nuk ka asnjë rezik ose shumë pak mundësi që një foshnjë 0-6-muajshe që ushqehet vetëm me gji, të jetë mbipeshë. Është vërtetuar dhe konfirmuar shkencërisht se ushqyerja me gji, veçanërisht e zgjatur në kohë - të paktën 12 muaj, mbron një fëmijë nga mbipesha më vonë në fëmijëri dhe në moshën e rritur.</p>","<p>Nuk ka asnjë rezik ose shumë pak mundësi që një foshnjë 0-6-muajshe që ushqehet vetëm me gji, të jetë mbipeshë. Është vërtetuar dhe konfirmuar shkencërisht se ushqyerja me gji, veçanërisht e zgjatur në kohë - të paktën 12 muaj, mbron një fëmijë nga mbipesha më vonë në fëmijëri dhe në moshën e rritur.</p>

<p>Për foshnjat që ushqehen artificialisht, ekziston gjithmonë rreziku për të qenë mbipeshë. Për foshnjat mbipeshë ose obezë, këshillat nga pediatri/mjeku i familjes janë të dobishme. Asnjëherë mos ia ndaloni ushqimin foshnjës, në përpjekje për të ndihmuar që të humbë peshë. Për t’u rritur dhe zhvilluar ashtu si duhet, foshnjat kanë nevojë për ushqim të duhur dhe ushqyerje me gji gjatë 6 muajve të parë të jetës. Për foshnjat që ushqehen me formulë, sigurohuni që të ndiqni udhëzimet për të përgatitur ushqimet në mënyrë korrekte (sasia e duhur e ujit dhe pluhurit), si dhe të ndiqni udhëzimet për numrin e ushqimeve dhe numrin e vakteve në ditë.</p>",6446,5,46,,,,,"3401, 3341, 3346, 3376",0,1,,xk-sq,draft
3131,"Më shumë rreth rritjes 7 - 9 muajsh - mbipeshë","<p>Vëmendje urgjente! Fëmija juaj mund të jetë i/e shëndoshë, domethënë, ai/ajo ka një peshë më të madhe në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj.</p>","<p>Vëmendje urgjente! Fëmija juaj mund të jetë i/e shëndoshë, domethënë, ai/ajo ka një peshë më të madhe në krahasim me gjatësinë e tij/saj. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Reflektoni se çfarë mund të ketë kontribuar në të: konsumimi i tepërt i ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), konsumimi i ushqimeve të shpejta, aktivitet i reduktuar fizik, rritje e kohës duke qëndruar para ekranit ose ndryshime në mjedis, etj. Sigurohuni që të caktoni një vizitë tek pediatri për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!</p>",6446,5,47,,,,,"3406, 3351, 3346, 3376",0,1,,xk-sq,draft
