ID,Title,Summary,Body,Cover_video,Category,Child_age,Child_gender,Parent_gender,Keywords,Related_articles,Related_video_articles,Australian_article,Mandatory_content,References_and_comments,Translation_language,Moderation_state
1441,Child development: 2-3 years,,,2981,6,"50,51",59,60,"1046, 2381",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/development-2-3-years</p>,en,published
1461,Children with disability: helping siblings,,,2976,6,"43,44,45,46,47,48,49,50,51,52,57,58",59,60,"2511, 2516, 2521, 2526, 2531, 2536, 506, 2501, 2506",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/disability/videos/disability-helping-siblings</p>,en,published
1481,Child development: 3-5 years,,,2971,6,"52,57,58",59,60,"1046, 1051, 1056, 81, 2406, 206, 2411, 2416, 2421, 76, 2426, 2431, 2436, 2566, 2571, 2576, 2581",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/preschoolers/videos/development-3-5-years</p>,en,published
1506,Breastfeeding: getting a good attachment,,,2966,1,"43,44,45,46",59,60,"2686, 2676, 4451",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/newborns/videos/good-attachment</p>,en,published
1616,Making a meal plan and shopping list,,,2961,1,"57,58",59,60,"3401, 3406, 2711",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/meal-plan-shopping-list</p>,en,published
1626,Cooking together: tzatziki,,,2956,1,"50,51,52,57,58",59,60,"3431, 3436, 3401, 3406, 2711",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/cooking-together-tzatziki</p>,en,published
1631,Growing and choosing herbs for cooking,,,2951,1,"51,52,57,58",59,60,3441,,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/growing-herbs</p>,en,published
1636,Planting herbs at home,,,2946,1,"51,52,57,58",59,60,"3446, 3401, 3406, 2711",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/planting-herbs</p>,en,published
1641,Making dinner and involving your child,,,2941,1,"52,57,58",59,60,"3431, 3436, 3401, 3406, 2711, 3366, 3371, 3376, 3381, 3386, 3391, 3396",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/making-dinner</p>,en,published
2076,How messy play helps child development,,,2936,55,"47,48,49,50,51,52,57,58",59,60,,,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/messy-play-helps-development</p>,en,published
2081,Playing with sound: how it helps child development,,,2931,55,"48,49,50,51,52,57,58",59,60,"4281, 4286",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/playing-with-sound</p>,en,published
2086,Puppet play: how it helps child development,,,2926,55,"48,49,50,51,52,57,58",59,60,"4291, 4296, 4301, 4306, 4311, 1046",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/puppet-play</p>,en,published
2091,Play and learning with babies: 7-17 months,,,2921,55,"47,48,49",59,60,"206, 2411, 2416, 2421, 76, 2426, 2431, 2436",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/play-learning-7-17-months</p>,en,published
2106,Outdoor play: easy ideas,,,2916,55,"49,50,51,52,57,58",59,60,"4316, 4321, 4336, 4331, 4326",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/outdoor-play-easy-ideas</p>,en,published
2111,Nature walk: play ideas for children,,,2911,55,"49,50,51,52,57,58",59,60,"4341, 4346, 4336, 4321, 4351",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/nature-walk-play-ideas</p>,en,published
2116,Playing with balls: ideas for children,,,2906,55,"47,48,49,50,51,52,57,58",59,60,"4356, 4361",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/playing-with-balls</p>,en,published
2131,Telling stories with children,,,2901,55,"48,49,50,51,52,57,58",59,60,"4196, 4396, 4176, 4181",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/telling-stories</p>,en,published
2201,Healthy digital technology use: parents as role models,,,2896,55,"51,52,57,58",59,60,,,,1,0,"<p>Imported Raising Children Australia Article: <a href=""https://raisingchildren.net.au/toddlers/videos/healthy-digital-technology-use-parents-as-role-models"">https://raisingchildren.net.au/toddlers/videos/healthy-digital-technology-use-parents-as-role-models</a></p>",en,published
2206,Making simple puppets,,,2891,55,"51,52,57,58",59,60,"4296, 4291, 4301, 4306",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/making-simple-puppets</p>,en,published
2291,How to settle a crying baby,,,2886,56,43,59,60,"381, 4411, 4416, 4421, 4426, 4431, 106, 4026",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/settle-a-crying-baby</p>,en,published
2296,Settling babies for sleep: tips and strategies,,,2881,56,43,59,60,"106, 4026, 381, 4411, 4416, 4421, 4426, 4431",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/newborns/videos/settling-babies-for-sleep</p>,en,published
2306,Connecting and communicating: 0-6 months,,,2876,56,43,59,60,"371, 4436, 3796, 4486, 4491, 4496, 4501",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/connecting-communicating-0-6-months</p>,en,published
2321,How to do baby massage,,,2871,56,43,59,60,"1396, 1401, 1406, 1411",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/babies/videos/how-to-do-baby-massage</p>,en,published
2341,Smacking: parent perspectives,,,2866,56,45,59,60,"4561, 4536, 4541, 4546, 4551, 4556",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/smacking-video</p>,en,published
2351,Encouraging good behaviour: tips in action,,,1586,56,"43,44,45,46,47,48,49,50,51,52,57,58",59,60,"2546, 2551, 2556",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/good-behaviour-tips-in-action</p>,en,published
2366,Connecting and communicating: 18-35 months,,,2861,56,"50,51",59,60,"3796, 3781, 3786, 3791",,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/connecting-communicating-18-35-months</p>,en,published
2371,Connecting and communicating with preschoolers,,,2841,56,"43,44,45,46,47,48,49,50,51,52,57,58",59,60,3796,,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/preschoolers/videos/communicating-with-preschoolers</p>,en,published
2411,Online safety: how parent-child relationships protect children,,,2856,3,"51,52,57,58",59,60,,,,1,0,<p>Imported Raising Children Australia Article: https://raisingchildren.net.au/toddlers/videos/online-safety-how-parent-child-relationships-protect-children</p>,en,published
6281,"1st month: When lying on his tummy, he lifts his head",,,10791,6,43,59,60,86,,,0,1,,en,published
6286,1 month: Relaxes when you take her in your arms,,,10796,6,43,59,60,2381,,,0,1,,en,published
6291,1st month: Looks at you as you smile and talk to him,,,10801,6,43,59,60,2381,,,0,1,,en,published
6296,1st month: Makes sounds,,,10806,6,43,59,60,2381,,,0,1,,en,published
6301,1st month: Opens and closes his fist when you gently touch,,,10816,6,43,59,60,2381,,,0,1,,en,published
6306,1st month: Moves her arms and legs freely on both sides,,,10821,6,43,59,60,2381,,,0,1,,en,published
6311,1st month: Gets excited when you talk to him,,,10826,6,43,59,60,2381,,,0,1,,en,published
6316,"2nd month: Makes different sounds when she is happy, upset or hungry",,,10831,6,44,59,60,2381,,,0,1,,en,published
6321,"2nd month: Gurgles, makes sounds",,,10836,6,44,59,60,2381,,,0,1,,en,published
6326,2nd month: Turns her head towards the sound source and shows that she is listening,,,10841,6,44,59,60,2381,,,0,1,,en,published
6336,2nd month: Follows the movement of things and people with her eyes,,,10851,6,44,59,60,2381,,,0,1,,en,published
6341,2nd month: Makes fine movements with his arms and legs,,,10856,6,44,59,60,2381,,,0,1,,en,published
6346,"2nd month: When on her tummy, the baby is leaning on her forearms against the mat",,,10861,6,44,59,60,2381,,,0,1,,en,published
6351,"2nd month: Turns her head to one side, then to the other",,,10866,6,44,59,60,2381,,,0,1,,en,published
6356,"2nd month: Occasionally she keeps her fists open, manipulates them",,,10871,6,44,59,60,2381,,,0,1,,en,published
6361,2nd month:  Can comfort herself for a while,,,10876,6,44,59,60,2381,,,0,1,,en,published
6366,3rd and 4th months: Puts hands in the mouth,,,10881,6,45,59,60,2381,,,0,1,,en,published
6371,3rd and 4th months: Starts babbling,,,10886,6,45,59,60,2381,,,0,1,,en,published
6376,"3rd and 4th months: Begins to mimic facial movements and expressions, as well as sounds during play",,,10891,6,45,59,60,2381,,,0,1,,en,published
6381,3rd and 4th months: Shows that she is angry or happy,,,10896,6,45,59,60,2381,,,0,1,,en,published
6386,3rd and 4th months: Carefully observes people's faces,,,10901,6,45,59,60,2381,,,0,1,,en,published
6391,"3rd and 4th months: Reaches for a toy with one hand, explores it, shakes it and hits it",,,10906,6,45,59,60,2381,,,0,1,,en,published
6396,3rd and 4th months: Follows with his eyes a toy moving from one side to the other,,,10911,6,45,59,60,2381,,,0,1,,en,published
6401,3rd and 4th months:  Laughs at a human face,,,10916,6,45,59,60,2381,,,0,1,,en,published
6406,3rd and 4th months: Establishes hand eye coordination,,,10921,6,45,59,60,2381,,,0,1,,en,published
6411,5th and 6th months: Loudly expresses dissatisfaction or joy,,,10931,6,46,59,60,2381,,,0,1,,en,published
6421,"5th and 6th months: Responds to the sound of the voice by making sounds   by merging vowels a, e, u",,,10936,6,46,59,60,2381,,,0,1,,en,published
6426,5th and 6th months: Rolls from the tummy to the back and from the back to the tummy over both sides,,,10941,6,46,59,60,2381,,,0,1,,en,published
6431,"5th and 6th months: Reaches for things that are out of reach with one hand, and when she grasps them, she can move them from one hand to another",,,10946,6,46,59,60,2381,,,0,1,,en,published
6436,5th and 6th months: Explores things by putting them in his mouth,,,10951,6,46,59,60,2381,,,0,1,,en,published
6441,5th and 6th months: The baby is excited when he realizes that it`s time to play,,,10956,6,46,59,60,2381,,,0,1,,en,published
6446,7th to 9th months: Reacts when he hears own name,,,10961,6,46,59,60,2381,,,0,1,,en,published
6451,"7th to 9th months: Babbles, makes syllables and produces many different sounds",,,10966,6,47,59,60,2381,,,0,1,,en,published
6456,7th to 9th months: Still puts objects in his mouth,,,10971,6,47,59,60,2381,,,0,1,,en,published
6466,7th to 9th months: Can sit up on her own and sit without support,,,10976,6,47,59,60,2381,,,0,1,,en,published
6471,"7th to 9th months: Pushes away, tries to stand up",,,10981,6,47,59,60,2381,,,0,1,,en,published
6476,7th to 9th months: Begins to understand the meaning of the word NO,,,10986,6,47,59,60,2381,,,0,1,,en,published
6481,7th to 9th months: Begins to communicate with movements,,,10991,6,47,59,60,2381,,,0,1,,en,published
6486,"7th to 9th months: Lifts himself up to a crawling position, some children are already crawling",,,10996,6,47,59,60,2381,,,0,1,,en,published
6496,7th to 9th months: Follows the falling object and looks for the hidden object,,,11001,6,47,59,60,2381,,,0,1,,en,published
6501,"7th to 9th months: Smoothly transfers objects from hand to hand, shakes them",,,11006,6,47,59,60,2381,,,0,1,,en,published
6506,7th to 9th months: Gets upset when the parent leaves the room and relaxes when the parent returns,,,11011,6,47,59,60,2381,,,0,1,,en,published
6521,10th to 12th months: Imitates and uses gestures,,,11016,6,48,59,60,2381,,,0,1,,en,published
6526,10th to 12th months: Shows shyness and nervousness in communicating with strangers,,,11021,6,48,59,60,2381,,,0,1,,en,published
6531,"10th to 12th months: Repeats syllables, and some children can already say words with the meaning",,,11026,6,48,59,60,2381,,,0,1,,en,published
6536,"10th to 12th months: Picks small objects with her fingers, feeds with her fingers",,,11031,6,48,59,60,2381,,,0,1,,en,published
6541,10th to 12th months: Understands a brief instruction or order,,,11036,6,48,59,60,2381,,,0,1,,en,published
6546,"10th to 12th months: Understands her name, names of familiar persons, objects from her environment",,,11041,6,48,59,60,2381,,,0,1,,en,published
6551,10th to 12th months: Spontaneously seeks to share interests and pleasures with adults,,,11046,6,48,59,60,2381,,,0,1,,en,published
6556,10th to 12th months: Stands up by holding onto to the furniture and starts walking next to it,,,11051,6,48,59,60,2381,,,0,1,,en,published
6561,"10th to 12th months: Curiously examines toys, shakes them, bangs, throws, pays attention to details",,,11056,6,48,59,60,2381,,,0,1,,en,published
6571,13th to 18th months: Understands and executes simple orders,,,11066,6,49,59,60,2381,,,0,1,,en,published
6576,"13th to 18th months: Plays Pretend games, Pretend play appears",,,11071,6,49,59,60,2381,,,0,1,,en,published
6581,13th to 18th months: Looks forward to joint activities,,,11076,6,49,59,60,2381,,,0,1,,en,published
6586,13th to 18th months: Puts one item into another,,,11081,6,49,59,60,2381,,,0,1,,en,published
6591,"13th to 18th months: Stands, moves and walks independently",,,11086,6,49,59,60,2381,,,0,1,,en,published
6596,"13th to 18th months: In communication, uses gestures for better mutual understanding",,,11091,6,49,59,60,2381,,,0,1,,en,published
6601,13th to 18th months: Knows how to use items for everyday use,,,11096,6,49,59,60,2381,,,0,1,,en,published
6606,13th to 18th months: Scribbles independently with a pencil or crayons on paper,,,11101,6,49,59,60,2381,,,0,1,,en,published
6616,19 to 24th months: Associates sounds with animals,,,11111,6,50,59,60,2381,,,0,1,,en,published
6621,"19th to 24th months: In communication with people, uses a combination of words and gestures",,,11116,6,50,59,60,2381,,,0,1,,en,published
6626,19th to 24th months: Can go up and down the stairs,,,11121,6,50,59,60,2381,,,0,1,,en,published
6631,19th to 24th months: Play simple pretending games,,,11126,6,50,59,60,2381,,,0,1,,en,published
6636,19th to 24th months: Plays side by side with other children,,,11156,6,50,59,60,2381,,,0,1,,en,published
6641,19th to 24th months: Imitates the behaviour of adults and older children,,,11161,6,50,59,60,2381,,,0,1,,en,published
6646,"19th to 24th months: Can stand on his toes, run, jump, kick the ball",,,11166,6,50,59,60,2381,,,0,1,,en,published
6656,19th to 24th months: Uses toys purposefully,,,11171,6,50,59,60,2381,,,0,1,,en,published
6661,19th to 24th months: Scribbles independently on paper,,,11176,6,50,59,60,2381,,,0,1,,en,published
6666,19th to 24th months: Uses one hand more,,,11181,6,50,59,60,2381,,,0,1,,en,published
6796,25th to 36th months: Finds it easier to separate from parents,,,11186,6,51,59,60,,,,0,1,,en,published
6801,25th to 36th months: Understands complex words,,,11191,6,51,59,60,,,,0,1,,en,published
6806,25th to 36th months: Turns pages of picture books by himself,,,11196,6,51,59,60,,,,0,1,,en,published
6811,25th to 36th months: Climbs up and down stairs,,,11201,6,51,59,60,,,,0,1,,en,published
6816,25th to 36th months: Can say a sentence of 2 to 3 words,,,11206,6,51,59,60,,,,0,1,,en,published
6821,"25th to 36th months: Shows a wide range of emotions, recognizes emotions in others",,,11231,6,51,59,60,,,,0,1,,en,published
6826,"25th to 36th months: Copies circles with a pencil, wooden or wax crayon",,,11216,6,51,59,60,,,,0,1,,en,published
6831,25th to 36th months: Develops a complex play and involves others in it,,,11221,6,51,59,60,,,,0,1,,en,published
6836,25th to 36th months: Follows the instructions that contain two or three orders,,,11226,6,51,59,60,,,,0,1,,en,published
6841,"3rd and 4th months: Keeps head upright, without head support",,,10926,6,45,59,60,,,,0,1,,en,published
6846,10th to 12th months: Puts things in a box and takes them out of it,,,11061,6,48,59,60,,,,0,1,,en,published
6851,13th to 18th months: Pronounces words with meaning,,,11106,6,49,59,60,,,,0,1,,en,published
6916,2 months: Shows boredom or cries if activity does not change,,,11676,6,44,59,60,,,,0,1,,en,published
6931,25th to 36th months: Likes to play in the company of children,,,11236,6,51,59,60,,,,0,1,,en,published
7881,25-36 months – Imagination starts to blossom,"If I Could Tell You . . . .
""That`s me!  I know my name, and I know my mother’s and father’s  names.  I have some friends, perhaps cousins, children living near me, or children in my kindergarten.  I like to play, by myself and with others.  I don’t know a lot of words, but I like to talk and ask questions. I like to make marks or scribbles on paper or even in the dirt. I like to look at books and I like it when you read or tell stories to me.  I love to listen to my favorite stories again and again. I also like to run, and to climb stairs if I can. I can throw a ball.  I can stack up objects to make towers.  I might pretend to talk on a phone and I use objects to make believe about other things.   I can do so many things: sometimes I think  I can do everything!  That’s why I sometimes get upset when I don’t succeed.  But don’t worry, I’ll try again. If I can’t do it now, I will be able to do it later. ""","<h1><strong>Child development in the period from the 25th to the 36th month </strong></h1>

<p> </p>

<h2><strong>Communicating.  </strong></h2>

<p> </p>

<h3><strong>What’s New?  </strong></h3>

<p>During this age, your child’s <strong>vocabulary </strong>is getting richer every day. At this age, most children can compose <strong>sentences</strong> of 2 to 5 words, and it is easier to understand what your child is saying to you.  He will slowly learn how to listen and wait for his turn and will be able to keep up a <strong>short conversation</strong>.  During this period, your child learns how to <strong>describe things</strong> that have happened during the day.  With a little help from you, he can even begin to tell a simple story in sequence.  How exciting for him and for you! </p>

<h3><strong><em>And What Can You Do to Help?</em></strong></h3>

<p>               Establish a shared reading time with your child and allow him to turn the pages of a picture book by himself. Teach your child simple songs and rhymes, perhaps from your own childhood or traditions. Ask your child to show you things in pictures and encourage him to repeat the words after you, even if it does not sound much like your pronunciation.  Your child will be interested in the names of things.  Try to not just say the name, but some descriptive words (like ""yes, it’s a big blue truck,” or “Ball—the ball is big, isn’t it?”). </p>

<p> </p>

<h2><strong>Feeling.  </strong></h2>

<h3><strong>What’s New?</strong></h3>

<p>This is a <strong>very important period for your child`s emotional development</strong>. Your child experiences lots of feelings every day—from intense happiness to sadness, frustration, and, sometimes, anger.  At the same time, he is learning about <strong>other people`s feelings</strong>, including the <strong>beginnings of empathy</strong>--feeling the way someone else may be feeling.   As when he was younger, he still may have some angry outbursts or temper tantrums.  He still has a <strong>hard time putting big feelings into words</strong>.  During this period, your child will also begin to understand how his behavior affects yours, and also how your behavior affects him.  Now he is apt to be less worried about <strong>separating </strong>from you, although it may still be hard at times, and every child is different. </p>

<h3>               <strong><em>And What Can You Do to Help?</em></strong></h3>

<p>Talk with your child about feelings, tell stories or read age-appropriate books about all kinds of emotions.  Encourage him to make believe about emotions with his toys or other objects.  Accept that he still cannot manage his big feelings sometimes and use your calmness to create a secure environment for him.  And playing, especially make-believe play, is a wonderful way for him to understand and cope with feelings.</p>

<p> </p>

<h2><strong>Thinking.  </strong></h2>

<h3><strong><em>What’s New?  </em></strong></h3>

<p>Your child is slowly beginning to understand <strong>important ideas like time</strong> (such as day and night, before and after) <strong>and opposites</strong> (big and small).  Also, in this period, he will probably show you that he understands the <strong>purposes of different parts of his body</strong> (“I see with my eyes”).  He begins to try <strong>grouping   objects</strong> by colour, size or shape. He will also start <strong>solving simple problems through trial and error</strong>—“If the spoon doesn’t fit in the jar, maybe I can try a smaller one.”</p>

<h3><strong><em>And What Can You Do to Help?</em></strong></h3>

<p>Remember that your child continues to learn best through exploration and play.  New concepts can be explored by using objects and by playing pretend.  Encourage your child to play lots of “pretend games” and sometimes join in the game your child is leading.  Continue to involve him in everyday experiences that let you explore together and try out new things:  “Let’s plant some flowers today!”  or “Can you find a good place to put those cups? Thank you!”</p>

<p> </p>

<h2><strong>Moving.</strong></h2>

<h3><strong>What’s New?</strong></h3>

<p>Your child is becoming <strong>much more independent</strong>. During this period, your child can get dressed and undressed on his own—not perfectly, of course-- wash his hands or eat by himself. An important aspect of becoming independent is the use of the toilet.  In many cultures and families, this typically begins during this time. Your child’s  <strong>movements are more complex</strong> than earlier. By the end of the third year of life your child can probably <strong>run and jump</strong>, stand on one leg, go up and downstairs (if home has stairs), and maybe <strong>try to ride</strong> a small scooter or tricycle if available.</p>

<p> </p>

<h3><strong><em>And What Can You Do to Help?</em></strong></h3>

<p>Your child will be eager to try new things but he needs for your support. Encourage him to try, whether or not he is successful at first—and celebrate new skills.  You can also build skills and confidence by including him in everyday family chores—helping sort clean socks, shopping trips, stirring food for a meal, and other simple tasks that fascinate him.</p>

<p>If you are nearby, your child will be more willing to try to climb, hop, draw, throw a ball, or explore other new challenges.  Just by your presence, you are creating a secure environment for development. </p>

<p>To find many more ways on how to support child development through play, go to <strong>Playing Together</strong> section.</p>

<h2> </h2>

<h2><strong> Parents’ concerns about development in the period from the 25th to the 36th month </strong></h2>

<p>Because each child develops in his own particular way, it is impossible to predict exactly when or how your own child will perfect a certain skill. <strong>The abilities (developmental milestones)</strong> expected and listed for this period  give you only a general idea of the changes you might expect as your child gets older.  Please do not be worried if his development takes a slightly different path.</p>

<p>However, to be sure, do talk with your pediatrician [or other health provider] if your child displays any of the following signs of possible developmental delay, if your child seems to have lost some of the skills he had at an earlier age, or if you have other reasons to be concerned:</p>

<ul>
	<li>Doesn’t look at you (eye contact)</li>
	<li>has difficulties hearing or seeing some things  </li>
	<li>doesn’t speak in short sentences (at least 3 words together)  </li>
	<li>has very unclear speech  </li>
</ul>

<ul>
	<li>doesn’t follow simple instructions  </li>
	<li>doesn’t want to play with other children or with toys and other objects</li>
	<li>doesn’t make-believe or pretend during play  </li>
	<li>cannot run  </li>
	<li>isn’t scribbling or drawing  </li>
	<li>cannot hold small objects in his hand.  </li>
</ul>",13056,6,51,59,60,"4746, 4751",,,1,1,"<p>Reference:</p>

<p><a href=""https://raisingchildren.net.au/toddlers/development/development-tracker-1-3-years/2-3-years"">https://raisingchildren.net.au/toddlers/development/development-tracker-1-3-years/2-3-years</a></p>

<p>Laura E. Berk (2006), Child development (7ht edition), Allyn &amp; Bacon</p>

<p>Dr sci Nirvana Pištoljević (2016), Rani razvoj deteta: šta treba znati, Udruženje pedijatara Srbije, Beograd.</p>",en,published
