ID,Title,Summary,Body,Cover_video,Category,Child_age,Child_gender,Parent_gender,Keywords,Related_articles,Related_video_articles,Australian_article,Mandatory_content,References_and_comments,Translation_language,Moderation_state
6431,"5th and 6th months: Reaches for things that are out of reach with one hand, and when she grasps them, she can move them from one hand to another",,,10946,6,,,,2381,,,0,1,,rs-en,review_after_translation
6436,5th and 6th months: Explores things by putting them in his mouth,,,10951,6,,,,2381,,,0,1,,rs-en,review_after_translation
6441,5th and 6th months: The baby is excited when he realizes that it`s time to play,,,10956,6,,,,2381,,,0,1,,rs-en,review_after_translation
6446,7th to 9th months: Reacts when he hears own name,,,10961,6,,,,2381,,,0,1,,rs-en,review_after_translation
6451,"7th to 9th months: Babbles, makes syllables and produces many different sounds",,,10966,6,,,,2381,,,0,1,,rs-en,review_after_translation
6456,7th to 9th months: Still puts objects in his mouth,,,10971,6,,,,2381,,,0,1,,rs-en,review_after_translation
6466,7th to 9th months: Can sit up on her own and sit without support,,,10976,6,,,,2381,,,0,1,,rs-en,review_after_translation
6471,"7th to 9th months: Pushes away, tries to stand up",,,10981,6,,,,2381,,,0,1,,rs-en,review_after_translation
6476,7th to 9th months: Begins to understand the meaning of the word NO,,,10986,6,,,,2381,,,0,1,,rs-en,review_after_translation
6481,7th to 9th months: Begins to communicate with movements,,,10991,6,,,,2381,,,0,1,,rs-en,review_after_translation
6486,"7th to 9th months: Lifts himself up to a crawling position, some children are already crawling",,,10996,6,,,,2381,,,0,1,,rs-en,review_after_translation
6496,7th to 9th months: Follows the falling object and looks for the hidden object,,,11001,6,,,,2381,,,0,1,,rs-en,review_after_translation
6501,"7th to 9th months: Smoothly transfers objects from hand to hand, shakes them",,,11006,6,,,,2381,,,0,1,,rs-en,review_after_translation
6506,7th to 9th months: Gets upset when the parent leaves the room and relaxes when the parent returns,,,11011,6,,,,2381,,,0,1,,rs-en,review_after_translation
6521,10th to 12th months: Imitates and uses gestures,,,11016,6,,,,2381,,,0,1,,rs-en,review_after_translation
6526,10th to 12th months: Shows shyness and nervousness in communicating with strangers,,,11021,6,,,,2381,,,0,1,,rs-en,review_after_translation
6531,"10th to 12th months: Repeats syllables, and some children can already say words with the meaning",,,11026,6,,,,2381,,,0,1,,rs-en,review_after_translation
6536,"10th to 12th months: Picks small objects with her fingers, feeds with her fingers",,,11031,6,,,,2381,,,0,1,,rs-en,review_after_translation
6541,10th to 12th months: Understands a brief instruction or order,,,11036,6,,,,2381,,,0,1,,rs-en,review_after_translation
6546,"10th to 12th months: Understands her name, names of familiar persons, objects from her environment",,,11041,6,,,,2381,,,0,1,,rs-en,review_after_translation
6551,10th to 12th months: Spontaneously seeks to share interests and pleasures with adults,,,11046,6,,,,2381,,,0,1,,rs-en,review_after_translation
6556,10th to 12th months: Stands up by holding onto to the furniture and starts walking next to it,,,11051,6,,,,2381,,,0,1,,rs-en,review_after_translation
6561,"10th to 12th months: Curiously examines toys, shakes them, bangs, throws, pays attention to details",,,11056,6,,,,2381,,,0,1,,rs-en,review_after_translation
6571,13th to 18th months: Understands and executes simple orders,,,11066,6,,,,2381,,,0,1,,rs-en,review_after_translation
6576,"13th to 18th months: Plays Pretend games, Pretend play appears",,,11071,6,,,,2381,,,0,1,,rs-en,review_after_translation
6581,13th to 18th months: Looks forward to joint activities,,,11076,6,,,,2381,,,0,1,,rs-en,review_after_translation
6586,13th to 18th months: Puts one item into another,,,11081,6,,,,2381,,,0,1,,rs-en,review_after_translation
6591,"13th to 18th months: Stands, moves and walks independently",,,11086,6,,,,2381,,,0,1,,rs-en,review_after_translation
6596,"13th to 18th months: In communication, uses gestures for better mutual understanding",,,11091,6,,,,2381,,,0,1,,rs-en,review_after_translation
6601,13th to 18th months: Knows how to use items for everyday use,,,11096,6,,,,2381,,,0,1,,rs-en,review_after_translation
6606,13th to 18th months: Scribbles independently with a pencil or crayons on paper,,,11101,6,,,,2381,,,0,1,,rs-en,review_after_translation
6616,19 to 24th months: Associates sounds with animals,,,11111,6,,,,2381,,,0,1,,rs-en,review_after_translation
6621,"19th to 24th months: In communication with people, uses a combination of words and gestures",,,11116,6,,,,2381,,,0,1,,rs-en,review_after_translation
6626,19th to 24th months: Can go up and down the stairs,,,11121,6,,,,2381,,,0,1,,rs-en,review_after_translation
6631,19th to 24th months: Play simple pretending games,,,11126,6,,,,2381,,,0,1,,rs-en,review_after_translation
6636,19th to 24th months: Plays side by side with other children,,,11156,6,,,,2381,,,0,1,,rs-en,review_after_translation
6641,19th to 24th months: Imitates the behaviour of adults and older children,,,11161,6,,,,2381,,,0,1,,rs-en,review_after_translation
6646,"19th to 24th months: Can stand on his toes, run, jump, kick the ball",,,11166,6,,,,2381,,,0,1,,rs-en,review_after_translation
6656,19th to 24th months: Uses toys purposefully,,,11171,6,,,,2381,,,0,1,,rs-en,review_after_translation
6661,19th to 24th months: Scribbles independently on paper,,,11176,6,,,,2381,,,0,1,,rs-en,review_after_translation
6666,19th to 24th months: Uses one hand more,,,11181,6,,,,2381,,,0,1,,rs-en,review_after_translation
6796,25th to 36th months: Finds it easier to separate from parents,,,11186,6,,,,,,,0,1,,rs-en,review_after_translation
6801,25th to 36th months: Understands complex words,,,11191,6,,,,,,,0,1,,rs-en,review_after_translation
6806,25th to 36th months: Turns pages of picture books by himself,,,11196,6,,,,,,,0,1,,rs-en,review_after_translation
6811,25th to 36th months: Climbs up and down stairs,,,11201,6,,,,,,,0,1,,rs-en,review_after_translation
6816,25th to 36th months: Can say a sentence of 2 to 3 words,,,11206,6,,,,,,,0,1,,rs-en,review_after_translation
6821,"25th to 36th months: Shows a wide range of emotions, recognizes emotions in others",,,11231,6,,,,,,,0,1,,rs-en,review_after_translation
6826,"25th to 36th months: Copies circles with a pencil, wooden or wax crayon",,,11216,6,,,,,,,0,1,,rs-en,review_after_translation
6831,25th to 36th months: Develops a complex play and involves others in it,,,11221,6,,,,,,,0,1,,rs-en,review_after_translation
6836,25th to 36th months: Follows the instructions that contain two or three orders,,,11226,6,,,,,,,0,1,,rs-en,review_after_translation
6841,"3rd and 4th months: Keeps head upright, without head support",,,10926,6,,,,,,,0,1,,rs-en,review_after_translation
6846,10th to 12th months: Puts things in a box and takes them out of it,,,11061,6,,,,,,,0,1,,rs-en,review_after_translation
6851,13th to 18th months: Pronounces words with meaning,,,11106,6,,,,,,,0,1,,rs-en,review_after_translation
6916,2 months: Shows boredom or cries if activity does not change,,,11676,6,,,,,,,0,1,,rs-en,review_after_translation
6931,25th to 36th months: Likes to play in the company of children,,,11236,6,,,,,,,0,1,,rs-en,review_after_translation
