ID,Title,Body,Child_age,Related_video_articles,Related_activities,Translation_language,Moderation_state
2616,"Odamlarning yuzlarini diqqat bilan kuzatadi","<p>Odamlarning yuzlarini diqqat va sinchkovlik bilan kuzatadi, ko' bilan uzoq aloqa qiladi.</p>",,6386,7186,uz-uz,draft
2621,"O&#039;z hissiyotlarini, g&#039;azablangan yoki xursand bo&#039;lganligini ko&#039;rsatadi","<p>Qoniqqan yoki qoniqmaganligini ma'lum reaktsiyalaridan bilib olsa bo'ladi.</p>",,6381,7646,uz-uz,draft
2626,"Ko&#039;zlari bilan bir tomondan boshqa tomonga harakatlanadigan o&#039;yinchoqni kuzatib boradi","<p>Odamlar uning ko'rish sohasida harakat qilganda, bola harakatlar yo'nalishini kuzatishga harakat qiladi.</p>",,6396,7191,uz-uz,draft
2631,"Chug&#039;urlashni boshlaydi","<p>Ovozini sayqallab a, e, i, o, u unli tovushlarga o'xshash tovushlarni talaffuz qiladi</p>",,6371,7651,uz-uz,draft
2636,"Zinadan yuqoriga chiqadi va pastga tushadiadi","<p>Oyoqlariga galma-gal tayanib zinapoyadan ko'tariladi.</p>",,6811,7416,uz-uz,draft
2641,"O&#039;yin paytida harakat va yuz ifodalarini ifodalashni, shuningdek, tovushlaga taqlid qilishni boshlaydi","<p>Unga murojaat qilganingizda, bolangiz sizning harakatingiz yoki yuz ifodangizni takrorlashga harakat qiladi. U nutq va so'zlashuvga tovushlarni talaffuz qilish bilan javob beradi.</p>",,"3626, 6376",7656,uz-uz,draft
2646,"Qo&#039;l-ko&#039;zni muvofiqlashtirishni muvofiqlashtiradi","<p>Qo'l-ko'zni muvofiqlashtirish qobiliyati oshadi, masalan, bolangiz ko'rib turgan ob'ektga erishishga harakat qiladi.</p>",,6406,7661,uz-uz,draft
2651,"Grifel yoki mumli qalamlar yordamida aylanalar chizadi","<p>Grifel yoki mumli qalamlar yordamida aylanalar chizadi.</p>",,6826,7411,uz-uz,draft
2656,"Bir qo&#039;li bilan o&#039;yinchoqqa cho&#039;ziladi, uni o&#039;rganadi, silkitadi va irg&#039;itadi","<p>U biron jismga cho'ziladi va bosh barmog'ini ishlatmay, kaftlarining tashqi tomoni bilan ushlaydi. U jismni silkitib, urib yoki og'ziga solib boshqaradi.</p>",,6391,7196,uz-uz,draft
2666,"Qo&#039;llarini og&#039;ziga soladi","<p>U tez-tez qo'llarini og'ziga soladi. Shuningdek, u boshqa narsalarni ham og'ziga solib o'rganadi.</p>",,6366,7201,uz-uz,draft
2671,"Boshni tik holda ushlab turadi, boshni qo&#039;llab-quvvatlamaydi","<p>Yarim o'tirgan holatda u boshini tekis va tik tuta oladi.</p>",,6841,7666,uz-uz,draft
2676,"Yotgan holatida bilakchalariga mahkam suyanib, tirsaklari bilan yuqoriga qarab itariladi","<p>Qornida yotganida tirsaklariga suyanib elkalari va boshini ko'taradi.</p>",,,7716,uz-uz,draft
2681,"Noodatiy o&#039;yinni boshlaydi va boshqalarni bu o&#039;yinga jalb qiladi","<p>Ko'pgina o'ylab topilgan elementlardan tarkib topgan rolli, ijodiy o'yinlarni yaxshi ko'radi. Ba'zida haqiqiy va o'ylab topilgan narsalarr chalkashib ketadi</p>",,6831,7401,uz-uz,draft
2686,"Qo&#039;shiqlardan parchalar kuylaydi","<p>Qo'shiqlardan parchalar kuylaydi.</p>",,,7396,uz-uz,draft
2691,"Chap va o&#039;ng tomonlardan qornidan orqaga va orqadan qorniga ag&#039;dariladi","<p>U istagan tomoniga aylanishi va ag'darilishi mumkin (chap va o'ng tomonlardan), qornidan orqaga va orqadan qorniga.</p>",,6426,7206,uz-uz,draft
2696,"Ozgina yordam bilan o&#039;tira oladi","<p>Biror narsaga suyanib yoki uni ushlab o'tiradi va oz muddat o'tirgan holatini saqlay oladi.</p>",,,7671,uz-uz,draft
2701,"2 dan 3 tagacha so&#039;zlardan iborat bo&#039;lgan jumlalarni ayta oladi","<p>2-3 so'zdan iborat jumlalar tuzishi va oila a'zolari uni tushunishi uchun yetarlicha aniq aytishi mumkin.</p>",,6816,7391,uz-uz,draft
2706,"Vertikal holatda ushlab turilsa, u qisqa vaqt ichida oyoqlariga suyanib o&#039;z vaznini ko&#039;tarishi mumkin","<p>Bolangizni polga vertikal ravishda tik tutganingizda, u polga suyanadi yoki huddi sakrayotganday harakatlar qiladi.</p>",,,7836,uz-uz,draft
2711,"O&#039;z ismi, yoshi va jinsini ayta oladi","<p>O'z ismi, yoshi va jinsini ayta oladi</p>",,,7386,uz-uz,draft
2716,"Narsalarni og&#039;ziga solgan holda o&#039;rganadi.","<p>U qo'li yetgan hamma narsani og'ziga soladi, hatto oyoqlarini ham og'ziga olib keladi.</p>",,6436,7711,uz-uz,draft
2721,"Bir qo&#039;li bilan uzoqda turgan narsalarga cho&#039;ziladi, ushlab olganida ularni bir qo&#039;lidan ikkinchisiga uzata oladi","<p>U hali ham bir qo'li bilan narsalarga intiladi, boshqa barmoqlarini ishlatmagan holda katta va ko'rsatkich barmoqlari, kaftining tashqi tomonidan foydalanib bir qo'lidan ikkinchisiga uzatib boshqaradi.</p>",,6431,7676,uz-uz,draft
2726,"Murakkab so&#039;zlarni tushunadi","<p>""O'xshash"" va ""har xil"", ""oson"" va ""qiyin"", ""yaxshi"" va ""yomon"", ""kichik"" va ""katta"" kabi atamalarni tushunadi.</p>",,6801,7816,uz-uz,draft
2731,"Tovushli ovozga a, e, u unli tovushlarini birlashtirib javob beradi","<p>Kimdir unga murojaat qilganda, gapirganda, qo'shiq aytganida, o'qiganda bola o'zicha javob qaytaradi.</p>",,6421,7211,uz-uz,draft
2736,"Noroziligi yoki quvonchini baland ovoz bilan ifoda etadi","<p>U yoqimsiz his-tuyg'ularni ifodalash uchun yig'laydi yoki baland ovoz bilan norozilik bildiradi, va zavqini ifoda etish uchun baland ovozda kuladi.</p>",,6411,7746,uz-uz,draft
2741,"&quot;Meniki, seniki, uniki&quot; kabi so&#039;zlarning ma&#039;nosini tushunadi, old ko&#039;makchi va olmoshlardan foydalanadi","<p>""Men"", ""siz"", ""biz"" kabi so'zlarni talaffuz qiladi va ayrim so'zlarning ko'plik shakllarini biladi - ""itlar"", ""mushuklar"".</p>",,,7811,uz-uz,draft
2746,"Bola o&#039;yin vaqti kelganini anglaganida zavqlanadi","<p>U tanish odamlar, va ayniqsa, ota-onasi bilan o'ynaganida yoki muloqotda bo'lganida quvonadi, baxtli ko'rinadi va zavqlanadi.</p>",,6441,7841,uz-uz,draft
2751,"Ikki yoki uchta ko&#039;rsatmali topshiriqlarni bajaradi","<p>O'zaro bog'langan bir nechta og'zaki ko'rsatmalarni bajara oladi (""qo'g'irchoqni qoldir va stulga o'tir"", ""kurtkangni yechib, shippagingni kiy"").</p>",,6836,7381,uz-uz,draft
2756,"Hissiyotlarning keng doirasini namoyish etadi, birovlarning his-tuyg&#039;ularini ajrata oladi","<p>G'azab, qo'rquv, aybdorlik, uyat hislarini namoyon qiladi va hamdardlik ko'rsata boshlaydi, chunki u boshqalarning his-tuyg'ularini anglaydi (masalan, u yig'layotgan do'stiga quchoqlab taskin bermoqchi).</p>",,6821,7376,uz-uz,draft
2761,"Oila a&#039;zolarini taniydi va ularni begonalardan ajrata oladi. Kichkintoy begonalardan qo&#039;rqishi mumkin.","<p>Oila a'zolarini taniydi va ularni begonalardan ajratib turadi. Kichkintoy begonalardan qo'rqishi mumkin. U tanish odamlarni ko'rib xursand bo'ladi, ularga kuladi, tanish va notanish odamlarga turlicha javob beradi.</p>",,,7216,uz-uz,draft
2766,"Bolalar davrasida o&#039;ynashni yaxshi ko&#039;radi","<p>O'yin endi shunchaki yonma-yon emas, balki murakkabroq elementlarga, tasavvurga va o'yinqaroqlikka ega.</p>",,6931,7371,uz-uz,draft
2771,"Ota-onasi xonadan chiqqanda xafa bo&#039;ladi va ular qaytib kelganlarida tinchlanadi.","<p>Ota-onasi xonadan chiqqanda xafa bo'ladi va ular qaytib kelganlarida tinchlanadi. Ota yoki onasi undan uzoqlashganida xavotirlik belgilarini namoyon qiladi. Ota-onasi yoki yaqin kishilari qaytib kelganida xursand bo'ladi.</p>",,6506,7681,uz-uz,draft
2776,"O&#039;z ismini eshitganida munosabat bildiradi","<p>O'z ismini eshitganida munosabat bildiradi. Birov uning ismini aytib chaqirganida, aynan unga murojaat qilinayotganligini biladi.</p>",,6446,7221,uz-uz,draft
2781,"Ota-onasidan osonroq ajraladi","<p>Ajralishga munosabati sustroq, ota-onasi undan bir muddatga uzoqlashganlarida yonidagi boshqa odamlarga ishonchi ortib, tez ovunadi.</p>",,6796,7366,uz-uz,draft
2786,"&quot;Yo&#039;q&quot; so&#039;zining ma&#039;nosini tushuna boshlaydi.","<p>""Yo'q"" so'zining ma'nosini tushuna boshlaydi. Bu so'zni eshitgach, u o'z faoliyatini to'xtatib, noroziligini namoyon qiladi.</p>",,6476,7226,uz-uz,draft
2791,"Chug&#039;urlaydi, so&#039;zlardagi bo&#039;g&#039;imlarni jamlab, turli xil tovushlarni talaffuz qiladi","<p>Chug'urlaydi, so'zlardagi bo'g'imlarni jamlab, turli xil tovushlarni talaffuz qiladi. U tovushlarning bir nechta birikmalaridan va turli xil undosh va unli tovush juftlaridan foydalanadi, kattalar talaffuz qiladigan tovushlarni takrorlashga yoki taqlid qilishga harakat qiladi.</p>",,6451,7231,uz-uz,draft
2796,"Zinadan yuqoriga ko&#039;tarilishi va pastga tushishi mumkin","<p>Biror bir tirgak vositasida zinapoyadan yuqoriga chiqishi va pastga tushishi mumkin, ozgina yordam bilan qo'llab-quvvatlash bilan Zinadan ko'tarilishga yoki ozgina yordam bilan pastga tushishga qodir.</p>",,6626,7361,uz-uz,draft
2801,"Harakatlar vositasida aloqa qilishni boshlaydi.","<p>Harakatlar vositasida aloqa qilishni boshlaydi. Istagan jism, buyumi qo'li bilan ko'rsatib, ""yo'q"" ma'nosida boshini chayqatgan holda noverbal tarzda muloqotga kirishadi.</p>",,6481,7686,uz-uz,draft
2806,"Yiqilayotgan ob&#039;ektni kuzatadi va yashirilgan buyumni qidiradi","<p>Yiqilayotgan ob'ektni kuzatadi va yashirilgan buyumni qidiradi. Agar buyum chashka yoki adyol ostida yashiringan bo'lsa, bola uni topishga harakat qiladi. Agar buyum yiqilayotgan bo'lsa yoki ona tashlasa, chaqaloq tashlangan buyumni ko'zlari bilan qidiradi.</p>",,6496,7691,uz-uz,draft
2811,"Oyoq uchida turishi, yugurishi, sakrashi, to&#039;pni tepishi mumkin","<p>Oyoq uchida turishi, yugurishi, sakrashi, to'pni tepishi yoki boshidan oshirib yuborishi mumkin.</p>",,6646,7321,uz-uz,draft
2816,"Bir qo&#039;lini ikkinchisidan ko&#039;ra ko&#039;proq ishlatadi","<p>Bir qo'lini ko'proq ishlata oladi - chapini yoki o'ngini.</p>",,6666,7356,uz-uz,draft
2821,"Mustaqil tarzda qog&#039;ozga qing&#039;ir-qiyshiq chizgilar chizadi","<p>U qalamni ushlab, qing'ir-qiyshiq chizgilar, chiziq va aylanalarni o'xshatib chiza oladi.</p>",,6661,7806,uz-uz,draft
2826,"Hali ham og&#039;ziga narsalar soladi","<p>Hali ham og'ziga narsalar soladi. Bola buyumlarni og'ziga solish orqali o'rganadi.</p>",,6456,7236,uz-uz,draft
2831,"U buyumlarni guruhlashtira oladi, masalan, hamma hayvonlarni bir guruhga, paypoqlarni boshqa guruhga","<p>U hayvonlarni bir guruhga, paypoqlarni boshqa guruhga ajrata oladi.</p>",,,7751,uz-uz,draft
2836,"Buyumlarni qo&#039;ldan qo&#039;lga mayinlik bilan o&#039;tkazadi, ularni silkitadi.","<p>Buyumlarni qo'ldan qo'lga mayinlik bilan o'tkazadi, ularni silkitadi.U buyumlarni chap qo'lidan o'ng qo'liga va aksincha harakatlantirish orqali boshqaradi.</p>",,6501,7696,uz-uz,draft
2841,"Kichik narsalarni to‘playdi","<p>Kichik narsalarni to‘playdi. U bosh va ko'rsatkich barmoqlari yordamida kichik narsalarni teradi. U hali ham buyumni ushlab turish uchun barmoq uchlarini emas, balki butun yuzasini ishlatadi.</p>",,,7846,uz-uz,draft
2846,"O&#039;yinlarda o&#039;yinchoqlardan maqsadli foydalanadi","<p>O'yinchoqlar bilan o'ynay oladi, ularning nima uchun kerakligini va o'yinda qanday ishlatishni biladi.</p>",,6656,7801,uz-uz,draft
2851,"O&#039;zi mustaqil ravishda, tirgaksiz o&#039;tira oladi.","<p>O'zi mustaqil ravishda, tirgaksiz o'tira oladi va o'tirgan holatga kela oladi. Qo'shimcha qollash va yordamsiz o'zi o'tiradi.</p>",,6466,7701,uz-uz,draft
2856,"Emaklayotgan vaqtida tanasini ko&#039;taradi. Ayrim bolalar bemalol emaklashadi.","<p>Emaklash holati darajasigacha tanasini ko'taradi. Ayrim bolalar bemalol emaklashadi. Mustaqil ravishda emaklay oladi. Emaklab oldinga yoki orqaga harakatlanadi.</p>",,6486,7706,uz-uz,draft
2861,"Oddiy &quot;rolli&quot; o&#039;yinlar o&#039;ynang","<p>Oddiy ""rolli"" o'yinlar o'ynaydi, masalan - qo'g'irchoqni ovqatlantiradi, tort yeydi.</p>",,"6631, 3651, 4786",7796,uz-uz,draft
2866,"Itariladi, turishga harakat qiladi","<p>Itariladi, turishga harakat qiladi. Mebelni ushlagan holda turishga harakat qiladi, lekin unga yordam va tayanch kerak.</p>",,"4531, 6471",7241,uz-uz,draft
2871,"Notanish odamlar bilan muloqotda uyatchanlik va asabiylikni namoyish etadi","<p>U notanish odamlar oldida tanish odamlar oldidagiga qaraganda o'zini boshqacha tutadi. xatti-harakatlarni namoyish etadi. U tanimaydigan odamlardan uyaladi (ko'z bilan aloqa qilishdan qochadi, tanish odamlarga yopishib oladi).</p>",,6526,7246,uz-uz,draft
2876,"Bola muloqotining ma&#039;lum bir qismi har kuni uning yonida bo&#039;lmagan odamlarga ham tushunarlidir","<p>U tovushlarni aniqroq talaffuz qilishni boshlaydi, ma'noga ega so'zlarni ko'proq ishlatadi va shuning uchun u bilan muloqot osonlashadi.</p>",,,7346,uz-uz,draft
2881,"Hayvonlar va uning tovushlarini biladi","<p>Ovozni hayvonlar bilan bog'laydi.</p>",,6616,7791,uz-uz,draft
2886,"Ota-onasidan uzoqlashganda yig&#039;laydi","<p>Ota-onadanuzoqlashgandan so'ng tashvish belgilarini yaqqol ko'rsatadi.</p>",,,7251,uz-uz,draft
2891,"Odamlar bilan muloqotda so&#039;z va imo-ishoralardan uyg&#039;unlikda foydalanadi","<p>2 dan 4 ta so'zgacha bo'lgan jumlalar gapiradi, ""Mia istaydi"", ""Emma o'tiradi"" qabilida uchinchi shaxs sifatida gapiradi</p>",,6621,7341,uz-uz,draft
2896,"Sevimli o&#039;yinchog&#039;i bor","<p>Muayyan o'yinchoqni afzal ko'radi, uni qidiradi, o'zi bilan olib yuradi.</p>",,,7726,uz-uz,draft
2901,"Beixtiyor kattalar bilan qiziqishlari va zavqlini baham ko&#039;rishga intiladi","<p>O'zaro o'yinlardan zavqlanadi, ""Men senga buni beraman - sen menga buni berasan"", ""Men qilaman - sen qilasan"" va shu kabilar</p>",,6551,7731,uz-uz,draft
2906,"O&#039;zining ismini, tanish odamlarning ismlarini, atrofdagi narsalarning nomlarini, kundalik harakatlarini va &quot;yo&#039;q&quot; so&#039;zini tushunadi","<p>Ismining chaqirilishiga yoki ""yo'q"" so'ziga muvofiq tarzda munosabat bildiradi.</p>",,6546,7256,uz-uz,draft
2911,"Bo&#039;g&#039;inlarni takrorlaydi, ba&#039;zi bolalar allaqachon so&#039;zlarni ma&#039;nosini tushungan holda gapirishadi","<p>Ko'p turli tovushlarni talaffuz qiladi (maaa, baaa, daaad ...) va ularning ba'zilarini ma'nosini biladigan birinchi tanish so'zlar sifatida ishlatadi (oyi, dada ...).</p>",,6531,7736,uz-uz,draft
2916,"Qisqa ko&#039;rsatma yoki buyruqni tushunadi","<p>Unga ""to'pni olib kel"" yoki ""oyingga ber"" deb aytganingiznida tushunadi.</p>",,6541,7741,uz-uz,draft
2921,"Imo-ishoralarni taqlid qiladi va ishlatadi","<p>U salomlashish uchun ""da-da"" deb ayta oladi, ""yo'q"" deb bosh chayqaydi, o'zi xohlagan narsaga ishora qiladi.</p>",,"3566, 6521",7266,uz-uz,draft
2931,"O&#039;yinchoqlarni qiziqib tomosha qiladi: ularni silkitadi, uradi, uloqtiradi, detallarga e&#039;tibor beradi.","<p>Buyumlarni taraqlatish, bir-biriga urish orqali (stakanni stolga yoki o'yinchoqn boshqa o'yinchoqqa urish) o'rganadi.</p>",,"3586, 6561",7271,uz-uz,draft
2936,"Barmoqlari bilan kichik narsalarni teradi, ovqatlanadi","<p>Yaxshigina ""pinsetli zabt"" ga ega - juda kichik narsalarni bosh va ko'rsatkich barmoqlari bilan olib, ularni boshqarishi mumkin.</p>",,"3571, 6536",7766,uz-uz,draft
2941,"Narsalarni qutiga solib, undan olib chiqadi.","<p>Jismlarni aniqroq boshqarish qobiliyatiga ega. U hatto kichkina narsalarni qutiga yoki shishaga solib, yana olib chiqishi mumkin.</p>",,"4761, 6846",7771,uz-uz,draft
2946,"Boshqa bolalar bilan yonma-yon o&#039;ynaydi","<p>Mustaqil ravishda boshqa bolalarning yonida o'ynaydi, ularga qo'shilishga ehtiyoji yo'q, lekin ularning o'yinlarini buzmaydi, ularni o'yinga asta-sekin jalb qilishi mumkin, masalan, ularga o'yinchog'ini taklif qiladi.</p>",,"6636, 3601",7336,uz-uz,draft
2951,"Mebelni ushlab turiadi, mebel yonida yurishni boshlaydi.","<p>U yordam bilan turishi yoki hatto hech qanday yordamsiz ma'lum vaqt tik turishi mumkin. U mebelni yoki kattalarning qo'lidan yurishga harakat qiladi.</p>",,"3346, 6556",7776,uz-uz,draft
2956,"U katta odamlar va o&#039;zidan kattaroq bolalarning xatti-harakatlariga taqlid qiladi","<p>Kattalarga taqlid qiladi va ularning harakatlarini takrorlaydi, masalan: bolalar aravachasini itaradi, gazeta o'qiydi ...</p>",,"6641, 3566",7331,uz-uz,draft
2961,"Kiyinishga yordam beradi","<p>Uni kiyintirganingizda sizga yordam beradi, qo'lini ko'ylak engidan, oyoqlarini shimining poychasidan o'tkazadi.</p>",,,7276,uz-uz,draft
2966,"Tobora mustaqil bo&#039;lib bormoqda","<p>Ba'zan ko'rsatmalarga qarshilik qiladi, g'azablanadi, boshqalarni boshqarishni xohlaydi, janjallashadi, buyruq beradi, o'z narsalarini himoya qiladi.</p>",,4781,7786,uz-uz,draft
2971,"Tuyg&#039;ularni ifoda eta oladi","<p>Turli xil hislarni ifoda etishi va ko'rsatishi mumkin (qo'rquv, g'azab, rahm-shafqat, aybdorlik, quvonch) .</p>",,"3656, 4731",7781,uz-uz,draft
2976,"Mustaqil ravishda turadi, harakat qiladi va yuradi.","<p>U mustaqil ravishda turli yo'nalishlarda, turli xil tezlikda harakatlanishi yoki turli harakatlarni birlashtirishi mumkin (to'xta va qo'lni silkitish).</p>",,"4841, 4771, 6591",7281,uz-uz,draft
2981,"Oddiy ko&#039;rsatmalarni tushunadi va bajaradi","<p>ko'rsatib berilmagan holda sodda aytilgan ko'rsatmalarga amal qiladi, undan kutilgan narsani bajarishi mumkin.</p>",,"6571, 4776",7326,uz-uz,draft
2986,"So&#039;zlarni ma&#039;noli qilib talaffuz qiladi.","<p>Ota-onasiga murojaat qilishda kamida bitta yoki bir nechta alohida so'zlarni talaffuz qiladi.</p>",,6851,7286,uz-uz,draft
2991,"Hali ham begona odam va vaziyatlardan qo&#039;rqadi","<p>Begona odam bilan muloqotda u qo'rquvni namoyon qiladi, tanish odamni izlaydi yoki ota-onasiga yopishadi.</p>",,"3601, 3646, 346",7291,uz-uz,draft
2996,"Rolli o&#039;yinlarni yoqtiradi","<p>""Rolli"" o'yinlar o'ynaydi. ""Taqlid o'yini"" paydo bo'ladi, bunda bola o'zini choy ichayotganday, qo'g'irchoqni ovqatlantirayotganday ko'rsatadi.</p>",,"6576, 2161, 2141, 4786",7856,uz-uz,draft
3001,"Qog&#039;ozga qalam yoki bo&#039;rchalar bilan mustaqil ravishda chizadi","<p>Qog'ozga qalam, qumda qo'li, loyga tayoq yoki betonga suv bilan qing'ir-qiyshiq chizgilar chizadi.</p>",,"3571, 6606",7296,uz-uz,draft
3006,"Kundalik foydalaniladigan buyumlardan qanday foydalanishni biladi","<p>Qoshiq, tish cho'tkasi, telefon kabi narsalardan foydalanish bo'yicha ko'nikmalarini namoyish etadi.</p>",,"3991, 6601",7316,uz-uz,draft
3011,"Bir buyumni ikkinchisiga joylashtiradi","<p>Biror narsani piyola yoki kosaning ichiga solib, undan olib chiqadi.</p>",,"2116, 1986, 6586",7301,uz-uz,draft
3016,"Muloqotda o&#039;zaro tushunish uchun imo-ishoralardan foydalanadi","<p>U kattalarning imo-ishoralari va so'zlariga taqlid qilishga harakat qiladi. So'rovlarga javoban imo-ishoralardan oqilona foydalanadi (""xayr"" yoki ""yo'q"").</p>",,"6596, 4776",7311,uz-uz,draft
3021,"Birgalikdagi faoliyatni xohlaydi","<p>U mimika, imo-ishoralar va yaqin odamlarning ba'zi harakatlariga taqlid qiladi, ko'rsatkich barmog'i bilan nima qiziqtirayotganligiga ishora qiladi yoki ularni qiziqtirish va o'yinga jalb qilish uchun boshqa odamlarga nimadir taklif qiladi.</p>",,"3646, 6581",7306,uz-uz,draft
