ID,Title,Body,Child_age,Related_articles,Related_video_articles,Related_activities,Translation_language,Moderation_state
2711,"Может назвать свое имя, возраст и пол","<p>Может назвать свое имя, возраст и пол</p>",,,,,ru,review_after_translation
2716,"Исследует вещи, кладя их себе в рот.","<p>Все, до чего дотягивается, кладет в рот, очень часто ко рту подносит и ноги.</p>",,6436,6436,,ru,review_after_translation
2721,"Тянется к вещам, которые находятся вне досягаемости одной рукой, и когда она берет их, она может перекладывать их из одной руки в другую.","<p>Она все еще тянется к предметам одной рукой, но манипулирует ими, перекладывая их из одной руки в другую, используя тыльную часть ладони, большой и указательный пальцы, в то время как другие пальцы остаются неподвижными.</p>",,6431,6431,,ru,review_after_translation
2726,Понимает сложные слова,"<p>Понимает такие термины, как «похожие» и «разные», «простые» и «сложные», «хорошие» и «плохие», «маленькие» и «большие».</p>",,6801,6801,,ru,review_after_translation
2731,"Отзывается на звучащий голос, издавая звуки - слиянием гласных: а, э, у ...","<p>Когда кто-то обращается к нему, разговаривает, поет, читает ему… ребенок отвечает.</p>",,6421,6421,,ru,review_after_translation
2736,Громко выражает неудовлетворенность или радость,"<p>Она/он плачет или громко протестует, чтобы выразить неприятные чувства, и громко смеется, чтобы выразить удовольствие.</p>",,6411,6411,,ru,review_after_translation
2741,"Понимает значение таких слов, как «мой, твой, ее», использует предлоги и местоимения.","<p>Произносит такие слова, как «я», «ты», «мы» и знает формы множественного числа некоторых слов - «собаки», «кошки».</p>",,,,,ru,review_after_translation
2746,"Малыш в восторге, когда понимает, что пора играть","<p>Он/она радуется, выглядит счастливым/ой, любит игры и общение, особенно с родителями и знакомыми.</p>",,6441,6441,,ru,review_after_translation
2751,"Выполняет инструкции, содержащие два или три указания.","<p>Может выполнить несколько связанных между собой устных указаний («оставь куклу и сядь на стул», «сними куртку и надень тапочки»). </p>",,6836,6836,,ru,review_after_translation
2756,"Показывает широкий спектр эмоций, распознает эмоции в других","<p>Проявляет гнев, страх, вину, стыд и начинает проявлять сочувствие, поэтому она/он понимает, что чувствуют другие (например, она/он хочет утешить своего плачущего друга объятием).</p>",,6821,6821,,ru,review_after_translation
2761,Узнает членов семьи и отличает их от посторонних. Малыш может бояться незнакомых.,"<p>Узнает членов семьи и отличает их от посторонних. Малыш может бояться незнакомых. Она рада видеть знакомых, смеется над ними, по-разному реагирует на знакомых и незнакомых людей.</p>",,,,,ru,review_after_translation
2766,Любит играть в компании детей.,"<p>Игра далее не просто параллельна - бок о бок, а она имеет более сложные элементы, воображение и игривость.</p>",,6931,6931,,ru,review_after_translation
2771,"Расстраивается, когда родитель выходит из комнаты, и успокаивается, когда родитель возвращается.","<p>Расстраивается, когда родитель выходит из комнаты, и успокаивается, когда родитель возвращается. Он проявляет признаки беспокойства или начинает плакать, когда родитель выходит из комнаты. Он счастлив, когда возвращается родитель или близкие люди </p>",,6506,6506,,ru,review_after_translation
2776,"Реагирует, когда слышит собственное имя.","<p>Реагирует, когда слышит собственное имя. Она/он начинает узнавать свое имя, когда ее/его кто-то зовет.</p>",,6446,6446,,ru,review_after_translation
2781,Легче разлучается с родителями,"<p>Реакция на разлуку менее напряженная, она/он быстрее успокаивается и учится полагаться на других взрослых, которые находятся рядом, когда родители уходят.</p>",,6796,6796,,ru,review_after_translation
2786,Начинает понимать значение слова «нет».,"<p>Начинает понимать значение слова «нет».  Когда он/она слышит слово, то прекращает деятельность и признает неодобрение.</p>",,6476,6476,,ru,review_after_translation
2791,"Лепечет, складывает слоги и издает много разных звуков","<p>Лепечет, складывает слоги и издает много разных звуков. Она/он использует несколько сочетаний звуков и пар разных согласных и гласных, пытается повторять или имитировать звуки, которые произносят взрослые.</p>",,6451,6451,,ru,review_after_translation
2796,Может подниматься и спускаться по лестнице,<p>Может подниматься и спускаться по лестнице с опорой. Может подниматься по лестнице или спускаться по ней с небольшой помощью.</p>,,6626,6626,,ru,review_after_translation
2801,Начинает общаться движениями.,"<p>Начинает общаться движениями. Он/она общается невербально, указывая рукой на желаемые объекты или качая головой в знак «нет».</p>",,6481,6481,,ru,review_after_translation
2806,Следит за падающим предметом и ищет спрятанный предмет,"<p>Следит за падающим предметом и ищет спрятанный предмет. Если предмет спрятан под чашкой или одеялом, ребенок пытается обнаружить его. Когда предмет падает или мама бросает его, ребенок ищет брошенный предмет глазами.</p>",,6496,6496,,ru,review_after_translation
2811,"Может стоять на носочках, бегать, прыгать, пинать мяч","<p>Может стоять на носочках, бегать, прыгать, пинать мяч и перебрасывать его через голову.</p>",,6646,6646,,ru,review_after_translation
2816,"Использует одну руку больше, чем другую",<p>Начинает пользоваться одной рукой больше - левой или правой.</p>,,6666,6666,,ru,review_after_translation
2821,Самостоятельно рисует каракули на бумаге,"<p>Он/она умеет держать карандаш и рисовать каракули, рисовать или копировать линии и круги.</p>",,6661,6661,,ru,review_after_translation
2826,По-прежнему кладет предметы в рот,"<p>По-прежнему кладет предметы в рот. Малыш исследует предметы, кладя их в рот. </p>",,6456,6456,,ru,review_after_translation
2831,Начинает сортировать и сопоставлять вещи,"<p>Она может соединить, например, животное с животным, носок с носком.</p>",,,,,ru,review_after_translation
2836,"Плавно перекладывает предметы из руки в руку, встряхивает их.","<p>Плавно перекладывает предметы из руки в руку, встряхивает их. Она манипулирует объектами, перемещая их слева направо и наоборот.</p>",,6501,6501,,ru,review_after_translation
2841,Собирает мелкие предметы,"<p>Собирает мелкие предметы. Он поднимает мелкие предметы большим и указательным пальцами. Он по-прежнему использует всю поверхность пальца, а не только кончики пальцев, чтобы удерживать объект.</p>",,,,,ru,review_after_translation
2846,Целенаправленно использует игрушки в играх,"<p>Может играть с игрушками, знает, для чего они и как их использовать в игре.</p>",,6656,6656,,ru,review_after_translation
2851,Может самостоятельно сидеть и сидеть без поддержки.,<p> Может самостоятельно сидеть и сидеть без поддержки. Самостоятельно принимает сидячее положение. Сидит без дополнительной поддержки и помощи.</p>,,6466,6466,,ru,review_after_translation
2856,Поднимается до положения ползания. Некоторые дети уже ползают.,<p>Поднимается до положения ползания. Некоторые дети уже ползают. Он/она может самостоятельно ползать. Он/она движется ползком вперед или назад.</p>,,6486,6486,,ru,review_after_translation
2861,"Играйте в простые ""ролевые"" игры","<p>Например, играет в простые «ролевые игры» - кормит куклу, ест торт.</p>",,"6631, 3651, 4786","6631, 3651, 4786",,ru,review_after_translation
2866,"Отталкивается, пытается встать.","<p>Отталкивается, пытается встать. Она/он пытается подняться, держась за мебель, но ей/ему нужна помощь и поддержка.</p>",,"4531, 6471","4531, 6471",,ru,review_after_translation
2871,Проявляет застенчивость и нервозность в общении с незнакомыми людьми.,"<p>В присутствии незнакомцев он/она ведет себя иначе, чем с людьми, которых он/она знает. Он/она начинает стесняться людей, которых не знает (избегает зрительного контакта, цепляется за знакомых).</p>",,6526,6526,,ru,review_after_translation
2876,"При общении с ребенком также частично его понимают люди, которые не находятся с ним каждый день.","<p>Он/она начинает более четко произносить голосом и использует все больше и больше слов со смыслом, поэтому общение становится проще.</p>",,,,,ru,review_after_translation
2881,Знает животных и их звуки,<p>Ассоциирует звук с животными.</p>,,6616,6616,,ru,review_after_translation
2886,"Плачет, когда разлучается с родителями",<p>Сразу после разлуки с родителями проявляет признаки выраженного беспокойства.</p>,,,,,ru,review_after_translation
2891,В общении с людьми использует сочетание слов и жестов.,"<p>Произносит предложение, состоящее из 2–4 слов, и говорит о себе от третьего лица: «Миа хочет», «Эмма сидит». </p>",,6621,6621,,ru,review_after_translation
2896,Есть любимая игрушка,"<p>Предпочитает определенную игрушку, ищет ее, носит с собой.</p>",,,,,ru,review_after_translation
2901,Спонтанно стремится разделить интересы и удовольствия со взрослыми,"<p>Любит ответные игры: «Я даю тебе - ты отдаешь мне», «Я делаю - ты делаешь» и тому подобное.</p>",,6551,6551,,ru,review_after_translation
2906,"Понимает свое имя, имена знакомых людей, названия предметов из своего окружения, повседневные действия и слово «нет».",<p>Адекватно реагирует на зов его/ее по имени или слово «нет».</p>,,6546,6546,,ru,review_after_translation
2911,"Повторяет слоги, и некоторые дети уже могут произносить слова со значением","<p>Производит множество разных звуков (мааа, бааа, дааад ...) и использует некоторые из них как первые узнаваемые слова, зная их значение (мама, папа ...).</p>",,6531,6531,,ru,review_after_translation
2916,Понимает краткую инструкцию или указания,"<p>Понимает, когда вы говорите ей/ему «принеси мяч» или «отдай маме».</p>",,6541,6541,,ru,review_after_translation
2921,Имитирует и использует жесты,"<p>Он может сказать «па-па» для приветствия, качает головой в знак «нет», указывает на желаемый предмет.</p>",,"3566, 6521","3566, 6521",,ru,review_after_translation
2926,Понимает и следует более чем одной простой инструкции,"<p>Может выполнять один или несколько связанных простых устных запросов, например: «Принеси подушку», «Сядь», «Выбрось в мусорное ведро»…</p>",,,,,ru,review_after_translation
2931,"Любопытно разглядывает игрушки: трясет, стучит, бросает, обращает внимание на детали.","<p>Исследует предметы, стуча или ударяя друг о друга (ударяя чашкой о стол или игрушкой о другую игрушку).</p>",,"3586, 6561","3586, 6561",,ru,review_after_translation
2936,"Собирает мелкие предметы пальцами, кушает пальцами","<p>Имеет лучший ""пинцетный захват "" - может манипулировать очень маленькими объектами, беря их большим и указательным пальцами.</p>",,"3571, 6536","3571, 6536",,ru,review_after_translation
2941,Складывает вещи в коробку и достает из нее.,<p>Имеет возможность более точно манипулировать объектами. Он/она может даже положить небольшие предметы в коробку или бутылку и вынуть их.</p>,,"4761, 6846","4761, 6846",,ru,review_after_translation
2946,Играет бок о бок с другими детьми,"<p>Самостоятельно играет рядом с другими детьми, не обязательно присоединяясь к ним, но не портит им игру, может постепенно вовлечь их в игру, например, предлагая им игрушку.</p>",,"6636, 3601","6636, 3601",,ru,review_after_translation
2951,"Встает, держась за мебель, и идет рядом с ней.","<p>Она/он может стоять с поддержкой или даже какое-то время стоять самостоятельно без поддержки. Она/он пытается двигаться, держась за мебель или за руку взрослого.</p>",,"3346, 6556","3346, 6556",,ru,review_after_translation
2956,Имитирует поведение взрослых и детей постарше,"<p>Подражает взрослым и делает то, что видит у них, например: толкает детскую коляску, читает газету ...</p>",,"6641, 3566","6641, 3566",,ru,review_after_translation
2961,Помогает при одевании,"<p>Сотрудничает, когда вы его одеваете, просовывает руку через рукава и ноги через штанины.</p>",,,,,ru,review_after_translation
2966,Становится все более независимым,"<p>Иногда сопротивляется указаниям, злится, хочет контролировать других, ссорится, приказывает, оберегает свои вещи.</p>",,4781,4781,,ru,review_after_translation
2971,Может выражать чувства,"<p>Может выражать и показывать самые разные чувства: страх, гнев, сострадание, вину, радость.</p>",,"3656, 4731","3656, 4731",,ru,review_after_translation
2976,"Стоит, передвигается и ходит самостоятельно.","<p>Он может независимо двигаться в разных направлениях, с разной скоростью или сочетать разные движения (останавливаться и махать).</p>",,"4841, 4771, 6591","4841, 4771, 6591",,ru,review_after_translation
2981,Понимает и выполняет простые указания,"<p>Следует просто изложенным инструкциям без демонстрации, может выполнять то, что от нее/него ожидается.</p>",,"6571, 4776","6571, 4776",,ru,review_after_translation
2986,Произносит слова со смыслом.,"<p>Обращаясь к родителям, она/он произносит хотя бы одно или несколько отдельных слов.</p>",,6851,6851,,ru,review_after_translation
2991,По-прежнему проявляет страх перед незнакомцами и ситуациями,"<p>На контакт с незнакомцем реагирует страхом, ищет знакомого человека или цепляется за родителя.</p>",,"3601, 3646, 346","3601, 3646, 346",,ru,review_after_translation
2996,Любит играть в ролевые игры,"<p>Играет в ""ролевые игры"". Появляется ""подражательная игра"", она/он делает вид, что пьет чай, кормит куклу и т.д.</p>",,"6576, 2161, 2141, 4786","6576, 2161, 2141, 4786",,ru,review_after_translation
3001,Самостоятельно пишет карандашом или мелками на бумаге,"<p>Любит рисовать карандашом на бумаге, рукой на песке, палкой на грязи или водой на бетоне. </p>",,"3571, 6606","3571, 6606",,ru,review_after_translation
3006,Умеет использовать предметы повседневного обихода,"<p>Демонстрирует знание использования таких предметов, как ложка, зубная щетка, телефон.</p>",,"3991, 6601","3991, 6601",,ru,review_after_translation
3011,Помещает один предмет в другой,<p>Кладет вещи в миску или чашку и вынимает их из нее. </p>,,"2116, 1986, 6586","2116, 1986, 6586",,ru,review_after_translation
3016,В общении использует жесты для лучшего взаимопонимания.,<p>Он/она пытается имитировать жесты взрослых и их слова. Адекватно использует жесты в ответ на запросы («до свидания» или «нет»).</p>,,"6596, 4776","6596, 4776",,ru,review_after_translation
3021,Надеется на совместную деятельность,"<p>Она имитирует мимику, жесты и некоторые действия близких людей, указывает указательным пальцем на то, что ее интересует, или предлагает вещи другим людям, чтобы заинтересовать их и вовлечь в игру.</p>",,"3646, 6581","3646, 6581",,ru,review_after_translation
5861,Больше интересуется книгами,"<p>Интересуется книжками с картинками, может самостоятельно перелистывать страницы книжки в твердом переплете.</p>",,6806,6806,,ru,review_after_translation
6971,Проявляет интерес к игре с другими детьми и взрослыми.,"<p>Ищет тех, с кем можно поиграть, умеет участвовать в игре и учиться во время игры у других детей и взрослых.</p>",,,,,ru,review_after_translation
6976,Любит угождать другим и сотрудничать,<p>Признает чувства других; часто любит делиться с другими; может соблюдать очередь. </p>,,,,,ru,review_after_translation
6981,Пользуется предложениями от 4 до 5 слов,"<p>Составляет предложения, собирая слова вместе так, чтобы они имели смысл, и передавали ее / его идеи.</p>",,,,,ru,review_after_translation
6986,Понимает значение чисел 2 и 3,"<p>По просьбе может выбрать два или три предмета (игрушки, ложки и т.д.) Или посмотреть на группу предметов и сказать, что их два или три.</p>",,,,,ru,review_after_translation
6991,"Понимает термины «похожие» или «подобные» и «разные» и может группировать вещи разными способами (например, по цвету или размеру).","<p>Например, ребенок может рассказывать о животных, которые имеют мех и тех, у кого перья; ребенок, рассматривая книгу может указать на одну вещь, которая отличается от других (например, единственный мальчик, держащий мяч).</p>",,,,,ru,review_after_translation
6996,"Знает основные различия между реальными, придуманными и воображаемыми вещами.","<p>Придумывает историю о несуществующем персонаже или знает, что животные не могут разговаривать в реальной жизни.</p>",,,,,ru,review_after_translation
7001,"Рассказывает о событиях, которые происходят в ее / его жизни","<p>Может рассказать о дне рождения, который прошел на прошлой неделе, или описать поездку с семьей.</p>",,,,,ru,published
7006,"Поет песни или рассказывает истории, которые выучил наизусть","<p>Думает о сказке или песне, которую слышал в прошлом, и пытается запомнить слова.</p>",,,,,ru,review_after_translation
7011,"Может написать некоторые буквы алфавита или же после показа ей/ему другого изображения, может попытаться копировать его.","<p>Глядя на буквы или изображения предметов пытается скопировать их, нарисовать, даже если они могут выглядеть неточно.</p>",,,,,ru,review_after_translation
7016,Точнее использует пальцы и руки,"<p>Обладает хорошими навыками пользования ножницами; строит башни (например, из 8 и более больших блоков). </p>",,,,,ru,review_after_translation
7021,Играет по правилам в простые игры,"<p>Соблюдает простые правила игры, ждет своей очереди. </p>",,,,,ru,review_after_translation
7026,"Легко и умело ходит, бегает, прыгает, бросает и отбивает большие и маленькие мячи.","<p>Умело владеет телом (например, при наличии - катается на самокате или велосипеде, на роликовых коньках и т.д.).</p>",,,,,ru,review_after_translation
7031,Более умело управляет телом во многих видах деятельности,"<p>Стоит на одной ноге, прыгает, качается, лазает. Если есть возможность, ездит на велосипеде или самокате и умело управляет мячом, используя только свои руки и ноги.</p>",,,,,ru,review_after_translation
7036,Точно изображает человеческое тело и простые фигуры,"<p>Рисует человеческую фигуру с ее внешними частями; умеет рисовать круг, треугольник и другие геометрические фигуры. </p>",,,,,ru,review_after_translation
7041,"Строит предложения из пяти или более слов; в разговоре использует слова, чтобы сказать о будущем.","<p>Использует слова вместе, чтобы выразить свои идеи; может сказать, что «будет» или «может» случиться в будущем.</p>",,,,,ru,review_after_translation
7046,Может рассказать историю или пересказать часть истории,"<p>Самостоятельно пересказывает основные идеи рассказа или любимую часть рассказа, может как взрослый предполагать.</p>",,,,,ru,review_after_translation
7051,Может назвать свое имя и адрес,"<p>Если спросят, то может рассказать основную информацию о себе. </p>",,,,,ru,review_after_translation
7056,Может считать до десяти и без ошибок посчитать десять предметов,"<p>Может также называть порядковые числительные «первый, второй» до 10, считать дни недели и месяцы.</p>",,,,,ru,review_after_translation
7061,Правильно называет не менее четырех цветов,"<p>Распознает цвета, такие как фиолетовый и оранжевый, а не только красный, желтый, синий.</p>",,,,,ru,review_after_translation
7066,"Понимает такие понятия времени, как до и после","<p>Объясняет, что произошло до и после события; может разместить времена года по порядку (например, лето после весны). </p>",,,,,ru,review_after_translation
7071,"Может объяснить, как используются предметы повседневного обихода","<p>Объясняет, как в повседневной жизни используются такие вещи, как телефон или деньги.</p>",,,,,ru,review_after_translation
7076,Предпочитает принимать участие в творческих видах деятельности,"<p>Принимает участие в таких творческих видах деятельности, как пение и танцы, рисование, лепка из глины или других материалов и другие творческие занятия.</p>",,,,,ru,review_after_translation
7081,Использует навыки для самостоятельного участия в повседневных делах и общественной деятельности,"<p>Может самостоятельно одеваться и раздеваться, пользуется ложкой и вилкой, самостоятельно пользуется туалетом и моет руки. Может расстаться с родителями и участвовать в самостоятельной общественной деятельности. </p>",,,,,ru,review_after_translation
7086,"Ловок в разных видах деятельности, требующих высоких физических навыков.","<p>Умеет стоять на одной ноге, точно ударяет по мячу, попадает мячом в цель и т. д. </p>",,,,,ru,review_after_translation
7091,"Умеет создавать сложные образы, буквы и подробные рисунки.","<p>Может добавить реалистичные детали в рисунок, создает более сложные картинки, умело использует материалы для рисования и раскрашивания, если есть возможность. </p>",,,,,ru,review_after_translation
7096,Говорит сложными предложениями,"<p>Предложения становятся все более сложными. Например, ребенок правильно использует настоящее, прошедшее и будущее время.</p>",,,,,ru,review_after_translation
7101,Распознает буквы алфавита и обладает некоторыми навыками чтения,"<p>Может распознавать большинство букв алфавита и читать простые повседневные слова и слоги, такие как магазин, книга, ма-ма, да-да и т.д. </p>",,,,,ru,review_after_translation
7106,Пересказывает историю полностью,"<p>Ребенку удается совершенно самостоятельно и точно пересказать сюжет определенного рассказа, правильно расположив события в хронологическом порядке, событие, в котором он участвовал, или телешоу.</p>",,,,,ru,review_after_translation
7111,"Она/он знает свое имя и фамилию, возраст и домашний адрес","<p>Он / она знает основную информацию о себе и когда спрашивают, то может назвать их.</p>",,,,,ru,review_after_translation
7116,"Понимает, что происходит в разное время и как проходит время","<p>Понимает течение времени, понимает, что происходит утром, в полдень и вечером, может спланировать некоторые действия.</p>",,,,,ru,review_after_translation
7121,Соблюдает правила игры и иногда имеет идеи для новых правил.,"<p>Он / она понимает установленные правила (например, Правила игры), но иногда он / она хочет добавить что-то новое, другое. </p>",,,,,ru,review_after_translation
7126,Показывает признаки принятия на себя ответственности,"<p>Например, он начинает заботиться о своих вещах.</p>",,,,,ru,review_after_translation
7131,Демонстрирует понимание разницы между реальным и подражанием или вымышленным,"<p>Он / она только с своем воображении придумывает истории, события, персонажей, художественно представляя, описывает и приписывает им свойства, которые не являются реалистичными. Делая это, он / она получает удовольствие, осознавая, что в мире воображения возможно все. </p>",,,,,ru,published
7136,Понимает идеи и потребности других людей,"<p>Вот почему он / она уделяет больше внимания тому, что хотят или предлагают другие, и хочет встречаться с ними - он / она больше сотрудничает с друзьями и совершает работу в команде.</p>",,,,,ru,review_after_translation
