ID,ID_C,Title,Body,Moderation_state
3161,23028,More about growth 10 - 12 months - typical growth for the age,"Bravo! Your child grows in length/height in line or slightly above the range expected for his age and gender. Continue to follow the recommendations of good practice in nutrition, physical activity and sleep and monitor your child's growth.",archive
3166,23029,More about growth 13 - 24 months - typical growth for the age,"Bravo! Your child grows in length/height in line or slightly above the range expected for his age and gender. Continue to follow the recommendations of good practice in nutrition, physical activity and sleep and monitor your child's growth.",archive
3171,23030,More about growth 25 - 72 months - typical growth for the age,"Bravo! Your child grows in length / height in line or slightly above the range expected for his age and gender. Continue to follow the recommendations of good practice in nutrition, physical activity and sleep and monitor your child's growth.",archive
3176,23031,More about growth in the first 6 months - moderate growth delay,"Attention! Your child’s growth in length/height is slow and is now moderately delayed. Consider whether any of the long term possible causes contributed to it: chronic malnutrition, chronic disease, endocrine disorder, etc. Be sure to schedule an appointment with a pediatrician for additional examination, obtaining additional recommendations and determining the dynamics of further monitoring of growth.",archive
3181,23032,More about growth 7 - 9 months - moderate growth delay,"Attention! Your child’s growth in length / height is slow and is now moderately delayed. Consider whether any of the long term possible causes contributed to it: chronic malnutrition, chronic disease, endocrine disorder, etc. Be sure to schedule an appointment with a paediatrician for additional examination, obtaining additional recommendations and determining the dynamics of further monitoring of growth.",archive
3186,23033,More about growth 10 - 12 months - moderate growth delay,"Attention! Your child’s growth in length/height is slow and is now moderately delayed. Consider whether any of the long term possible causes contributed to it: chronic malnutrition, chronic disease, endocrine disorder, etc. Be sure to schedule an appointment with a paediatrician for additional examination, obtaining additional recommendations and determining the dynamics of further monitoring of growth.",archive
3191,23034,More about growth 13 - 24 months - moderate growth delay,"Attention! Your child’s growth in length/height is slow and is now moderately delayed. Consider whether any of the long term possible causes contributed to it: chronic malnutrition, chronic disease, endocrine disorder, etc. Be sure to schedule an appointment with a paediatrician for additional examination, obtaining additional recommendations and determining the dynamics of further monitoring of growth.",archive
3196,23035,More about growth 25 - 60 months - moderate growth delay,"Attention! Your child’s growth in length/height is slow and is now moderately delayed. Consider whether any of the long term possible causes contributed to it: chronic malnutrition, chronic disease, endocrine disorder, etc. Be sure to schedule an appointment with a paediatrician for additional examination, obtaining additional recommendations and determining the dynamics of further monitoring of growth.",archive
3201,23036,More about growth in the first 6 months - severe growth delay,"Urgently! Your child’s growth in length / height is severely delayed. Make an urgent appointment with a paediatrician for additional examination, obtaining appropriate treatment and determining the dynamics of further growth monitoring!",archive
3206,23037,More about growth 7 - 9 months - severe growth delay,"Urgently! Your child’s growth in length/height is severely delayed. Make an urgent appointment with a paediatrician for additional examination, obtaining appropriate treatment and determining the dynamics of further growth monitoring!",archive
3211,23038,More about growth 10 - 12 months - severe growth delay,"Urgently! Your child’s growth in length/height is severely delayed. Make an urgent appointment with a paediatrician for additional examination, obtaining appropriate treatment and determining the dynamics of further growth monitoring!",archive
3216,23039,More about growth 13 - 24 months - severe growth delay,"Urgently! Your child’s growth in length/height is severely delayed. Make an urgent appointment with a paediatrician for additional examination, obtaining appropriate treatment and determining the dynamics of further growth monitoring!",archive
3221,23040,More about growth 25 - 60 months - severe growth delay,"Urgently! Your child’s growth in length/height is severely delayed. Make an urgent appointment with a paediatrician for additional examination, obtaining appropriate treatment and determining the dynamics of further growth monitoring!",archive
3226,23041,More about growth in the first 6 months- above average length,"Your child has grown to a height well above the normal range for his age and gender. It is probably the result of his genetic potential, but still talk about it with the paediatrician. Continue to follow the adopted recommendations and monitor your child's growth at regular intervals.",archive
3231,23042,More about growth 7 - 9 months - above average length/height for age,"Your child has grown to a height well above the normal range for his age and gender. It is probably the result of his genetic potential, but still talk about it with the paediatrician. Continue to follow the adopted recommendations and monitor your child's growth at regular intervals.",archive
3236,23043,More about growth 10 - 12 months - above average length/height for age,"Your child has grown to a height well above the normal range for his age and gender. It is probably the result of his genetic potential, but still talk about it with the paediatrician. Continue to follow the adopted recommendations and monitor your child's growth at regular intervals.",archive
3241,23044,More about growth 13 - 24 months - above average length/height for age,"Your child has grown to a height well above the normal range for his age and gender. It is probably the result of his genetic potential, but still talk about it with the paediatrician. Continue to follow the adopted recommendations and monitor your child's growth at regular intervals.",archive
3246,23045,More about growth 25 - 60 months - above average length/height for age,"Your child has grown to a height well above the normal range for his age and gender. It is probably the result of his genetic potential, but still talk about it with the paediatrician. Continue to follow the adopted recommendations and monitor your child's growth at regular intervals.",archive
