ID,Title,Body,Child_age,Growth_type,Standard_deviation,Related_articles,Mandatory_content,Moderation_state,Translation_language
23017,Повече за растежа през първите 7-9 месеца - наднормено тегло,"Внимание! Вашето дете е с умерено наднормено тегло спрямо ръста си. Това наднормено тегло може да застраши здравето му, така че помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредственото околна среда и др. Не забравяйте да си уговорите среща с педиатър, за да получите допълнителни препоръки и да определите динамиката на проследяване на растежа на детето си. ",7-9 months,Height for weight,between +2 and +3SD,"3406, 3351, 3346, 3376",1,published,
23018,Повече за растежа през първите 10-12 месеца - наднормено тегло,"Внимание! Вашето дете е с умерено наднормено тегло спрямо ръста си. Това наднормено тегло може да застраши здравето му, така че помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредственото околна среда и др. Не забравяйте да си уговорите среща с педиатър, за да получите допълнителни препоръки и да определите динамиката на проследяване на растежа на детето си. ",10-12 months,Height for weight,between +2 and +3SD,"3411, 3356, 3346, 3376",1,published,
23019,Повече за растежа през първите 13-24 месеца - наднормено тегло,"Внимание! Вашето дете е с умерено наднормено тегло спрямо ръста си. Това наднормено тегло може да застраши здравето му, така че помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредственото околна среда и др. Не забравяйте да си уговорите среща с педиатър, за да получите допълнителни препоръки и да определите динамиката на проследяване на растежа на детето си. ","13-18 months, 19-24 months",Height for weight,between +2 and +3SD,"3391, 3386, 3361, 3381",1,published,
23020,Повече за растежа през първите 25-60 месеца - наднормено тегло,"Внимание! Вашето дете е с умерено наднормено тегло спрямо ръста си. Това наднормено тегло може да застраши здравето му, така че помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредственото околна среда и др. Не забравяйте да си уговорите среща с педиатър, за да получите допълнителни препоръки и да определите динамиката на проследяване на растежа на детето си. ","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,between +2 and +3SD,"3396, 5891, 3366, 3381",1,published,
23021,Повече за растежа през първите 6 месеца - затлъстяване,"Няма наличен риск от наднормено тегло за  0-6-месечно бебе, което е изключително кърмено. Доказано е и научно потвърдено, че кърменето, особено продължително - поне 12 месеца, предпазва детето от затлъстяване по-късно през детство и зряла възраст.
За бебета на изкуствено хранене винаги съществува опасност от наднормено тегло. За бебета с наднормено тегло или затлъстяване, съветът от лекаря на бебето може да бъде полезен. Никога не пропускайте хранене на бебето, в опит да предизвикате загуба на тегло. За да растат и се развиват както трябва, бебетата се нуждаят от правилно хранене, изключително кърмене през първите 6 месеца от живота. За бебета, хранени с мляко за кърмачета, не забравяйте да следвате инструкциите за правилна подготовка на дозите (точното количество вода и прах) и да следвате инструкциите за броя на дозите на ден. ","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,above +3SD,"3401, 3341, 3346, 3376",1,published,
23022,Повече за растежа през първите 7-9 месеца - затлъстяване,"Спешно внимание! Вашето дете е със затлъстяване, т.е. има сериозно наднормено тегло за своя ръст. Това тегло може сериозно да застраши здравето на вашето дете. Помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредствената среда и т.н. Планирайте посещение на педиатър за преглед и допълнителна диагностика, както и за определяне на динамиката на по-нататъшно проследяване на растежа!",7-9 months,Height for weight,above +3SD,"3406, 3351, 3346, 3376",1,published,
23023,Повече за растежа през първите 10-12 месеца - затлъстяване,"Спешно внимание! Вашето дете е със затлъстяване, т.е. има сериозно наднормено тегло за своя ръст. Това тегло може сериозно да застраши здравето на вашето дете. Помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредствената среда и т.н. Планирайте посещение на педиатър за преглед и допълнителна диагностика, както и за определяне на динамиката на по-нататъшно проследяване на растежа!",10-12 months,Height for weight,above +3SD,"3411, 3356, 3346, 3376",1,published,
23024,Повече за растежа през първите 13-24 месеца - затлъстяване,"Спешно внимание! Вашето дете е със затлъстяване, т.е. има сериозно наднормено тегло за своя ръст. Това тегло може сериозно да застраши здравето на вашето дете. Помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредствената среда и т.н. Планирайте посещение на педиатър за преглед и допълнителна диагностика, както и за определяне на динамиката на по-нататъшно проследяване на растежа!","13-18 months, 19-24 months",Height for weight,above +3SD,"3391, 3386, 3361, 3381",1,published,
23025,Повече за растежа през първите 25-60 месеца - затлъстяване,"Спешно внимание! Вашето дете е със затлъстяване, т.е. има сериозно наднормено тегло за своя ръст. Това тегло може сериозно да застраши здравето на вашето дете. Помислете какво е допринесло за това: излишен прием на богати на енергия храни (като сладки и мазни продукти), прием на нездравословни храни, намалена физическа активност, увеличено време на екрана или промени в непосредствената среда и т.н. Планирайте посещение на педиатър за преглед и допълнителна диагностика, както и за определяне на динамиката на по-нататъшно проследяване на растежа!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,above +3SD,"3396, 5891, 3366, 3381",1,published,
23026,Повече за растежа през първите 6 месеца - типичен растеж за възрастта,"Браво! Вашето дете расте на дължина / височина по според очакванията или малко над очакванията за възрастта и пола му. Продължавайте да следвате препоръките на добрите практики в храненето, физическата активност и съня и наблюдавайте растежа на детето си.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,between -2SD to + 3SD,"3401, 3341, 3346",1,published,
23027,Повече за растежа през първите 7-9 месеца - типичен растеж за възрастта,"Браво! Вашето дете расте на дължина / височина по според очакванията или малко над очакванията за възрастта и пола му. Продължавайте да следвате препоръките на добрите практики в храненето, физическата активност и съня и наблюдавайте растежа на детето си.",7-9 months,Height for age,between -2SD to + 3SD,"3406, 3351, 3346",1,published,
23028,Повече за растежа през първите 10-12 месеца - типичен растеж за възрастта,"Браво! Вашето дете расте на дължина / височина по според очакванията или малко над очакванията за възрастта и пола му. Продължавайте да следвате препоръките на добрите практики в храненето, физическата активност и съня и наблюдавайте растежа на детето си.",10-12 months,Height for age,between -2SD to + 3SD,"3411, 3356, 3346",1,published,
23029,Повече за растежа през първите 13-24 месеца - типичен растеж за възрастта,"Браво! Вашето дете расте на дължина / височина по според очакванията или малко над очакванията за възрастта и пола му. Продължавайте да следвате препоръките на добрите практики в храненето, физическата активност и съня и наблюдавайте растежа на детето си.","13-18 months, 19-24 months",Height for age,between -2SD to + 3SD,"3391, 3386, 3361",1,published,
23030,Повече за растежа през първите 25-72 месеца - типичен растеж за възрастта,"Браво! Вашето дете расте на дължина / височина по според очакванията или малко над очакванията за възрастта и пола му. Продължавайте да следвате препоръките на добрите практики в храненето, физическата активност и съня и наблюдавайте растежа на детето си.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,between -2SD to + 3SD,"3396, 5891, 3366 ",1,published,
23031,Повече за растежа през първите 6 месеца - умерено забавяне на растежа,"Внимание! Растежът на детето ви по дължина / височина се е забавило и засега се забавя умерено. Помислете дали някоя от дългосрочните възможни причини е допринесла за това: хронично недохранване, хронично заболяване, ендокринно разстройство и др. Не забравяйте да уговорите среща с педиатър за допълнителен преглед, получаване на допълнителни препоръки и определяне на динамиката на по-нататъшното наблюдение на растежа.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -2SD,"3401, 3341, 3346, 3606",1,published,
23032,Повече за растежа през първите 7-9 месеца - умерено забавяне на растежа,"Внимание! Растежът на детето ви по дължина / височина се е забавило и засега се забавя умерено. Помислете дали някоя от дългосрочните възможни причини е допринесла за това: хронично недохранване, хронично заболяване, ендокринно разстройство и др. Не забравяйте да уговорите среща с педиатър за допълнителен преглед, получаване на допълнителни препоръки и определяне на динамиката на по-нататъшното наблюдение на растежа.",7-9 months,Height for age,below -2SD,"3406, 3351, 3346, 3606",1,published,
23033,Повече за растежа през първите 10-12 месеца - умерено забавяне на растежа,"Внимание! Растежът на детето ви по дължина / височина се е забавило и засега се забавя умерено. Помислете дали някоя от дългосрочните възможни причини е допринесла за това: хронично недохранване, хронично заболяване, ендокринно разстройство и др. Не забравяйте да уговорите среща с педиатър за допълнителен преглед, получаване на допълнителни препоръки и определяне на динамиката на по-нататъшното наблюдение на растежа.",10-12 months,Height for age,below -2SD,"3411, 3356, 3346",1,published,
23034,Повече за растежа през първите 13-24 месеца - умерено забавяне на растежа,"Внимание! Растежът на детето ви по дължина / височина се е забавило и засега се забавя умерено. Помислете дали някоя от дългосрочните възможни причини е допринесла за това: хронично недохранване, хронично заболяване, ендокринно разстройство и др. Не забравяйте да уговорите среща с педиатър за допълнителен преглед, получаване на допълнителни препоръки и определяне на динамиката на по-нататъшното наблюдение на растежа.","13-18 months, 19-24 months",Height for age,below -2SD,"3391, 3386, 3361, 3606",1,published,
23035,Повече за растежа през първите 25-60 месеца - умерено забавяне на растежа,"Внимание! Растежът на детето ви по дължина / височина се е забавило и засега се забавя умерено. Помислете дали някоя от дългосрочните възможни причини е допринесла за това: хронично недохранване, хронично заболяване, ендокринно разстройство и др. Не забравяйте да уговорите среща с педиатър за допълнителен преглед, получаване на допълнителни препоръки и определяне на динамиката на по-нататъшното наблюдение на растежа.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -2SD,"3396, 5891, 3366, 3606",1,published,
23036,Повече за растежа през първите 6 месеца - сериозно забавяне на растежа,"Спешно! Растежът на детето ви по дължина / височина е силно забавен. Запишете спешно среща с педиатър за допълнителен преглед, получаване на подходящо лечение и определяне на динамиката на по-нататъшно проследяване на растежа!","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -3SD,"3401, 3341, 3346",1,published,
23037,Повече за растежа през първите 7-9 месеца - сериозно забавяне на растежа,"Спешно! Растежът на детето ви по дължина / височина е силно забавен. Запишете спешно среща с педиатър за допълнителен преглед, получаване на подходящо лечение и определяне на динамиката на по-нататъшно проследяване на растежа!",7-9 months,Height for age,below -3SD,"3406, 3351, 3346, 3606",1,published,
23038,Повече за растежа през първите 10-12 месеца - сериозно забавяне на растежа,"Спешно! Растежът на детето ви по дължина / височина е силно забавен. Запишете спешно среща с педиатър за допълнителен преглед, получаване на подходящо лечение и определяне на динамиката на по-нататъшно проследяване на растежа!",10-12 months,Height for age,below -3SD,"3411, 3356, 3346, 3606",1,published,
23039,Повече за растежа през първите 13-24 месеца - сериозно забавяне на растежа,"Спешно! Растежът на детето ви по дължина / височина е силно забавен. Запишете спешно среща с педиатър за допълнителен преглед, получаване на подходящо лечение и определяне на динамиката на по-нататъшно проследяване на растежа!","13-18 months, 19-24 months",Height for age,below -3SD,"3391, 3386, 3361, 3606",1,published,
23040,Повече за растежа през първите 25-30 месеца - сериозно забавяне на растежа,"Спешно! Растежът на детето ви по дължина / височина е силно забавен. Запишете спешно среща с педиатър за допълнителен преглед, получаване на подходящо лечение и определяне на динамиката на по-нататъшно проследяване на растежа!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -3SD,"3396, 5891, 3366, 3606",1,published,
23041,Повече за растежа през първите 6 месеца - дължина / височина над средната за възрастта,"Вашето дете е израснало до височина, надхвърляща очакваното за възрастта и пола си. Вероятно е резултат от генетичния му потенциал, но все пак говорете за това с педиатъра. Продължавайте да следвате приетите препоръки и наблюдавайте редовно растежа на детето си.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,above + 3SD,"3401, 3341, 3346",1,published,
23042,Повече за растежа през първите 7-9 месеца - дължина / височина над средната за възрастта,"Вашето дете е израснало до височина, надхвърляща очакваното за възрастта и пола си. Вероятно е резултат от генетичния му потенциал, но все пак говорете за това с педиатъра. Продължавайте да следвате приетите препоръки и наблюдавайте редовно растежа на детето си.",7-9 months,Height for age,above + 3SD,"3406, 3351, 3346",1,published,
23043,Повече за растежа през първите 10-12 месеца - дължина / височина над средната за възрастта,"Вашето дете е израснало до височина, надхвърляща очакваното за възрастта и пола си. Вероятно е резултат от генетичния му потенциал, но все пак говорете за това с педиатъра. Продължавайте да следвате приетите препоръки и наблюдавайте редовно растежа на детето си.",10-12 months,Height for age,above + 3SD,"3411, 3356, 3346",1,published,
23044,Повече за растежа през първите 13-24 месеца - дължина / височина над средната за възрастта,"Вашето дете е израснало до височина, надхвърляща очакваното за възрастта и пола си. Вероятно е резултат от генетичния му потенциал, но все пак говорете за това с педиатъра. Продължавайте да следвате приетите препоръки и наблюдавайте редовно растежа на детето си.","13-18 months, 19-24 months",Height for age,above + 3SD,"3391, 3386, 3361",1,published,
23045,Повече за растежа през първите 25-60 месеца - дължина / височина над средната за възрастта,"Вашето дете е израснало до височина, надхвърляща очакваното за възрастта и пола си. Вероятно е резултат от генетичния му потенциал, но все пак говорете за това с педиатъра. Продължавайте да следвате приетите препоръки и наблюдавайте редовно растежа на детето си.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,above + 3SD,"3396, 5891, 3366",1,published,
