ID,Title,Body,Child_age,Growth_type,Standard_deviation,Related_articles,Mandatory_content,Moderation_state,Translation_language
23011,Më shumë rreth rritjes në 6 muajt e parë - kequshqyerja e rëndë,"Vëmendje! Fëmija juaj ka mungesë serioze të peshës për gjatësinë. Kjo situatë mund të ketë ndodhur brenda disa javësh, prandaj merrni parasysh të zbuloni disa shkaqe të menjëhershme: sëmundja e fundit, sëmundjet metabolike dhe kronike, dieta e pamjaftueshme dhe jo e duhur, ndryshimet në mjedisin e afërt, etj. Konsultohuni urgjentisht me një pediatër për të hetuar shkakun dhe për të përcaktuar se si të kompensohet humbja.","1st Month, 2nd month, 3-4 months, 5-6 months",Height for weight,below -3SD,"3401, 3341, 3346, 3371",1,published,
23012,Më shumë rreth rritjes 7-9 muaj - kequshqyerja e rëndë,"Vëmendje! Fëmija juaj ka mungesë serioze të peshës për gjatësinë. Kjo situatë mund të ketë ndodhur brenda disa javësh, prandaj merrni parasysh të zbuloni disa shkaqe të menjëhershme: sëmundja e fundit, sëmundjet metabolike dhe kronike, dieta e pamjaftueshme dhe jo e duhur, ndryshimet në mjedisin e afërt, etj. Konsultohuni urgjentisht me një pediatër për të hetuar shkakun dhe për të përcaktuar se si të kompensohet humbja.",7-9 months,Height for weight,below -3SD,"3406, 3351, 3346, 3371",1,published,
23013,Më shumë rreth rritjes 10-12 muaj - kequshqyerja e rëndë,"Vëmendje! Fëmija juaj ka mungesë serioze të peshës për gjatësinë. Kjo situatë mund të ketë ndodhur brenda disa javësh, prandaj merrni parasysh të zbuloni disa shkaqe të menjëhershme: sëmundja e fundit, sëmundjet metabolike dhe kronike, dieta e pamjaftueshme dhe jo e duhur, ndryshimet në mjedisin e afërt, etj. Konsultohuni urgjentisht me një pediatër për të hetuar shkakun dhe për të përcaktuar se si të kompensohet humbja.",10-12 months,Height for weight,below -3SD,"3411, 3356, 3346",1,published,
23014,Më shumë rreth rritjes 13-24 muaj - kequshqyerja e rëndë,"Vëmendje! Fëmija juaj ka mungesë serioze të peshës për gjatësinë. Kjo situatë mund të ketë ndodhur brenda disa javësh, prandaj merrni parasysh të zbuloni disa shkaqe të menjëhershme: sëmundja e fundit, sëmundjet metabolike dhe kronike, dieta e pamjaftueshme dhe jo e duhur, ndryshimet në mjedisin e afërt, etj. Konsultohuni urgjentisht me një pediatër për të hetuar shkakun dhe për të përcaktuar se si të kompensohet humbja.","13-18 months, 19-24 months",Height for weight,below -3SD,"3391, 3386, 3361, 3371",1,published,
23015,Më shumë rreth rritjes 25-60 muaj - kequshqyerja e rëndë,"Vëmendje! Fëmija juaj ka mungesë serioze të peshës për gjatësinë. Kjo situatë mund të ketë ndodhur brenda disa javësh, prandaj merrni parasysh të zbuloni disa shkaqe të menjëhershme: sëmundja e fundit, sëmundjet metabolike dhe kronike, dieta e pamjaftueshme dhe jo e duhur, ndryshimet në mjedisin e afërt, etj. Konsultohuni urgjentisht me një pediatër për të hetuar shkakun dhe për të përcaktuar se si të kompensohet humbja.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,below -3SD,"3396, 5891, 3366, 3371",1,published,
23016,Më shumë rreth rritjes 6 muajt e parë - mbipesha,"Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë. Kjo mbipeshë mund të rrezikojë shëndetin e tij/saj, prandaj mendoni për atë që kontribuoi në atë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afërt, etj. Sigurohuni që të caktoni një takim me një pediatër për të marrë rekomandime shtesë dhe për të përcaktuar dinamikën e monitorimit të rritjes së fëmijës suaj.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,between +2 and +3SD,"3401, 3341, 3346, 3376",1,published,
23017,Më shumë rreth rritjes 7-9 muaj - mbipesha,"Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë. Kjo mbipeshë mund të rrezikojë shëndetin e tij/saj, prandaj mendoni për atë që kontribuoi në atë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afërt, etj. Sigurohuni që të caktoni një takim me një pediatër për të marrë rekomandime shtesë dhe për të përcaktuar dinamikën e monitorimit të rritjes së fëmijës suaj.",7-9 months,Height for weight,between +2 and +3SD,"3406, 3351, 3346, 3376",1,published,
23018,Më shumë rreth rritjes 10-12 muaj - mbipesha,"Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë. Kjo mbipeshë mund të rrezikojë shëndetin e tij/saj, prandaj mendoni për atë që kontribuoi në atë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afërt, etj. Sigurohuni që të caktoni një takim me një pediatër për të marrë rekomandime shtesë dhe për të përcaktuar dinamikën e monitorimit të rritjes së fëmijës suaj.",10-12 months,Height for weight,between +2 and +3SD,"3411, 3356, 3346, 3376",1,published,
23019,Më shumë rreth rritjes 13-24 muaj - mbipesha,"Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë. Kjo mbipeshë mund të rrezikojë shëndetin e tij/saj, prandaj mendoni për atë që kontribuoi në atë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afërt, etj. Sigurohuni që të caktoni një takim me një pediatër për të marrë rekomandime shtesë dhe për të përcaktuar dinamikën e monitorimit të rritjes së fëmijës suaj.","13-18 months, 19-24 months",Height for weight,between +2 and +3SD,"3391, 3386, 3361, 3381",1,published,
23020,Më shumë rreth rritjes 25-60 muaj - mbipesha,"Vëmendje! Fëmija juaj është mesatarisht mbipeshë për gjatësinë. Kjo mbipeshë mund të rrezikojë shëndetin e tij/saj, prandaj mendoni për atë që kontribuoi në atë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afërt, etj. Sigurohuni që të caktoni një takim me një pediatër për të marrë rekomandime shtesë dhe për të përcaktuar dinamikën e monitorimit të rritjes së fëmijës suaj.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,between +2 and +3SD,"3396, 5891, 3366, 3381",1,published,
23021,Më shumë rreth rritjes në 6 muajt e parë - obeziteti,"Nuk ka rrezik ose ka rrezik minimal për mbipeshë për një foshnjë 0-6-muajshe që ushqehet vetëm me gji. Është vërtetuar dhe konfirmuar shkencërisht se ushqyerja me gji, veçanërisht e zgjatur - të paktën 12 muaj, mbron një fëmijë nga mbipesha më vonë në fëmijëri dhe në moshën e rritur.

Për foshnjat që ushqehen artificialisht, ekziston gjithmonë rreziku i mbipeshës. Për foshnjat mbipeshë ose obeze, këshillat nga mjeku i foshnjës mund të jenë të dobishme. Asnjëherë mos ia ndaloni ushqimin foshnjës në përpjekje për të shkaktuar humbje peshe. Për t’u rritur dhe zhvilluar ashtu si duhet, foshnjat kanë nevojë për ushqim të duhur, gjidhënie ekskluzive me gji gjatë 6 muajve të parë të jetës. Për foshnjat që ushqehen me formulë, sigurohuni që të ndiqni udhëzimet për të përgatitur ushqimet në mënyrë korrekte (sasia e duhur e ujit dhe pluhurit) dhe të ndiqni udhëzimet për numrin e ushqyerjes dhe numrin e ushqyerjes në ditë.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,above +3SD,"3401, 3341, 3346, 3376",1,published,
23022,Më shumë rreth rritjes 7-9 muaj - mbipesha,"Vëmendje urgjente! Fëmija juaj është obez, domethënë ka një peshë serioze të tepërt për gjatësinë. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Mendoni për atë që kontribuoi në një gjë të tillë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afrët, etj. Sigurohuni që të caktoni një takim me një pediatër për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!",7-9 months,Height for weight,above +3SD,"3406, 3351, 3346, 3376",1,published,
23023,Më shumë rreth rritjes 10-12 muaj - mbipesha,"Vëmendje urgjente! Fëmija juaj është obez, domethënë ka një peshë serioze të tepërt për gjatësinë. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Mendoni për atë që kontribuoi në një gjë të tillë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afrët, etj. Sigurohuni që të caktoni një takim me një pediatër për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!",10-12 months,Height for weight,above +3SD,"3411, 3356, 3346, 3376",1,published,
23024,Më shumë rreth rritjes 13-24 muaj - mbipesha,"Vëmendje urgjente! Fëmija juaj është obez, domethënë ka një peshë serioze të tepërt për gjatësinë. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Mendoni për atë që kontribuoi në një gjë të tillë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afrët, etj. Sigurohuni që të caktoni një takim me një pediatër për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!","13-18 months, 19-24 months",Height for weight,above +3SD,"3391, 3386, 3361, 3381",1,published,
23025,Më shumë rreth rritjes 25-60 muaj - mbipesha,"Vëmendje urgjente! Fëmija juaj është obez, domethënë ka një peshë serioze të tepërt për gjatësinë. Kjo peshë mund të rrezikojë seriozisht shëndetin e fëmijës tuaj. Mendoni për atë që kontribuoi në një gjë të tillë: marrja e tepërt e ushqimeve të pasura me energji (të tilla si produktet e ëmbla dhe me vaj), marrja e ushqimeve jo të shëndetshme, aktiviteti i reduktuar fizik, rritja e kohës së të qëndruarit pasiv ose ndryshimet në mjedisin e afrët, etj. Sigurohuni që të caktoni një takim me një pediatër për një ekzaminim dhe diagnostikim shtesë, si dhe për të përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,above +3SD,"3396, 5891, 3366, 3381",1,published,
23026,Më shumë rreth rritjes në 6 muajt e parë - rritja tipike për moshën,"Bravo! Fëmija juaj rritet në gjatësi në kufi ose pak mbi kufirin e pritur për moshën dhe gjininë e tij. Vazhdoni të ndiqni rekomandimet e praktikës së mirë në të ushqyer, aktivitet fizik dhe gjumë dhe monitoroni rritjen e fëmijës suaj.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,between -2SD to +3SD,"3401, 3341, 3346",1,published,
23027,Më shumë rreth rritjes 7-9 muaj - rritja tipike për moshën,"Bravo! Fëmija juaj rritet në gjatësi në kufi ose pak mbi kufirin e pritur për moshën dhe gjininë e tij. Vazhdoni të ndiqni rekomandimet e praktikës së mirë në të ushqyer, aktivitet fizik dhe gjumë dhe monitoroni rritjen e fëmijës suaj.",7-9 months,Height for age,between -2SD to +3SD,"3406, 3351, 3346",1,published,
23028,Më shumë rreth rritjes 10-12 muaj - rritja tipike për moshën,"Bravo! Fëmija juaj rritet në gjatësi në kufi ose pak mbi kufirin e pritur për moshën dhe gjininë e tij. Vazhdoni të ndiqni rekomandimet e praktikës së mirë në të ushqyer, aktivitet fizik dhe gjumë dhe monitoroni rritjen e fëmijës suaj.",10-12 months,Height for age,between -2SD to +3SD,"3411, 3356, 3346",1,published,
23029,Më shumë rreth rritjes 13-24 muaj - rritja tipike për moshën,"Bravo! Fëmija juaj rritet në gjatësi në kufi ose pak mbi kufirin e pritur për moshën dhe gjininë e tij. Vazhdoni të ndiqni rekomandimet e praktikës së mirë në të ushqyer, aktivitet fizik dhe gjumë dhe monitoroni rritjen e fëmijës suaj.","13-18 months, 19-24 months",Height for age,between -2SD to +3SD,"3391, 3386, 3361",1,published,
23030,Më shumë rreth rritjes 25-72 muaj - rritja tipike për moshën,"Bravo! Fëmija juaj rritet në gjatësi në kufi ose pak mbi kufirin e pritur për moshën dhe gjininë e tij. Vazhdoni të ndiqni rekomandimet e praktikës së mirë në të ushqyer, aktivitet fizik dhe gjumë dhe monitoroni rritjen e fëmijës suaj.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,between -2SD to +3SD,"3396, 5891, 3366 ",1,published,
23031,Më shumë rreth rritjes në 6 muajt e parë - vonesa e moderuar e rritjes,"Vëmendje! Rritja e fëmijës tuaj në gjatësi është e ngadaltë dhe tani është vonuar mesatarisht. Merrni parasysh nëse ndonjë nga shkaqet afatgjata të mundshme ka kontribuar në të: kequshqyerja kronike, sëmundja kronike, çrregullimi endokrin, etj. Sigurohuni që të caktoni një takim me një pediatër për ekzaminim shtesë, duke marrë rekomandime shtesë dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -2SD,"3401, 3341, 3346, 3606",1,published,
23032,Më shumë rreth rritjes 7-9 muaj - vonesa e moderuar e rritjes,"Vëmendje! Rritja e fëmijës tuaj në gjatësi është e ngadaltë dhe tani është vonuar mesatarisht. Merrni parasysh nëse ndonjë nga shkaqet afatgjata të mundshme ka kontribuar në të: kequshqyerja kronike, sëmundja kronike, çrregullimi endokrin, etj. Sigurohuni që të caktoni një takim me një pediatër për ekzaminim shtesë, duke marrë rekomandime shtesë dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes.",7-9 months,Height for age,below -2SD,"3406, 3351, 3346, 3606",1,published,
23033,Më shumë rreth rritjes 10-12 muaj - vonesa e moderuar e rritjes,"Vëmendje! Rritja e fëmijës tuaj në gjatësi është e ngadaltë dhe tani është vonuar mesatarisht. Merrni parasysh nëse ndonjë nga shkaqet afatgjata të mundshme ka kontribuar në të: kequshqyerja kronike, sëmundja kronike, çrregullimi endokrin, etj. Sigurohuni që të caktoni një takim me një pediatër për ekzaminim shtesë, duke marrë rekomandime shtesë dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes.",10-12 months,Height for age,below -2SD,"3411, 3356, 3346",1,published,
23034,Më shumë rreth rritjes 13-24 muaj - vonesa e moderuar e rritjes,"Vëmendje! Rritja e fëmijës tuaj në gjatësi është e ngadaltë dhe tani është vonuar mesatarisht. Merrni parasysh nëse ndonjë nga shkaqet afatgjata të mundshme ka kontribuar në të: kequshqyerja kronike, sëmundja kronike, çrregullimi endokrin, etj. Sigurohuni që të caktoni një takim me një pediatër për ekzaminim shtesë, duke marrë rekomandime shtesë dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes.","13-18 months, 19-24 months",Height for age,below -2SD,"3391, 3386, 3361, 3606",1,published,
23035,Më shumë rreth rritjes 25-60 muaj - vonesa e moderuar e rritjes,"Vëmendje! Rritja e fëmijës tuaj në gjatësi është e ngadaltë dhe tani është vonuar mesatarisht. Merrni parasysh nëse ndonjë nga shkaqet afatgjata të mundshme ka kontribuar në të: kequshqyerja kronike, sëmundja kronike, çrregullimi endokrin, etj. Sigurohuni që të caktoni një takim me një pediatër për ekzaminim shtesë, duke marrë rekomandime shtesë dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -2SD,"3396, 5891, 3366, 3606",1,published,
23036,Më shumë rreth rritjes në 6 muajt e parë - vonesa e madhe e rritjes,"Urgjentisht! Rritja e fëmijës tuaj në gjatësi është e vonuar shumë. Caktoni një takim urgjent me një pediatër për ekzaminim shtesë, duke marrë trajtimin e duhur dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -3SD,"3401, 3341, 3346",1,published,
23037,Më shumë rreth rritjes 7-9 muaj - vonesa e madhe e rritjes,"Urgjentisht! Rritja e fëmijës tuaj në gjatësi është e vonuar shumë. Caktoni një takim urgjent me një pediatër për ekzaminim shtesë, duke marrë trajtimin e duhur dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!",7-9 months,Height for age,below -3SD,"3406, 3351, 3346, 3606",1,published,
23038,Më shumë rreth rritjes 10-12 muaj - vonesa e madhe e rritjes,"Urgjentisht! Rritja e fëmijës tuaj në gjatësi është e vonuar shumë. Caktoni një takim urgjent me një pediatër për ekzaminim shtesë, duke marrë trajtimin e duhur dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!",10-12 months,Height for age,below -3SD,"3411, 3356, 3346, 3606",1,published,
23039,Më shumë rreth rritjes 13-24 muaj - vonesa e madhe e rritjes,"Urgjentisht! Rritja e fëmijës tuaj në gjatësi është e vonuar shumë. Caktoni një takim urgjent me një pediatër për ekzaminim shtesë, duke marrë trajtimin e duhur dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!","13-18 months, 19-24 months",Height for age,below -3SD,"3391, 3386, 3361, 3606",1,published,
23040,Më shumë rreth rritjes 25-60 muaj - vonesa e madhe e rritjes,"Urgjentisht! Rritja e fëmijës tuaj në gjatësi është e vonuar shumë. Caktoni një takim urgjent me një pediatër për ekzaminim shtesë, duke marrë trajtimin e duhur dhe duke përcaktuar dinamikën e monitorimit të mëtejshëm të rritjes!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -3SD,"3396, 5891, 3366, 3606",1,published,
23041,"Më shumë rreth rritjes në 6 muajt e parë - gjatësia mbi mesataren për moshën
","Fëmija juaj është rritur në një gjatësi shumë më të lartë se diapazoni normal për moshën dhe gjininë e tij. Ndoshta është rezultat i potencialit të tij gjenetik, por gjithsesi flisni për këtë me pediatrin. Vazhdoni të ndiqni rekomandimet e miratuara dhe të monitoroni rritjen e fëmijës tuaj në intervale të rregullta.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,above +3SD,"3401, 3341, 3346",1,published,
23042,Më shumë rreth rritjes 7-9 muaj - gjatësia mbi mesataren për moshën,"Fëmija juaj është rritur në një gjatësi shumë më të lartë se diapazoni normal për moshën dhe gjininë e tij. Ndoshta është rezultat i potencialit të tij gjenetik, por gjithsesi flisni për këtë me pediatrin. Vazhdoni të ndiqni rekomandimet e miratuara dhe të monitoroni rritjen e fëmijës tuaj në intervale të rregullta.",7-9 months,Height for age,above +3SD,"3406, 3351, 3346",1,published,
23043,"Më shumë rreth rritjes 10-12 muaj - gjatësia mbi mesataren për moshën
","Fëmija juaj është rritur në një gjatësi shumë më të lartë se diapazoni normal për moshën dhe gjininë e tij. Ndoshta është rezultat i potencialit të tij gjenetik, por gjithsesi flisni për këtë me pediatrin. Vazhdoni të ndiqni rekomandimet e miratuara dhe të monitoroni rritjen e fëmijës tuaj në intervale të rregullta.",10-12 months,Height for age,above +3SD,"3411, 3356, 3346",1,published,
23044,Më shumë rreth rritjes 13-24 muaj - gjatësia mbi mesataren për moshën,"Fëmija juaj është rritur në një gjatësi shumë më të lartë se diapazoni normal për moshën dhe gjininë e tij. Ndoshta është rezultat i potencialit të tij gjenetik, por gjithsesi flisni për këtë me pediatrin. Vazhdoni të ndiqni rekomandimet e miratuara dhe të monitoroni rritjen e fëmijës tuaj në intervale të rregullta.","13-18 months, 19-24 months",Height for age,above +3SD,"3391, 3386, 3361",1,published,
23045,Më shumë rreth rritjes 25-60 muaj - gjatësia mbi mesataren për moshën,"Fëmija juaj është rritur në një gjatësi shumë më të lartë se diapazoni normal për moshën dhe gjininë e tij. Ndoshta është rezultat i potencialit të tij gjenetik, por gjithsesi flisni për këtë me pediatrin. Vazhdoni të ndiqni rekomandimet e miratuara dhe të monitoroni rritjen e fëmijës tuaj në intervale të rregullta.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,above +3SD,"3396, 5891, 3366",1,published,
