ID,Title,Body,Child_age,Growth_type,Standard_deviation,Related_articles,Mandatory_content,Moderation_state,Translation_language
23011,Dastlabki 6 oyda rivojlanish haqida batafsil maʼlumot - Oziqlanishning Oqsil Energetik Yetishmovchiligi (OOEY) -ozishning ogʻir darajasi,"Diqqat! Farzandingiz ozib ketmoqda (yoki vazn orttirmayapti) va tana uzunligi/boʻyning  vaznga nisbatan mosligi boʻyicha jiddiy yetishmasligi mavjud Bu holat bir necha hafta ichida sodir boʻlgan boʻlishi mumkin, shuning uchun baʼzi bir bevosita sabablarni aniqlash uchun oʻylab koʻring: yaqinda kechirilgan metabolik va surunkali  kasalliklar, yetarli darajada ovqatlanmaslik yoki notoʻgʻri ovqatlanish, atrofdagi oʻzgarishlar va h. Sababni aniqlash va yoʻqotishni qoplash uchun zudlik bilan pediatr bilan maslahatlashing.","1st Month, 2nd month, 3-4 months, 5-6 months",Height for weight,below -3SD,"3401, 3341, 3346, 3371",1,published,
23012,7-9 oylar orasidagi rivojlanish haqida batafsil maʼlumot - Oziqlanishning Oqsil Energetik Yetishmovchiligi (OOEY) -ozishning ogʻir darajasi,"Diqqat! Farzandingiz ozib ketmoqda (yoki vazn orttirmayapti) va tana uzunligi/boʻyning  vaznga nisbatan mosligi boʻyicha jiddiy yetishmasligi mavjud Bu holat bir necha hafta ichida sodir boʻlgan boʻlishi mumkin, shuning uchun baʼzi bir bevosita sabablarni aniqlash uchun oʻylab koʻring: yaqinda kechirilgan metabolik va surunkali  kasalliklar, yetarli darajada ovqatlanmaslik yoki notoʻgʻri ovqatlanish, atrofdagi oʻzgarishlar va h. Sababni aniqlash va yoʻqotishni qoplash uchun zudlik bilan pediatr bilan maslahatlashing.",7-9 months,Height for weight,below -3SD,"3406, 3351, 3346, 3371",1,published,
23013,10-12 oylar orasidagi rivojlanish haqida batafsil maʼlumot - Oziqlanishning Oqsil Energetik Yetishmovchiligi (OOEY) -ozishning ogʻir darajasi,"Diqqat! Farzandingiz ozib ketmoqda (yoki vazn orttirmayapti) va tana uzunligi/boʻyning  vaznga nisbatan mosligi boʻyicha jiddiy yetishmasligi mavjud Bu holat bir necha hafta ichida sodir boʻlgan boʻlishi mumkin, shuning uchun baʼzi bir bevosita sabablarni aniqlash uchun oʻylab koʻring: yaqinda kechirilgan metabolik va surunkali  kasalliklar, yetarli darajada ovqatlanmaslik yoki notoʻgʻri ovqatlanish, atrofdagi oʻzgarishlar va h. Sababni aniqlash va yoʻqotishni qoplash uchun zudlik bilan pediatr bilan maslahatlashing.",10-12 months,Height for weight,below -3SD,"3411, 3356, 3346",1,published,
23014,13-24 oylar orasidagi rivojlanish haqida batafsil maʼlumot - Oziqlanishning Oqsil Energetik Yetishmovchiligi (OOEY) -ozishning ogʻir darajasi,"Diqqat! Farzandingiz ozib ketmoqda (yoki vazn orttirmayapti) va tana uzunligi/boʻyning  vaznga nisbatan mosligi boʻyicha jiddiy yetishmasligi mavjud Bu holat bir necha hafta ichida sodir boʻlgan boʻlishi mumkin, shuning uchun baʼzi bir bevosita sabablarni aniqlash uchun oʻylab koʻring: yaqinda kechirilgan metabolik va surunkali  kasalliklar, yetarli darajada ovqatlanmaslik yoki notoʻgʻri ovqatlanish, atrofdagi oʻzgarishlar va h. Sababni aniqlash va yoʻqotishni qoplash uchun zudlik bilan pediatr bilan maslahatlashing.","13-18 months, 19-24 months",Height for weight,below -3SD,"3391, 3386, 3361, 3371",1,published,
23015,25-60 oylar orasidagi rivojlanish haqida batafsil maʼlumot - Oziqlanishning Oqsil Energetik Yetishmovchiligi (OOEY) -ozishning ogʻir darajasi,"Diqqat! Farzandingiz ozib ketmoqda (yoki vazn orttirmayapti) va tana uzunligi/boʻyning  vaznga nisbatan mosligi boʻyicha jiddiy yetishmasligi mavjud Bu holat bir necha hafta ichida sodir boʻlgan boʻlishi mumkin, shuning uchun baʼzi bir bevosita sabablarni aniqlash uchun oʻylab koʻring: yaqinda kechirilgan metabolik va surunkali  kasalliklar, yetarli darajada ovqatlanmaslik yoki notoʻgʻri ovqatlanish, atrofdagi oʻzgarishlar va h. Sababni aniqlash va yoʻqotishni qoplash uchun zudlik bilan pediatr bilan maslahatlashing.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,below -3SD,"3396, 5891, 3366, 3371",1,published,
23016,Dastlabki 6 oyda rivojlanish haqida  batafsil  maʼlumot - ortiqcha vazn,"Diqqat! Farzandingiz boʻyiga nisbatan ortiqcha vaznga ega.Ortiqcha vazn uning sogʻligʻiga xavf tugʻdirishi mumkin, shuning uchun bunga nima sabab boʻlganligi haqida oʻylab koʻring: kaloriyalarga boy oziq-ovqat mahsulotlarini ortiqcha isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalik oʻzgarishlar va h. Qoʻshimcha tavsiyalar olish va bolangizning oʻsish dinamikasini kuzatishni aniqlash uchun  albatta  pediatr bilan maslahatlashing.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,between +2 and +3SD,"3401, 3341, 3346, 3376",1,published,
23017,7-9 oylar orasidagi rivojlanish haqida batafsil maʼlumot - ortiqcha vazn,"Diqqat! Farzandingiz boʻyiga nisbatan ortiqcha vaznga ega.Ortiqcha vazn uning sogʻligʻiga xavf tugʻdirishi mumkin, shuning uchun bunga nima sabab boʻlganligi haqida oʻylab koʻring: kaloriyalarga boy oziq-ovqat mahsulotlarini ortiqcha isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalik oʻzgarishlar va h. Qoʻshimcha tavsiyalar olish va bolangizning oʻsish dinamikasini kuzatishni aniqlash uchun  albatta  pediatr bilan maslahatlashing.",7-9 months,Height for weight,between +2 and +3SD,"3406, 3351, 3346, 3376",1,published,
23018,10-12 oylar orasidagi rivojlanish haqida batafsil maʼlumot - ortiqcha vazn,"Diqqat! Farzandingiz boʻyiga nisbatan ortiqcha vaznga ega.Ortiqcha vazn uning sogʻligʻiga xavf tugʻdirishi mumkin, shuning uchun bunga nima sabab boʻlganligi haqida oʻylab koʻring: kaloriyalarga boy oziq-ovqat mahsulotlarini ortiqcha isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalik oʻzgarishlar va h. Qoʻshimcha tavsiyalar olish va bolangizning oʻsish dinamikasini kuzatishni aniqlash uchun  albatta  pediatr bilan maslahatlashing.",10-12 months,Height for weight,between +2 and +3SD,"3411, 3356, 3346, 3376",1,published,
23019,13-24 oylar orasidagi rivojlanish haqida batafsil maʼlumot - ortiqcha vazn,"Diqqat! Farzandingiz boʻyiga nisbatan ortiqcha vaznga ega.Ortiqcha vazn uning sogʻligʻiga xavf tugʻdirishi mumkin, shuning uchun bunga nima sabab boʻlganligi haqida oʻylab koʻring: kaloriyalarga boy oziq-ovqat mahsulotlarini ortiqcha isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalik oʻzgarishlar va h. Qoʻshimcha tavsiyalar olish va bolangizning oʻsish dinamikasini kuzatishni aniqlash uchun  albatta  pediatr bilan maslahatlashing.","13-18 months, 19-24 months",Height for weight,between +2 and +3SD,"3391, 3386, 3361, 3381",1,published,
23020,25-60 oylar orasidagi rivojlanish haqida batafsil maʼlumot - ortiqcha vazn,"Diqqat! Farzandingiz boʻyiga nisbatan ortiqcha vaznga ega.Ortiqcha vazn uning sogʻligʻiga xavf tugʻdirishi mumkin, shuning uchun bunga nima sabab boʻlganligi haqida oʻylab koʻring: kaloriyalarga boy oziq-ovqat mahsulotlarini ortiqcha isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalik oʻzgarishlar va h. Qoʻshimcha tavsiyalar olish va bolangizning oʻsish dinamikasini kuzatishni aniqlash uchun  albatta  pediatr bilan maslahatlashing.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,between +2 and +3SD,"3396, 5891, 3366, 3381",1,published,
23021,Dastlabki 6 oyda rivojlanish haqida batafsil maʼlumot - semizlik,"Faqat ona suti bilan oziqlanadigan 0-6 oylik bola uchun semizlik boʻlish xavfi yoʻq yoki minimal. Ayniqsa uzoq muddat davomida - kamida 12 oy davomida koʻkrak suti bilan oziqlangan bola, keyinchalik oʻrta yoshda va voyaga yetganida semirishni oldini olishi isbotlangan va ilmiy jihatdan tasdiqlangan.

Sunʼiy oziqlanadigan bolalar uchun ortiqcha vazn xavfi doim mavjud. Ortiqcha vaznli yoki semizligi bor bolalar uchun pediatr maslahati foydali boʻlishi mumkin. Vaznni kamaytirish uchun bolangizdan ovqatni hech qachon ayamang. Bolalar oʻsishi va rivojlanishi uchun hayotning dastlabki 6 oyi davomida toʻgʻri ovqatlanishi zarur, ularni faqat emizish kerak. Sunʼiy oziqlanishda boʻlgan chaqaloqlar uchun ozuqalarni toʻgʻri tayyorlash boʻyicha koʻrsatmalarga (suv va kukunning toʻgʻri miqdori) rioya qilganingizga ishonch hosil qiling va kuniga ozuqalar soni va boʻyicha koʻrsatmalarga amal qiling.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,above +3SD,"3401, 3341, 3346, 3376",1,published,
23022,7-9 oylar orasidagi rivojlanish haqida batafsil maʼlumot - semizlik,"Zudlik bilan diqqat qiling! Farzandingiz semizlikdan aziyat chekadi, yaʼni boʻyiga nisbatan jiddiy miqdorda ortiqcha vaznga ega. Bu ortiqcha vazn uning sogʻligʻiga jiddiy xavf tugʻdirishi mumkin. Bunga nima sabab boʻlganligini oʻylab koʻring: meyordan ortiq kaloriyalarga boy oziq-ovqat mahsulotlarini isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalikoʻzgarishlar va h. Qoʻshimcha diagnostikadan oʻtishni, shuningdek, keyingi oʻsishni kuzatish dinamikasini aniqlash   uchun pediatr  bilan maslahatlashing.",7-9 months,Height for weight,above +3SD,"3406, 3351, 3346, 3376",1,published,
23023,10-12 oylar orasidagi rivojlanish haqida batafsil maʼlumot - semizlik,"Zudlik bilan diqqat qiling! Farzandingiz semizlikdan aziyat chekadi, yaʼni boʻyiga nisbatan jiddiy miqdorda ortiqcha vaznga ega. Bu ortiqcha vazn uning sogʻligʻiga jiddiy xavf tugʻdirishi mumkin. Bunga nima sabab boʻlganligini oʻylab koʻring: meyordan ortiq kaloriyalarga boy oziq-ovqat mahsulotlarini isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalikoʻzgarishlar va h. Qoʻshimcha diagnostikadan oʻtishni, shuningdek, keyingi oʻsishni kuzatish dinamikasini aniqlash  uchun pediatr  bilan maslahatlashing.",10-12 months,Height for weight,above +3SD,"3411, 3356, 3346, 3376",1,published,
23024,13-24 oylar orasidagi rivojlanish haqida batafsil maʼlumot - semizlik,"Zudlik bilan diqqat qiling! Farzandingiz semizlikdan aziyat chekadi, yaʼni boʻyiga nisbatan jiddiy miqdorda ortiqcha vaznga ega. Bu ortiqcha vazn uning sogʻligʻiga jiddiy xavf tugʻdirishi mumkin. Bunga nima sabab boʻlganligini oʻylab koʻring: meyordan ortiq kaloriyalarga boy oziq-ovqat mahsulotlarini isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalikoʻzgarishlar va h. Qoʻshimcha diagnostikadan oʻtishni, shuningdek, keyingi oʻsishni kuzatish dinamikasini aniqlash  uchun pediatr  bilan maslahatlashing.","13-18 months, 19-24 months",Height for weight,above +3SD,"3391, 3386, 3361, 3381",1,published,
23025,25-60 oylar orasidagi rivojlanish haqida batafsil maʼlumot - semizlik,"Zudlik bilan diqqat qiling! Farzandingiz semizlikdan aziyat chekadi, yaʼni boʻyiga nisbatan jiddiy miqdorda ortiqcha vaznga ega. Bu ortiqcha vazn uning sogʻligʻiga jiddiy xavf tugʻdirishi mumkin. Bunga nima sabab boʻlganligini oʻylab koʻring: meyordan ortiq kaloriyalarga boy oziq-ovqat mahsulotlarini isteʼmol qilish (masalan, shirinliklar va yogʻli mahsulotlar), nosogʼlom ovqat isteʼmol qilish, jismoniy faollikning pasayishi, ekran orqali tomosha qilish vaqti oshishi yoki atrofdagi kundalikoʻzgarishlar va h. Qoʻshimcha diagnostikadan oʻtishni, shuningdek, keyingi oʻsishni kuzatish dinamikasini aniqlash   uchun pediatr  bilan maslahatlashing.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,above +3SD,"3396, 5891, 3366, 3381",1,published,
23026,Dastlabki 6 oyda rivojlanish haqida batafsil maʼlumot - tana uzunligi/bo'y yoshga  mos,"Juda yaxshi!Farzandingiz tana uzunligi/boʻyi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,between -2SD to +3SD,"3401, 3341, 3346",1,published,
23027,7-9 oylar orasidagi rivojlanish haqida batafsil maʼlumot -tana uzunligi/bo'y yoshga  mos,"Juda yaxshi!Farzandingiz tana uzunligi/boʻyi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.",7-9 months,Height for age,between -2SD to +3SD,"3406, 3351, 3346",1,published,
23028,10-12 oylar orasidagi rivojlanish haqida batafsil maʼlumot - tana uzunligi/bo'y yoshga  mos,"Juda yaxshi!Farzandingiz tana uzunligi/boʻyi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.",10-12 months,Height for age,between -2SD to +3SD,"3411, 3356, 3346",1,published,
23029,13-24 oylar orasidagi rivojlanish haqida batafsilmaʼlumot - tana uzunligi/bo'y yoshga  mos,"Juda yaxshi!Farzandingiz tana uzunligi/boʻyi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.","13-18 months, 19-24 months",Height for age,between -2SD to +3SD,"3391, 3386, 3361",1,published,
23030,25-72 oylar orasidagi rivojlanish haqida batafsil maʼlumot - tana uzunligi/bo'y yoshga  mos,"Juda yaxshi!Farzandingiz tana uzunligi/boʻyi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,between -2SD to +3SD,"3396, 5891, 3366 ",1,published,
23031,Dastlabki 6 oyda rivojlanish haqida batafsil maʼlumot -osʼishning oʼrtacha orqada qolishi,"Diqqat! Farzandingizning tana uzunligi/boʻyi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha diagnostikadan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -2SD,"3401, 3341, 3346, 3606",1,published,
23032,7-9 oylar orasidagi rivojlanish haqida batafsil maʼlumot - osʼishning oʼrtacha orqada qolishi,"Diqqat! Farzandingizning tana uzunligi/boʻyi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha diagnostikadan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!",7-9 months,Height for age,below -2SD,"3406, 3351, 3346, 3606",1,published,
23033,10-12 oylar orasidagi rivojlanish haqida batafsilmaʼlumot -osʼishning oʼrtacha orqada qolishi,"Diqqat! Farzandingizning tana uzunligi/boʻyi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha diagnostikadan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!",10-12 months,Height for age,below -2SD,"3411, 3356, 3346",1,published,
23034,13-24 oylar orasidagi rivojlanish haqida batafsil maʼlumot -osʼishning oʼrtacha orqada qolishi,"Diqqat! Farzandingizning tana uzunligi/boʻyi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha diagnostikadan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!","13-18 months, 19-24 months",Height for age,below -2SD,"3391, 3386, 3361, 3606",1,published,
23035,25-60 oylar orasidagi rivojlanish haqida batafsil maʼlumot - osʼishning oʼrtacha orqada qolishi,"Diqqat! Farzandingizning tana uzunligi/boʻyi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha diagnostikadan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -2SD,"3396, 5891, 3366, 3606",1,published,
23036,Dastlabki 6 oyda rivojlanish haqida batafsil maʼlumot - osʼishning juda orqada qolishi,"Zudlik bilan diqqat qiling! Farzandingizning tana uzunligi/boʻyining oʻsishi jiddiy darajada orqada qolyapti. Zudlik bilan qoʻshimcha diagnostikadan oʻtish, tegishli davolanishni olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -3SD,"3401, 3341, 3346",1,published,
