ID,Title,Body,Child_age,Growth_type,Standard_deviation,Related_articles,Mandatory_content,Moderation_state,Translation_language
23020,Бештар дар бораи афзоиш дар 25 - 60 моҳагӣ -  вазни зиёдатӣ,"Таваҷҷуҳ! Кӯдаки шумо нисбат ба қадаш вазни зиёдатии мӯътадил дорад. Вазни зиёдатӣ метавонад саломатии кӯдаки шуморо зери хатар гузорад, бинобар ин фикр кунед, ки кадом омил ба ин ҳолат мусоидат намудааст: аз ҳад зиёд истеъмол намудани хӯроки ғизонокиаш баланд (масалан, ширинӣ ё маҳсулоти  равғанин), истеъмоли хӯроки носолим, паст шудани фаъолияти ҷисмонӣ, зиёд гузаронидани вақт дар назди экран ва ё тағйирот дар гирду атрофи наздик ва ғ. Ҳатман ба духтури атфол муроҷиат намоед, то ин ки тавсияҳои иловагӣ гиред ва ҷараёни инкишофи афзоиши кӯдакатонро назорат намоед.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,between +2 and +3SD,"3396, 5891, 3366, 3381",1,published,
23021,Бештар дар бораи афзоиш дар 6 моҳи аввал- фарбеҳӣ,"Барои кӯдаки 0-6 моҳа, ки танҳо шири сина мемакад, хавфи гирифтани вазни зиёдатӣ тамоман нест ё ин ки бениҳоят кам аст. Илман исбот ва тасдиқ шудааст, ки  синамаконӣ, махсусан дуру дароз – на кам аз 12 моҳ кӯдаки Шуморо аз фарбеҳшавӣ дар кӯдакӣ ва синни балоғат муҳофизат мекунад.                                                                                                                           Барои кӯдаконе, ки ғизои сунъи итсеъмол мекунанд, ҳамеша хавфи фарбеҳшавӣ вуҷуд дорад. Барои кӯдакон бо вазни зиёдатӣ ва ё фарбеҳ маслиҳати духтури атфол муфид аст. Хеҷ гоҳ барои кам кардани вазн, истеъмоли хӯрокро ба кӯдак манъ накунед. Барои дуруст ба воя расидан ва инкишоф ёфтан ба кӯдакон хӯроки дуруст лозим аст, дар давоми шаш моҳи аввали ҳаёт танҳо синнамаконӣ. Барои кӯдакони синни хурдсол, ки хӯроки сунъӣ истеъмол мекунанд, боварӣ ҳосил намоед, ки дастури тайёр намудани хокаи шириро дуруст риоя менамоед. (миқдори дурусти об ва хока), ва ба дастур оид ба андозаи ғизодиҳӣ , аз он ҷумла андозаи ғизодиҳӣ дар як рӯз риоя намоед. ","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,above +3SD,"3401, 3341, 3346, 3376",1,published,
23022,Бештар дар бораи афзоиш дар 7 - 9 моҳагӣ - фарбеҳӣ,"Таваҷҷуҳи фаврӣ! Кӯдаки Шумо гирфтори фарбеҳшавӣ аст, яъне вазни ҷиддии зиёдатӣ нисбат ба қад дорад. Ин вазн метавонад ба саломатии кӯдаки Шумо зарари ҷиддӣ расонад. Фикр намоед, ки кадом омил ба ин мусоидат намудааст: аз ҳад зиёд истеъмол намудани хӯроки ғизонокиаш зиёд, масалан маҳсулоти ширин ва равғанӣ), истеъмоли ғизои носолим, паст шудани фаъолияти ҷисмонӣ, зиёд шудани гузаронидани вақт дар назди экран  ва ё тағйир ёфтани муҳити гирду атрофи кӯдак ва ғ. Ҳатман ташрифро ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак ба нақша гиред!",7-9 months,Height for weight,above +3SD,"3406, 3351, 3346, 3376",1,published,
23023,Бештар дар бораи афзоиш дар 10 - 12 моҳагӣ -  фарбеҳӣ,"Таваҷҷуҳи фаврӣ! Кӯдаки Шумо гирфтори фарбеҳшавӣ аст, яъне вазни ҷиддии зиёдатӣ нисбат ба қад дорад. Ин вазн метавонад ба саломатии кӯдаки Шумо зарари ҷиддӣ расонад. Фикр намоед, ки кадом омил ба ин мусоидат намудааст: аз ҳад зиёд истеъмол намудани хӯроки ғизонокиаш зиёд, масалан маҳсулоти ширин ва равғанӣ), истеъмоли ғизои носолим, паст шудани фаъолияти ҷисмонӣ, зиёд шудани гузаронидани вақт дар назди экран  ва ё тағйир ёфтани муҳити гирду атрофи кӯдак ва ғ. Ҳатман ташрифро ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак ба нақша гиред!",10-12 months,Height for weight,above +3SD,"3411, 3356, 3346, 3376",1,published,
23024,Бештар дар бораи афзоиш дар 13 - 24 моҳагӣ - фарбеҳӣ,"Таваҷҷуҳи фаврӣ! Кӯдаки Шумо гирфтори фарбеҳшавӣ аст, яъне вазни ҷиддии зиёдатӣ нисбат ба қад дорад. Ин вазн метавонад ба саломатии кӯдаки Шумо зарари ҷиддӣ расонад. Фикр намоед, ки кадом омил ба ин мусоидат намудааст: аз ҳад зиёд истеъмол намудани хӯроки ғизонокиаш зиёд, масалан маҳсулоти ширин ва равғанӣ), истеъмоли ғизои носолим, паст шудани фаъолияти ҷисмонӣ, зиёд шудани гузаронидани вақт дар назди экран  ва ё тағйир ёфтани муҳити гирду атрофи кӯдак ва ғ. Ҳатман ташрифро ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак ба нақша гиред!","13-18 months, 19-24 months",Height for weight,above +3SD,"3391, 3386, 3361, 3381",1,published,
23025,Бештар дар бораи афзоиш дар 25 - 60 моҳагӣ - фарбеҳӣ,"Таваҷҷуҳи фаврӣ! Кӯдаки Шумо гирфтори фарбеҳшавӣ аст, яъне вазни ҷиддии зиёдатӣ нисбат ба қад дорад. Ин вазн метавонад ба саломатии кӯдаки Шумо зарари ҷиддӣ расонад. Фикр намоед, ки кадом омил ба ин мусоидат намудааст: аз ҳад зиёд истеъмол намудани хӯроки ғизонокиаш зиёд, масалан маҳсулоти ширин ва равғанӣ), истеъмоли ғизои носолим, паст шудани фаъолияти ҷисмонӣ, зиёд шудани гузаронидани вақт дар назди экран  ва ё тағйир ёфтани муҳити гирду атрофи кӯдак ва ғ. Ҳатман ташрифро ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак ба нақша гиред!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,above +3SD,"3396, 5891, 3366, 3381",1,published,
23026,Бештар дар бораи афзоиш дар 6 моҳи аввал - қади муътадил барои ин синну сол,"Аҳсан! Қади кӯдаки Шумо мувофиқ ва ё каме болотар аз дараҷаи мебошад, ки барои синну сол ва ҷинси ӯ пешбинӣ шудааст. Дастурҳоро оид ба таҷрибаи хуби ғизо, фаъолияти ҷисмонӣ ва хоб риоя намоед ва аз болои афзоиши фарзандатон назорат баред. ","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,between -2SD to +3SD,"3401, 3341, 3346",1,published,
23027,Бештар дар бораи афзоиш дар 7-9 моҳагӣ - қади муътадил барои ин синну сол,"Аҳсан! Қади кӯдаки Шумо мувофиқ ва ё каме болотар аз дараҷаи мебошад, ки барои синну сол ва ҷинси ӯ пешбинӣ шудааст. Дастурҳоро оид ба таҷрибаи хуби ғизо, фаъолияти ҷисмонӣ ва хоб риоя намоед ва аз болои афзоиши фарзандатон назорат баред. ",7-9 months,Height for age,between -2SD to +3SD,"3406, 3351, 3346",1,published,
23028,Бештар дар бораи афзоиш дар 10-12 моҳагӣ - қади муътадил барои ин синну сол,"Аҳсан! Қади кӯдаки Шумо мувофиқ ва ё каме болотар аз дараҷаи мебошад, ки барои синну сол ва ҷинси ӯ пешбинӣ шудааст. Дастурҳоро оид ба таҷрибаи хуби ғизо, фаъолияти ҷисмонӣ ва хоб риоя намоед ва аз болои афзоиши фарзандатон назорат баред. ",10-12 months,Height for age,between -2SD to +3SD,"3411, 3356, 3346",1,published,
23029,Бештар дар бораи афзоиш дар 13-24 моҳагӣ - қади муътадил барои ин синну сол,"Аҳсан! Қади кӯдаки Шумо мувофиқ ва ё каме болотар аз дараҷаи мебошад, ки барои синну сол ва ҷинси ӯ пешбинӣ шудааст. Дастурҳоро оид ба таҷрибаи хуби ғизо, фаъолияти ҷисмонӣ ва хоб риоя намоед ва аз болои афзоиши фарзандатон назорат баред. ","13-18 months, 19-24 months",Height for age,between -2SD to +3SD,"3391, 3386, 3361",1,published,
23030,Бештар дар бораи афзоиш дар 25-72 моҳагӣ - қади муътадил барои ин синну сол,"Аҳсан! Қади кӯдаки Шумо мувофиқ ва ё каме болотар аз дараҷаи мебошад, ки барои синну сол ва ҷинси ӯ пешбинӣ шудааст. Дастурҳоро оид ба таҷрибаи хуби ғизо, фаъолияти ҷисмонӣ ва хоб риоя намоед ва аз болои афзоиши фарзандатон назорат баред. ","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,between -2SD to +3SD,"3396, 5891, 3366 ",1,published,
23031,Бештар дар бораи афзоиш дар 6 моҳи аввал - ақибмонии муътадили инкишоф,"Таваҷҷуҳ! Қади кӯдаки Шумо суст инкишоф ёфта истодааст ва айни замон ақибмонии муътадил мушоҳида карда мешавад. Фикр кунед, ки кадом сабабҳои имконпазири дарозмудат ба ин мусоидат карда бошад: камғизоии музмин, бемории музмин, вайроншавии эндокринологӣ ва ғ. Ҳатман  ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак муроҷиат намоед.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -2SD,"3401, 3341, 3346, 3606",1,published,
23032,Бештар дар бораи афзоиш дар 7-9 моҳагӣ - ақибмонии муътадили инкишоф,"Таваҷҷуҳ! Қади кӯдаки Шумо суст инкишоф ёфта истодааст ва айни замон ақибмонии муътадил мушоҳида карда мешавад. Фикр кунед, ки кадом сабабҳои имконпазири дарозмудат ба ин мусоидат карда бошад: камғизоии музмин, бемории музмин, вайроншавии эндокринологӣ ва ғ. Ҳатман  ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак муроҷиат намоед.",7-9 months,Height for age,below -2SD,"3406, 3351, 3346, 3606",1,published,
23033,Бештар дар бораи афзоиш дар 10-12 моҳагӣ -ақибмонии муътадили инкишоф,"Таваҷҷуҳ! Қади кӯдаки Шумо суст инкишоф ёфта истодааст ва айни замон ақибмонии муътадил мушоҳида карда мешавад. Фикр кунед, ки кадом сабабҳои имконпазири дарозмудат ба ин мусоидат карда бошад: камғизоии музмин, бемории музмин, вайроншавии эндокринологӣ ва ғ. Ҳатман  ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак муроҷиат намоед.",10-12 months,Height for age,below -2SD,"3411, 3356, 3346",1,published,
23034,Бештар дар бораи афзоиш дар 13-24 моҳагӣ -ақибмонии муътадили инкишоф,"Таваҷҷуҳ! Қади кӯдаки Шумо суст инкишоф ёфта истодааст ва айни замон ақибмонии муътадил мушоҳида карда мешавад. Фикр кунед, ки кадом сабабҳои имконпазири дарозмудат ба ин мусоидат карда бошад: камғизоии музмин, бемории музмин, вайроншавии эндокринологӣ ва ғ. Ҳатман ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак муроҷиат намоед.","13-18 months, 19-24 months",Height for age,below -2SD,"3391, 3386, 3361, 3606",1,published,
23035,Бештар дар бораи афзоиш дар 25-60 моҳагӣ -ақибмонии муътадили инкишоф,"Таваҷҷуҳ! Қади кӯдаки Шумо суст инкишоф ёфта истодааст ва айни замон ақибмонии муътадил мушоҳида карда мешавад. Фикр кунед, ки кадом сабабҳои имконпазири дарозмудат ба ин мусоидат карда бошад: камғизоии музмин, бемории музмин, вайроншавии эндокринологӣ ва ғ. Ҳатман ба духтури атфол барои муоина ва ташхиси иловагӣ, инчунин муайян кардани динамикаи назорати минбаъдаи афзоиши кӯдак муроҷиат намоед.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -2SD,"3396, 5891, 3366, 3606",1,published,
23036,Бештар дар бораи афзоиш дар 6 моҳи аввал - ақибмонии шадиди инкишоф,"Фавран! Афзоиши қади кӯдаки Шумо сахт ақиб монда истодааст. Фавран ба ташхиси духтури атфол барои азнавташхискунӣ, гирифтани муолиҷаи зарурӣ ва муайян намудани динамикаи ояндаи назорати афзоиши фарзандатон муроҷиат намоед.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -3SD,"3401, 3341, 3346",1,published,
23037,Бештар дар бораи афзоиш дар 7-9 моҳагӣ - ақибмонии шадиди инкишоф,"Фавран! Афзоиши қади кӯдаки Шумо сахт ақиб монда истодааст. Фавран ба ташхиси духтури атфол барои азнавташхискунӣ, гирифтани муолиҷаи зарурӣ ва муайян намудани динамикаи ояндаи назорати афзоиши фарзандатон муроҷиат намоед.",7-9 months,Height for age,below -3SD,"3406, 3351, 3346, 3606",1,published,
23038,Бештар дар бораи афзоиш дар 10-12 моҳагӣ -ақибмонии шадиди инкишоф,"Фавран! Афзоиши қади кӯдаки Шумо сахт ақиб монда истодааст. Фавран ба ташхиси духтури атфол барои азнавташхискунӣ, гирифтани муолиҷаи зарурӣ ва муайян намудани динамикаи ояндаи назорати афзоиши фарзандатон муроҷиат намоед.",10-12 months,Height for age,below -3SD,"3411, 3356, 3346, 3606",1,published,
23039,Бештар дар бораи афзоиш дар 13-24 моҳагӣ -ақибмонии шадиди инкишоф,"Фавран! Афзоиши қади кӯдаки Шумо сахт ақиб монда истодааст. Фавран ба ташхиси духтури атфол барои азнавташхискунӣ, гирифтани муолиҷаи зарурӣ ва муайян намудани динамикаи ояндаи назорати афзоиши фарзандатон муроҷиат намоед.","13-18 months, 19-24 months",Height for age,below -3SD,"3391, 3386, 3361, 3606",1,published,
