ID,Title,Body,Child_age,Growth_type,Standard_deviation,Related_articles,Mandatory_content,Moderation_state,Translation_language
23011,Подробнее о росте в первые 6 месяцев – серьезное недоедание,"Внимание! У вашего ребенка серьезный недобор веса по росту. Такая ситуация могла развиться в течение нескольких недель, поэтому подумайте о том, какие  тому могли быть непосредственные причины, включая: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в среде и т. д. Срочно проконсультируйтесь с педиатром, чтобы выяснить причину и определить, как компенсировать недобор веса.","1st Month, 2nd month, 3-4 months, 5-6 months",Height for weight,below -3SD,"3401, 3341, 3346, 3371",1,published,
23012,Подробнее о росте в 7–9 месяцев – серьезное недоедание,"Внимание! У вашего ребенка серьезный недобор веса по росту. Такая ситуация могла развиться в течение нескольких недель, поэтому подумайте о том, какие  тому могли быть непосредственные причины, включая: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в среде и т. д. Срочно проконсультируйтесь с педиатром, чтобы выяснить причину и определить, как компенсировать недобор веса.",7-9 months,Height for weight,below -3SD,"3406, 3351, 3346, 3371",1,published,
23013,Подробнее о росте в 10–12 месяцев – серьезное недоедание,"Внимание! У вашего ребенка серьезный недобор веса по росту. Такая ситуация могла развиться в течение нескольких недель, поэтому подумайте о том, какие  тому могли быть непосредственные причины, включая: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в среде и т. д. Срочно проконсультируйтесь с педиатром, чтобы выяснить причину и определить, как компенсировать недобор веса.",10-12 months,Height for weight,below -3SD,"3411, 3356, 3346",1,published,
23014,Подробнее о росте в 13–24 месяца – серьезное недоедание,"Внимание! У вашего ребенка серьезный недобор веса по росту. Такая ситуация могла развиться в течение нескольких недель, поэтому подумайте о том, какие  тому могли быть непосредственные причины, включая: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в среде и т. д. Срочно проконсультируйтесь с педиатром, чтобы выяснить причину и определить, как компенсировать недобор веса.","13-18 months, 19-24 months",Height for weight,below -3SD,"3391, 3386, 3361, 3371",1,published,
23015,Подробнее о росте в 25–60 месяцев – серьезное недоедание,"Внимание! У вашего ребенка серьезный недобор веса по росту. Такая ситуация могла развиться в течение нескольких недель, поэтому подумайте о том, какие  тому могли быть непосредственные причины, включая: недавнее заболевание, метаболические и хронические заболевания, недостаточное или неправильное питание, изменения в среде и т. д. Срочно проконсультируйтесь с педиатром, чтобы выяснить причину и определить, как компенсировать недобор веса.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,below -3SD,"3396, 5891, 3366, 3371",1,published,
23016,Подробнее о росте в первые 6 месяцев – избыточный вес,"Внимание! У вашего ребенка умеренный избыток веса для его роста. Избыточный вес может быть вреден для его здоровья, поэтому подумайте, что этому способствовало: чрезмерное потребление калорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени у экрана или изменения в среде и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,between +2 and +3SD,"3401, 3341, 3346, 3376",1,published,
23017,Подробнее о росте в 7–9 месяцев – избыточный вес,"Внимание! У вашего ребенка умеренный избыток веса для его роста. Избыточный вес может быть вреден для его здоровья, поэтому подумайте, что этому способствовало: чрезмерное потребление калорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени у экрана или изменения в среде и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.",7-9 months,Height for weight,between +2 and +3SD,"3406, 3351, 3346, 3376",1,published,
23018,Подробнее о росте в 10–12 месяцев – избыточный вес,"Внимание! У вашего ребенка умеренный избыток веса для его роста. Избыточный вес может быть вреден для его здоровья, поэтому подумайте, что этому способствовало: чрезмерное потребление калорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени у экрана или изменения в среде и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.",10-12 months,Height for weight,between +2 and +3SD,"3411, 3356, 3346, 3376",1,published,
23019,Подробнее о росте в 13–24 месяца – избыточный вес,"Внимание! У вашего ребенка умеренный избыток веса для его роста. Избыточный вес может быть вреден для его здоровья, поэтому подумайте, что этому способствовало: чрезмерное потребление калорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени у экрана или изменения в среде и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.","13-18 months, 19-24 months",Height for weight,between +2 and +3SD,"3391, 3386, 3361, 3381",1,published,
23020,Подробнее о росте в 25–60 месяцев – избыточный вес,"Внимание! У вашего ребенка умеренный избыток веса для его роста. Избыточный вес может быть вреден для его здоровья, поэтому подумайте, что этому способствовало: чрезмерное потребление калорийной пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени у экрана или изменения в среде и т. д. Обязательно запишитесь на прием к педиатру, чтобы получить дополнительные рекомендации и определить динамику наблюдения за ростом вашего ребенка.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,between +2 and +3SD,"3396, 5891, 3366, 3381",1,published,
23021,Подробнее о росте в первые 6 месяцев – ожирение,"Для ребенка в возрасте 0–6 месяцев, находящегося на исключительно грудном вскармливании, риск избыточного веса отсутствует или минимален. Доказано и научно подтверждено, что грудное вскармливание, особенно продолжительное – не менее 12 месяцев, защищает ребенка от ожирения в более позднем детстве и во взрослом возрасте.
 
Для малышей, находящихся на искусственном вскармливании, всегда существует опасность ожирения. В случае избыточного веса или ожирения у ребенка может быть полезна консультация педиатра. Никогда не отказывайте ребенку в еде, чтобы вызвать потерю веса. Чтобы расти и развиваться должным образом, малышам необходимо правильное питание, исключительно грудное вскармливание в течение первых 6 месяцев жизни. При организации питания младенцев, находящихся на искусственном вскармливании, важно следовать инструкциям по правильному приготовлению смеси (правильное количество воды и смеси), а также указаниям по количеству кормлений в день.
","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,above +3SD,"3401, 3341, 3346, 3376",1,published,
23022,Подробнее о росте в 7–9 месяцев – ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса для своего роста. Этот вес может существенно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: чрезмерное потребление богатой калориями пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в среде и т. д. Обязательно запланируйте посещение педиатра для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста!",7-9 months,Height for weight,above +3SD,"3406, 3351, 3346, 3376",1,published,
23023,Подробнее о росте в 10–12 месяцев – ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса для своего роста. Этот вес может существенно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: чрезмерное потребление богатой калориями пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в среде и т. д. Обязательно запланируйте посещение педиатра для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста!",10-12 months,Height for weight,above +3SD,"3411, 3356, 3346, 3376",1,published,
23024,Подробнее о росте в 13–24 месяца – ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса для своего роста. Этот вес может существенно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: чрезмерное потребление богатой калориями пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в среде и т. д. Обязательно запланируйте посещение педиатра для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста!","13-18 months, 19-24 months",Height for weight,above +3SD,"3391, 3386, 3361, 3381",1,published,
23025,Подробнее о росте в 25–60 месяцев – ожирение,"Срочно обратите внимание! Ваш ребенок страдает ожирением, то есть имеет серьезный избыток веса для своего роста. Этот вес может существенно навредить здоровью вашего ребенка. Подумайте, что этому способствовало: чрезмерное потребление богатой калориями пищи (например, сладких и жирных продуктов), употребление нездоровой пищи, снижение физической активности, увеличение времени перед экраном или изменения в среде и т. д. Обязательно запланируйте посещение педиатра для осмотра и дополнительной диагностики, а также для определения динамики дальнейшего мониторинга роста!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,above +3SD,"3396, 5891, 3366, 3381",1,published,
23026,Подробнее о росте в первые 6 месяцев – типичный рост для возраста,"Браво! Ваш ребенок растет в пределах значений, ожидаемых для его возраста и пола, или с небольшим опережением. Продолжайте следовать передовым рекомендациям в части питания, физической активности и сна и следите за ростом вашего ребенка.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,between -2SD to +3SD,"3401, 3341, 3346",1,published,
23027,Подробнее о росте в 7–9 месяцев – типичный рост для возраста,"Браво! Ваш ребенок растет в пределах значений, ожидаемых для его возраста и пола, или с небольшим опережением. Продолжайте следовать передовым рекомендациям в части питания, физической активности и сна и следите за ростом вашего ребенка.",7-9 months,Height for age,between -2SD to +3SD,"3406, 3351, 3346",1,published,
23028,Подробнее о росте в 10–12 месяцев – типичный рост для возраста,"Браво! Ваш ребенок растет в пределах значений, ожидаемых для его возраста и пола, или с небольшим опережением. Продолжайте следовать передовым рекомендациям в части питания, физической активности и сна и следите за ростом вашего ребенка.",10-12 months,Height for age,between -2SD to +3SD,"3411, 3356, 3346",1,published,
23029,Подробнее о росте в 13–24 месяца – типичный рост для возраста,"Браво! Ваш ребенок растет в пределах значений, ожидаемых для его возраста и пола, или с небольшим опережением. Продолжайте следовать передовым рекомендациям в части питания, физической активности и сна и следите за ростом вашего ребенка.","13-18 months, 19-24 months",Height for age,between -2SD to +3SD,"3391, 3386, 3361",1,published,
23030,Подробнее о росте в 25–72 месяца – типичный рост для возраста,"Браво! Ваш ребенок растет в пределах значений, ожидаемых для его возраста и пола, или с небольшим опережением. Продолжайте следовать передовым рекомендациям в части питания, физической активности и сна и следите за ростом вашего ребенка.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,between -2SD to +3SD,"3396, 5891, 3366 ",1,published,
23031,Подробнее о росте в первые 6 месяцев – умеренная задержка роста,"Внимание! Ваш ребенок растет медленно, и сейчас наблюдается умеренная задержка. Подумайте, не вызвано ли это какой-либо из возможных долгосрочных причин: хроническим недоеданием, хроническим заболеванием, эндокринным нарушением и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения рекомендаций и определения динамики дальнейшего наблюдения за ростом.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -2SD,"3401, 3341, 3346, 3606",1,published,
23032,Подробнее о росте в 7–9 месяцев – умеренная задержка роста,"Внимание! Ваш ребенок растет медленно, и сейчас наблюдается умеренная задержка. Подумайте, не вызвано ли это какой-либо из возможных долгосрочных причин: хроническим недоеданием, хроническим заболеванием, эндокринным нарушением и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения рекомендаций и определения динамики дальнейшего наблюдения за ростом.",7-9 months,Height for age,below -2SD,"3406, 3351, 3346, 3606",1,published,
23033,Подробнее о росте в 10–12 месяцев – умеренная задержка роста,"Внимание! Ваш ребенок растет медленно, и сейчас наблюдается умеренная задержка. Подумайте, не вызвано ли это какой-либо из возможных долгосрочных причин: хроническим недоеданием, хроническим заболеванием, эндокринным нарушением и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения рекомендаций и определения динамики дальнейшего наблюдения за ростом.",10-12 months,Height for age,below -2SD,"3411, 3356, 3346",1,published,
23034,Подробнее о росте в 13–24 месяца – умеренная задержка роста,"Внимание! Ваш ребенок растет медленно, и сейчас наблюдается умеренная задержка. Подумайте, не вызвано ли это какой-либо из возможных долгосрочных причин: хроническим недоеданием, хроническим заболеванием, эндокринным нарушением и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения рекомендаций и определения динамики дальнейшего наблюдения за ростом.","13-18 months, 19-24 months",Height for age,below -2SD,"3391, 3386, 3361, 3606",1,published,
23035,Подробнее о росте в 25–60 месяцев – умеренная задержка роста,"Внимание! Ваш ребенок растет медленно, и сейчас наблюдается умеренная задержка. Подумайте, не вызвано ли это какой-либо из возможных долгосрочных причин: хроническим недоеданием, хроническим заболеванием, эндокринным нарушением и т. д. Обязательно запишитесь на прием к педиатру для дополнительного обследования, получения рекомендаций и определения динамики дальнейшего наблюдения за ростом.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -2SD,"3396, 5891, 3366, 3606",1,published,
23036,Подробнее о росте в первые 6 месяцев – сильная задержка роста,"Срочно! Рост вашего ребенка сильно задерживается. Незамедлительно записывайтесь на прием к педиатру для дополнительного обследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом!","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -3SD,"3401, 3341, 3346",1,published,
23037,Подробнее о росте в 7–9 месяцев – сильная задержка роста,"Срочно! Рост вашего ребенка сильно задерживается. Незамедлительно записывайтесь на прием к педиатру для дополнительного обследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом!",7-9 months,Height for age,below -3SD,"3406, 3351, 3346, 3606",1,published,
23038,Подробнее о росте в 10–12 месяцев – сильная задержка роста,"Срочно! Рост вашего ребенка сильно задерживается. Незамедлительно записывайтесь на прием к педиатру для дополнительного обследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом!",10-12 months,Height for age,below -3SD,"3411, 3356, 3346, 3606",1,published,
23039,Подробнее о росте в 13–24 месяца – сильная задержка роста,"Срочно! Рост вашего ребенка сильно задерживается. Незамедлительно записывайтесь на прием к педиатру для дополнительного обследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом!","13-18 months, 19-24 months",Height for age,below -3SD,"3391, 3386, 3361, 3606",1,published,
23040,Подробнее о росте в 25–60 месяцев – сильная задержка роста,"Срочно! Рост вашего ребенка сильно задерживается. Незамедлительно записывайтесь на прием к педиатру для дополнительного обследования, получения соответствующего лечения и определения динамики дальнейшего наблюдения за ростом!","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -3SD,"3396, 5891, 3366, 3606",1,published,
23041,Подробнее о росте в первые 6 месяцев – рост выше среднего для возраста,"Ваш ребенок вырос до размеров, значительно превышающих нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но всё же поговорите об этом с педиатром. Продолжайте следовать принятым рекомендациям и регулярно наблюдайте за ростом вашего ребёнка.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,above +3SD,"3401, 3341, 3346",1,published,
23042,Подробнее о росте в 7–9 месяцев – рост выше среднего для возраста,"Ваш ребенок вырос до размеров, значительно превышающих нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но всё же поговорите об этом с педиатром. Продолжайте следовать принятым рекомендациям и регулярно наблюдайте за ростом вашего ребёнка.",7-9 months,Height for age,above +3SD,"3406, 3351, 3346",1,published,
23043,Подробнее о росте в 10–12 месяцев – рост выше среднего для возраста,"Ваш ребенок вырос до размеров, значительно превышающих нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но всё же поговорите об этом с педиатром. Продолжайте следовать принятым рекомендациям и регулярно наблюдайте за ростом вашего ребёнка.",10-12 months,Height for age,above +3SD,"3411, 3356, 3346",1,published,
23044,Подробнее о росте в 13–24 месяца – рост выше среднего для возраста,"Ваш ребенок вырос до размеров, значительно превышающих нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но всё же поговорите об этом с педиатром. Продолжайте следовать принятым рекомендациям и регулярно наблюдайте за ростом вашего ребёнка.","13-18 months, 19-24 months",Height for age,above +3SD,"3391, 3386, 3361",1,published,
23045,Подробнее о росте в 25–60 месяцев – рост выше среднего для возраста,"Ваш ребенок вырос до размеров, значительно превышающих нормальный диапазон для его возраста и пола. Вероятно, это результат его генетического потенциала, но всё же поговорите об этом с педиатром. Продолжайте следовать принятым рекомендациям и регулярно наблюдайте за ростом вашего ребёнка.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,above +3SD,"3396, 5891, 3366",1,published,
