ID,Title,Body,Child_age,Growth_type,Standard_deviation,Related_articles,Mandatory_content,Moderation_state,Translation_language
23016,Повеќе за развојот во првите 6 месеци - зголемена тежина,"Внимание! Вашето дете има умерено поголема тежина за неговата висина. Зголемената тежина може да го загрози неговото здравје, затоа размислете што би можело да придонесе за тоа: прекумерен внес на храна богата со енергија (на пример слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за да добиете дополнителни препораки и да ја одредите динамиката на следење на развојот на детето.","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,between +2 and +3SD,"3401, 3341, 3346, 3376",1,published,
23017,Повеќе за развојот од 7-9 месеци - зголемена тежина,"Внимание! Вашето дете има умерено поголема тежина за неговата висина. Зголемената тежина може да го загрози неговото здравје, затоа размислете што би можело да придонесе за тоа: прекумерен внес на храна богата со енергија (на пример слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за да добиете дополнителни препораки и да ја одредите динамиката на следење на развојот на детето.",7-9 months,Height for weight,between +2 and +3SD,"3406, 3351, 3346, 3376",1,published,
23018,Повеќе за развојот од 10-12 месеци - зголемена тежина,"Внимание! Вашето дете има умерено поголема тежина за неговата висина. Зголемената тежина може да го загрози неговото здравје, затоа размислете што би можело да придонесе за тоа: прекумерен внес на храна богата со енергија (на пример слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за да добиете дополнителни препораки и да ја одредите динамиката на следење на развојот на детето.",10-12 months,Height for weight,between +2 and +3SD,"3411, 3356, 3346, 3376",1,published,
23019,Повеќе за развојот од 13-24 месеци - зголемена тежина,"Внимание! Вашето дете има умерено поголема тежина за неговата висина. Зголемената тежина може да го загрози неговото здравје, затоа размислете што би можело да придонесе за тоа: прекумерен внес на храна богата со енергија (на пример слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за да добиете дополнителни препораки и да ја одредите динамиката на следење на развојот на детето.","13-18 months, 19-24 months",Height for weight,between +2 and +3SD,"3391, 3386, 3361, 3381",1,published,
23020,Повеќе за развојот од 25-60 месеци - зголемена тежина,"Внимание! Вашето дете има умерено поголема тежина за неговата висина. Зголемената тежина може да го загрози неговото здравје, затоа размислете што би можело да придонесе за тоа: прекумерен внес на храна богата со енергија (на пример слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за да добиете дополнителни препораки и да ја одредите динамиката на следење на развојот на детето.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,between +2 and +3SD,"3396, 5891, 3366, 3381",1,published,
23021,Повеќе за развојот во првите 6 месеци - дебелина,"Не постои ризик или ризикот е минимален за дебелина кај бебе од 0-6 месеци доколку тоа ексклузино се дои. Научно е докажано дека доењето, особено ако е пролонгирано најмалку 12 месеци го штити детето од дебелина подоцна во детството или во возрасно доба. Кај бебињата на вештачка исхрана, секогаш постои опасност од дебелина. Кај бебиња со прекумерна тежина или дебели бебиња, секогаш помага совет од педијатар. Никогаш не му ускратувајте храна на бебето за да ја намалите неговата тежина. За да растат и да се развиваат нормално, на бебињата им е потребна соодветна исхрана, ексклузино доење во првите 6 месеци. За бебињата на вештачка исхрана, бидете сигурни дека ја подготвувате храната според дадените инструкции (точна количина на вода и формула) и ги следите инструкциите за бројот на оброци на ден","1st month, 2nd month, 3-4 months, 5-6 months",Height for weight,above +3SD,"3401, 3341, 3346, 3376",1,published,
23022,Повеќе за развојот од 7-9 месеци - дебелина,"Итно внимание! Вашето дете е дебело, а тоа значи дека има многу голема тежина за неговата висина. Оваа тежина може сериозно да го загрози здравјето на вашето дете. Размислете што би можело да доведе до тоа: рекумерно јадење на храна богата со енергија (како што се слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за дополнителна дијагностика, како и одредување на динамиката на следење на развојот на детето.",7-9 months,Height for weight,above +3SD,"3406, 3351, 3346, 3376",1,published,
23023,Повеќе за развојот од 10-12 месеци - дебелина,"Итно внимание! Вашето дете е дебело, а тоа значи дека има многу голема тежина за неговата висина. Оваа тежина може сериозно да го загрози здравјето на вашето дете. Размислете што би можело да доведе до тоа: рекумерно јадење на храна богата со енергија (како што се слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за дополнителна дијагностика, како и одредување на динамиката на следење на развојот на детето.",10-12 months,Height for weight,above +3SD,"3411, 3356, 3346, 3376",1,published,
23024,Повеќе за развојот од 13-24 месеци - дебелина,"Итно внимание! Вашето дете е дебело, а тоа значи дека има многу голема тежина за неговата висина. Оваа тежина може сериозно да го загрози здравјето на вашето дете. Размислете што би можело да доведе до тоа: рекумерно јадење на храна богата со енергија (како што се слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за дополнителна дијагностика, како и одредување на динамиката на следење на развојот на детето.","13-18 months, 19-24 months",Height for weight,above +3SD,"3391, 3386, 3361, 3381",1,published,
23025,Повеќе за развојот од 25-60 месеци - дебелина,"Итно внимание! Вашето дете е дебело, а тоа значи дека има многу голема тежина за неговата висина. Оваа тежина може сериозно да го загрози здравјето на вашето дете. Размислете што би можело да доведе до тоа: рекумерно јадење на храна богата со енергија (како што се слатки или масни продукти), нездрава храна, намалена физичка активност, долго седење пред телевизор или компјутер, или промени во непосредното опкружување итн. Задолжително закажете преглед кај педијатар за дополнителна дијагностика, како и одредување на динамиката на следење на развојот на детето.","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for weight,above +3SD,"3396, 5891, 3366, 3381",1,published,
23026,Повеќе за растот во првите 6 месеци - типичен раст за возраста,"Браво! Вашето дете расте во должина/висина соодветно или нешто над опсегот очекуван за неговата возраст и пол. Продолжете да ги следите советите за добра исхрана, физичка активност и спиење и следете го растот на вашето дете","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,between -2SD to +3SD,"3401, 3341, 3346",1,published,
23027,Повеќе за растот од 7-9 месеци - типичен раст за возраста,"Браво! Вашето дете расте во должина/висина соодветно или нешто над опсегот очекуван за неговата возраст и пол. Продолжете да ги следите советите за добра исхрана, физичка активност и спиење и следете го растот на вашето дете",7-9 months,Height for age,between -2SD to +3SD,"3406, 3351, 3346",1,published,
23028,Повеќе за растот од 10-12 месеци - типичен раст за возраста,"Браво! Вашето дете расте во должина/висина соодветно или нешто над опсегот очекуван за неговата возраст и пол. Продолжете да ги следите советите за добра исхрана, физичка активност и спиење и следете го растот на вашето дете",10-12 months,Height for age,between -2SD to +3SD,"3411, 3356, 3346",1,published,
23029,Повеќе за растот од 13-24 месеци - типичен раст за возраста,"Браво! Вашето дете расте во должина/висина соодветно или нешто над опсегот очекуван за неговата возраст и пол. Продолжете да ги следите советите за добра исхрана, физичка активност и спиење и следете го растот на вашето дете","13-18 months, 19-24 months",Height for age,between -2SD to +3SD,"3391, 3386, 3361",1,published,
23030,Повеќе за растот од 25-72 месеци - типичен раст за возраста,"Браво! Вашето дете расте во должина/висина соодветно или нешто над опсегот очекуван за неговата возраст и пол. Продолжете да ги следите советите за добра исхрана, физичка активност и спиење и следете го растот на вашето дете","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,between -2SD to +3SD,"3396, 5891, 3366 ",1,published,
23031,Повеќе за растот во првите 6 месеци - умерен застој во растот,"Внимание! Растот на вашето дете во должина/висина е бавен и сега е умерено одложен. Размислете дали некои од следниве долготрајни причини би можеле да допринесат кон тоа: хронична потхранетост, хронична болест, ендокрино нарушување, итн. Задолжително закажете преглед кај педијатар за дополнителни испитувања, за да добиете дополнителни препораки и да ја одредите динамиката на следење на растот на вашето дете","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -2SD,"3401, 3341, 3346, 3606",1,published,
23032,Повеќе за растот од 7-9 месеци - умерен застој во растот,,7-9 months,Height for age,below -2SD,"3406, 3351, 3346, 3606",1,published,
23033,Повеќе за растот од 10-12 месеци - умерен застој во растот,,10-12 months,Height for age,below -2SD,"3411, 3356, 3346",1,published,
23034,Повеќе за растот од 13-24 месеци - умерен застој во растот,,"13-18 months, 19-24 months",Height for age,below -2SD,"3391, 3386, 3361, 3606",1,published,
23035,Повеќе за растот од 25-60 месеци - умерен застој во растот,,"25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -2SD,"3396, 5891, 3366, 3606",1,published,
23036,Повеќе за растот во првите 6 месеци - сериозно заостанување во растот,"Итно! Растот на вашето дете во должина/висина е сериозно одложен. Закажете итен преглед со педијатар за дополнителни испитувања, добивање на соодветен третман и определување на динамиката на следење на растот на детето.","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,below -3SD,"3401, 3341, 3346",1,published,
23037,Повеќе за растот од 7-9 месеци - сериозно заостанување во растот,,7-9 months,Height for age,below -3SD,"3406, 3351, 3346, 3606",1,published,
23038,Повеќе за растот од 10-12 месеци - сериозно заостанување во растот,,10-12 months,Height for age,below -3SD,"3411, 3356, 3346, 3606",1,published,
23039,Повеќе за растот од 13-24 месеци - сериозно заостанување во растот,,"13-18 months, 19-24 months",Height for age,below -3SD,"3391, 3386, 3361, 3606",1,published,
23040,Повеќе за растот од 25-60 месеци - сериозно заостанување во растот,,"25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,below -3SD,"3396, 5891, 3366, 3606",1,published,
23041,Повеќе за растот во првите 6 месеци - натпросечна должина/висина за возраста,"Вашето дете расте над нормалниот опсег за неговата возраст и пол. Ова е најверојатно резултат на неговиот генетски потенцијал, но сепак разговарајте со педијатар. Продолжете да ги следите препораките и редовно следете го растот на детето","1st month, 2nd month, 3-4 months, 5-6 months",Height for age,above +3SD,"3401, 3341, 3346",1,published,
23042,Повеќе за растот од 7-9 месеци - натпросечна должина/висина за возраста,"Вашето дете расте над нормалниот опсег за неговата возраст и пол. Ова е најверојатно резултат на неговиот генетски потенцијал, но сепак разговарајте со педијатар. Продолжете да ги следите препораките и редовно следете го растот на детето",7-9 months,Height for age,above +3SD,"3406, 3351, 3346",1,published,
23043,Повеќе за растот од 10-12 месеци - натпросечна должина/висина за возраста,"Вашето дете расте над нормалниот опсег за неговата возраст и пол. Ова е најверојатно резултат на неговиот генетски потенцијал, но сепак разговарајте со педијатар. Продолжете да ги следите препораките и редовно следете го растот на детето",10-12 months,Height for age,above +3SD,"3411, 3356, 3346",1,published,
23044,Повеќе за растот од 13-24 месеци - натпросечна должина/висина за возраста,"Вашето дете расте во висина над нормалниот опсег за неговата возраст и пол. Ова е најверојатно резултат на неговиот генетски потенцијал, но сепак разговарајте со педијатар. Продолжете да ги следите препораките и редовно следете го растот на детето","13-18 months, 19-24 months",Height for age,above +3SD,"3391, 3386, 3361",1,published,
23045,Повеќе за растот од 25-60 месеци - натпросечна должина/висина за возраста,"Вашето дете расте во висина над нормалниот опсег за неговата возраст и пол. Ова е најверојатно резултат на неговиот генетски потенцијал, но сепак разговарајте со педијатар. Продолжете да ги следите препораките и редовно следете го растот на детето","25-36 months, 37-48 months, 49-60 months, 61-72 months",Height for age,above +3SD,"3396, 5891, 3366",1,published,
